RENGLON,AÑO,ENTIDAD,CVE_GEO,EDAD,DEFUNCION,POBLACION,PROP
265030,2020,Jalisco,14,74,528,13840.5,0.038148911
265032,2020,Jalisco,14,75,533,12842.5,0.041502823
265034,2020,Jalisco,14,76,535,11861,0.045105809
265036,2020,Jalisco,14,77,535,10928.5,0.048954568
265038,2020,Jalisco,14,78,535,10069.5,0.053130741
265040,2020,Jalisco,14,79,532,9203,0.057807237
265042,2020,Jalisco,14,80,525,8356.5,0.062825346
265044,2020,Jalisco,14,81,515,7550,0.068211921
265046,2020,Jalisco,14,82,503,6796.5,0.074008681
265048,2020,Jalisco,14,83,489,6088,0.080321945
265050,2020,Jalisco,14,84,473.5,5426.5,0.08725698
265052,2020,Jalisco,14,85,456,4812.5,0.094753247
265054,2020,Jalisco,14,86,436,4241,0.102805942
265056,2020,Jalisco,14,87,415,3702,0.112101567
265058,2020,Jalisco,14,88,391,3205,0.12199688
265060,2020,Jalisco,14,89,365.5,2739,0.133442862
265062,2020,Jalisco,14,90,337,2308,0.146013865
265064,2020,Jalisco,14,91,306,1912.5,0.16
265066,2020,Jalisco,14,92,275,1577.5,0.174326466
265068,2020,Jalisco,14,93,243,1267.5,0.191715976
265070,2020,Jalisco,14,94,212,1011.5,0.209589718
265072,2020,Jalisco,14,95,181.5,791,0.229456384
265074,2020,Jalisco,14,96,153,605.5,0.252683732
265076,2020,Jalisco,14,97,125,452,0.276548673
265078,2020,Jalisco,14,98,100.5,328.5,0.305936073
265080,2020,Jalisco,14,99,78.5,232,0.338362069
265082,2020,Jalisco,14,100,59,159,0.371069182
265084,2020,Jalisco,14,101,43.5,104.5,0.416267943
265086,2020,Jalisco,14,102,30.5,66.5,0.458646617
265088,2020,Jalisco,14,103,21,41,0.512195122
265090,2020,Jalisco,14,104,13,23.5,0.553191489
265092,2020,Jalisco,14,105,8,13,0.615384615
265094,2020,Jalisco,14,106,5,7,0.714285714
265096,2020,Jalisco,14,107,2.5,3.5,0.714285714
265098,2020,Jalisco,14,108,0,2.5,0
265100,2020,Jalisco,14,109,2,1,2
282702,2020,México,15,0,1828.5,136407,0.013404737
282704,2020,México,15,1,127.5,137932,0.000924369
282706,2020,México,15,2,65,139484,0.000466003
282708,2020,México,15,3,42.5,141221.5,0.000300946
282710,2020,México,15,4,35.5,140518,0.000252637
282712,2020,México,15,5,32.5,141562.5,0.000229581
282714,2020,México,15,6,30,142183.5,0.000210995
282716,2020,México,15,7,29,142777,0.000203114
282718,2020,México,15,8,29,143254,0.000202438
282720,2020,México,15,9,30.5,143920,0.000211923
282722,2020,México,15,10,34,144771.5,0.000234853
282724,2020,México,15,11,39.5,145629.5,0.000271236
282726,2020,México,15,12,45.5,146314.5,0.000310974
282728,2020,México,15,13,53.5,147053.5,0.000363813
282730,2020,México,15,14,63.5,147878.5,0.000429407
282732,2020,México,15,15,75.5,148482.5,0.000508477
282734,2020,México,15,16,89.5,148430.5,0.000602976
282736,2020,México,15,17,104,148188,0.000701811
282738,2020,México,15,18,118.5,148028.5,0.000800522
282740,2020,México,15,19,132.5,147728.5,0.000896916
282742,2020,México,15,20,147,147431,0.000997077
282744,2020,México,15,21,159.5,147286.5,0.001082923
282746,2020,México,15,22,172,147335,0.001167408
282748,2020,México,15,23,183,147638.5,0.001239514
282750,2020,México,15,24,193,148114,0.00130305
282752,2020,México,15,25,202,148399,0.001361195
282754,2020,México,15,26,210,148055,0.001418392
282756,2020,México,15,27,216,147317,0.001466226
282758,2020,México,15,28,220.5,146075.5,0.001509493
282760,2020,México,15,29,224,144184.5,0.001553565
282762,2020,México,15,30,227,142172.5,0.001596652
282764,2020,México,15,31,230,140317.5,0.00163914
282766,2020,México,15,32,232.5,138243,0.001681821
282768,2020,México,15,33,236,136049.5,0.001734663
282770,2020,México,15,34,240.5,133853.5,0.00179674
282772,2020,México,15,35,245,131592,0.001861815
282774,2020,México,15,36,251.5,129290,0.001945239
282776,2020,México,15,37,258.5,127091.5,0.002033968
282778,2020,México,15,38,267,125037,0.002135368
282780,2020,México,15,39,277.5,123218,0.002252106
282782,2020,México,15,40,290,121708.5,0.002382742
282784,2020,México,15,41,305.5,120491,0.002535459
282786,2020,México,15,42,323,119541,0.002702002
282788,2020,México,15,43,344,118840,0.002894648
282790,2020,México,15,44,368,118317,0.003110288
282792,2020,México,15,45,393.5,117139,0.003359257
282794,2020,México,15,46,420,115534,0.003635294
282796,2020,México,15,47,447.5,113426,0.003945304
282798,2020,México,15,48,474,110853.5,0.004275914
282800,2020,México,15,49,501,107942.5,0.00464136
282802,2020,México,15,50,528,104838,0.005036342
282804,2020,México,15,51,555,101535,0.005466095
282806,2020,México,15,52,585,98192.5,0.005957685
282808,2020,México,15,53,614,94877,0.006471537
282810,2020,México,15,54,644,91660,0.007025966
282812,2020,México,15,55,675,88471,0.007629619
282814,2020,México,15,56,707,85235.5,0.008294666
282816,2020,México,15,57,740.5,81955.5,0.009035391
282818,2020,México,15,58,773,78581.5,0.009836921
282820,2020,México,15,59,804.5,75100.5,0.010712312
282822,2020,México,15,60,834,71495,0.011665151
282824,2020,México,15,61,861,67769,0.012704924
282826,2020,México,15,62,886,63982,0.013847645
282828,2020,México,15,63,908,60186,0.015086565
282830,2020,México,15,64,927,56457,0.016419576
282832,2020,México,15,65,944,52834.5,0.017867113
282834,2020,México,15,66,957.5,49246.5,0.019443006
282836,2020,México,15,67,969.5,45824.5,0.021156805
282838,2020,México,15,68,979,42462,0.023055909
282840,2020,México,15,69,984,39229,0.025083484
282842,2020,México,15,70,993,36717,0.027044693
282844,2020,México,15,71,1005,34035,0.029528427
282846,2020,México,15,72,1010,31480,0.032083863
282848,2020,México,15,73,1014,29071,0.034880121
282850,2020,México,15,74,1016,26779,0.037940177
282852,2020,México,15,75,1014.5,24623.5,0.041200479
282854,2020,México,15,76,1010.5,22551.5,0.044808549
282856,2020,México,15,77,1003.5,20614.5,0.048679328
282858,2020,México,15,78,995,18856,0.05276835
282860,2020,México,15,79,982,17099,0.057430259
282862,2020,México,15,80,962,15413,0.062414845
282864,2020,México,15,81,938.5,13829,0.067864632
282866,2020,México,15,82,911,12364.5,0.073678677
282868,2020,México,15,83,879,10997.5,0.079927256
282870,2020,México,15,84,843.5,9730.5,0.086686193
282872,2020,México,15,85,807,8562,0.094253679
282874,2020,México,15,86,767,7483,0.102498998
282876,2020,México,15,87,724,6483.5,0.111668081
282878,2020,México,15,88,678,5567.5,0.121778177
282880,2020,México,15,89,628.5,4721,0.133128574
282882,2020,México,15,90,574.5,3942,0.145738204
282884,2020,México,15,91,516,3230,0.159752322
282886,2020,México,15,92,458,2630,0.174144487
282888,2020,México,15,93,401,2086,0.192233941
282890,2020,México,15,94,344,1643,0.209373098
282892,2020,México,15,95,291.5,1270,0.229527559
282894,2020,México,15,96,243,957.5,0.253785901
282896,2020,México,15,97,197,707,0.27864215
282898,2020,México,15,98,156.5,507,0.308678501
282900,2020,México,15,99,120,353,0.339943343
282902,2020,México,15,100,89,239,0.372384937
282904,2020,México,15,101,64,154,0.415584416
282906,2020,México,15,102,44,97,0.453608247
282908,2020,México,15,103,29.5,59.5,0.495798319
282910,2020,México,15,104,20,33.5,0.597014925
282912,2020,México,15,105,12,18.5,0.648648649
282914,2020,México,15,106,7.5,8.5,0.882352941
282916,2020,México,15,107,3,3.5,0.857142857
282918,2020,México,15,108,0,2.5,0
282920,2020,México,15,109,1.5,0.5,3
300522,2020,Michoacán,16,0,659.5,44848.5,0.014705063
300524,2020,Michoacán,16,1,42.5,45123.5,0.00094186
300526,2020,Michoacán,16,2,21.5,45055.5,0.000477189
300528,2020,Michoacán,16,3,15.5,45357.5,0.00034173
300530,2020,Michoacán,16,4,13.5,46296.5,0.000291599
300532,2020,Michoacán,16,5,13,46252,0.000281069
300534,2020,Michoacán,16,6,11.5,46045,0.000249756
300536,2020,Michoacán,16,7,11.5,45812.5,0.000251023
300538,2020,Michoacán,16,8,11.5,45549.5,0.000252473
300540,2020,Michoacán,16,9,11.5,45303,0.000253846
300542,2020,Michoacán,16,10,13,45068,0.000288453
300544,2020,Michoacán,16,11,13.5,44846,0.00030103
300546,2020,Michoacán,16,12,16,44578,0.000358921
300548,2020,Michoacán,16,13,18,44333,0.000406018
300550,2020,Michoacán,16,14,21,44114.5,0.000476034
300552,2020,Michoacán,16,15,24.5,43800.5,0.000559354
300554,2020,Michoacán,16,16,28.5,43258.5,0.00065883
300556,2020,Michoacán,16,17,32.5,42681.5,0.000761454
300558,2020,Michoacán,16,18,37,42148.5,0.000877849
300560,2020,Michoacán,16,19,40,41654,0.000960292
300562,2020,Michoacán,16,20,44,41234.5,0.001067068
300564,2020,Michoacán,16,21,47,40882,0.00114965
300566,2020,Michoacán,16,22,50.5,40605,0.001243689
300568,2020,Michoacán,16,23,53,40408.5,0.001311605
300570,2020,Michoacán,16,24,56,40277.5,0.001390354
300572,2020,Michoacán,16,25,58,40131.5,0.001445249
300574,2020,Michoacán,16,26,60,39841.5,0.001505967
300576,2020,Michoacán,16,27,61.5,39449,0.001558975
300578,2020,Michoacán,16,28,62,38922,0.001592929
300580,2020,Michoacán,16,29,63.5,38184.5,0.001662978
300582,2020,Michoacán,16,30,63.5,37401,0.001697816
300584,2020,Michoacán,16,31,64.5,36674.5,0.001758715
300586,2020,Michoacán,16,32,64.5,35891.5,0.001797083
300588,2020,Michoacán,16,33,65,35083.5,0.001852723
300590,2020,Michoacán,16,34,66,34267.5,0.001926023
300592,2020,Michoacán,16,35,67,33434.5,0.002003918
300594,2020,Michoacán,16,36,68,32619.5,0.002084643
300596,2020,Michoacán,16,37,69,31834,0.002167494
300598,2020,Michoacán,16,38,71.5,31106,0.002298592
300600,2020,Michoacán,16,39,74,30443,0.002430772
300602,2020,Michoacán,16,40,76.5,29872.5,0.002560884
300604,2020,Michoacán,16,41,79.5,29397.5,0.002704312
300606,2020,Michoacán,16,42,84,29009,0.002895653
300608,2020,Michoacán,16,43,89,28699.5,0.003101099
300610,2020,Michoacán,16,44,94,28447.5,0.003304333
300612,2020,Michoacán,16,45,100.5,28068,0.00358059
300614,2020,Michoacán,16,46,106.5,27622,0.003855622
300616,2020,Michoacán,16,47,112.5,27083.5,0.004153821
300618,2020,Michoacán,16,48,119.5,26462.5,0.004515824
300620,2020,Michoacán,16,49,125.5,25769.5,0.004870098
300622,2020,Michoacán,16,50,132.5,25059.5,0.005287416
300624,2020,Michoacán,16,51,139.5,24339.5,0.005731424
300626,2020,Michoacán,16,52,146.5,23625.5,0.006200927
300628,2020,Michoacán,16,53,154.5,22940.5,0.006734814
300630,2020,Michoacán,16,54,163,22280,0.007315978
300632,2020,Michoacán,16,55,171,21639,0.007902398
300634,2020,Michoacán,16,56,181,21009.5,0.00861515
300636,2020,Michoacán,16,57,190.5,20376.5,0.009349005
300638,2020,Michoacán,16,58,200.5,19721.5,0.010166569
300640,2020,Michoacán,16,59,210.5,19030,0.011061482
300642,2020,Michoacán,16,60,220,18298,0.012023172
300644,2020,Michoacán,16,61,230,17536,0.013115876
300646,2020,Michoacán,16,62,239,16751.5,0.014267379
300648,2020,Michoacán,16,63,247,15949.5,0.015486379
300650,2020,Michoacán,16,64,256,15151,0.016896574
300652,2020,Michoacán,16,65,263,14360.5,0.018314126
300654,2020,Michoacán,16,66,271,13571.5,0.019968316
300656,2020,Michoacán,16,67,278,12808,0.021705184
300658,2020,Michoacán,16,68,284.5,12052,0.02360604
300660,2020,Michoacán,16,69,290,11302,0.025659175
300662,2020,Michoacán,16,70,298,10749.5,0.02772222
300664,2020,Michoacán,16,71,306,10117.5,0.030244626
300666,2020,Michoacán,16,72,312.5,9509,0.032863603
300668,2020,Michoacán,16,73,319,8925,0.035742297
300670,2020,Michoacán,16,74,324,8361,0.038751346
300672,2020,Michoacán,16,75,329,7822,0.042060854
300674,2020,Michoacán,16,76,333.5,7287,0.045766433
300676,2020,Michoacán,16,77,337,6782.5,0.049686694
300678,2020,Michoacán,16,78,340,6316,0.053831539
300680,2020,Michoacán,16,79,341.5,5832,0.058556241
300682,2020,Michoacán,16,80,341,5355,0.063678805
300684,2020,Michoacán,16,81,338,4893,0.069078275
300686,2020,Michoacán,16,82,334.5,4459.5,0.075008409
300688,2020,Michoacán,16,83,329,4043.5,0.081365154
300690,2020,Michoacán,16,84,322,3653.5,0.088134665
300692,2020,Michoacán,16,85,314.5,3286,0.095709069
300694,2020,Michoacán,16,86,305,2936.5,0.103865146
300696,2020,Michoacán,16,87,294,2599.5,0.113098673
300698,2020,Michoacán,16,88,281,2279,0.123299693
300700,2020,Michoacán,16,89,265.5,1974.5,0.134464421
300702,2020,Michoacán,16,90,248,1682.5,0.147399703
300704,2020,Michoacán,16,91,227,1411,0.160878809
300706,2020,Michoacán,16,92,206,1173,0.175618073
300708,2020,Michoacán,16,93,184,953,0.193074502
300710,2020,Michoacán,16,94,161,765,0.210457516
300712,2020,Michoacán,16,95,139,602,0.23089701
300714,2020,Michoacán,16,96,118,463.5,0.254584682
300716,2020,Michoacán,16,97,97,347,0.279538905
300718,2020,Michoacán,16,98,78,254,0.307086614
300720,2020,Michoacán,16,99,61,180,0.338888889
300722,2020,Michoacán,16,100,46.5,124,0.375
300724,2020,Michoacán,16,101,34,82.5,0.412121212
300726,2020,Michoacán,16,102,24,53,0.452830189
300728,2020,Michoacán,16,103,16,33,0.484848485
300730,2020,Michoacán,16,104,11,19.5,0.564102564
300732,2020,Michoacán,16,105,7,11,0.636363636
300734,2020,Michoacán,16,106,4.5,5.5,0.818181818
300736,2020,Michoacán,16,107,2.5,3,0.833333333
300738,2020,Michoacán,16,108,0.5,1.5,0.333333333
300740,2020,Michoacán,16,109,1,0,0
318342,2020,Morelos,17,0,170.5,16757,0.010174852
318344,2020,Morelos,17,1,12,16900.5,0.000710038
318346,2020,Morelos,17,2,6.5,16982,0.000382758
318348,2020,Morelos,17,3,5,17134,0.000291817
318350,2020,Morelos,17,4,4,16900.5,0.000236679
318352,2020,Morelos,17,5,4,16859,0.000237262
318354,2020,Morelos,17,6,4,16816,0.000237869
318356,2020,Morelos,17,7,4,16802,0.000238067
318358,2020,Morelos,17,8,4,16791,0.000238223
318360,2020,Morelos,17,9,4,16808.5,0.000237975
318362,2020,Morelos,17,10,4.5,16843,0.000267173
318364,2020,Morelos,17,11,5,16899,0.000295875
318366,2020,Morelos,17,12,5,16949,0.000295003
318368,2020,Morelos,17,13,7,17016,0.000411378
318370,2020,Morelos,17,14,8,17104,0.000467727
318372,2020,Morelos,17,15,9,17178.5,0.000523911
318374,2020,Morelos,17,16,11.5,17181.5,0.000669325
318376,2020,Morelos,17,17,13,17165.5,0.000757333
318378,2020,Morelos,17,18,14,17163,0.000815708
318380,2020,Morelos,17,19,17,17151,0.000991196
318382,2020,Morelos,17,20,18,17139,0.001050236
318384,2020,Morelos,17,21,20,17139.5,0.001166895
318386,2020,Morelos,17,22,21,17160.5,0.001223741
318388,2020,Morelos,17,23,22.5,17199.5,0.001308178
318390,2020,Morelos,17,24,24,17249,0.001391385
318392,2020,Morelos,17,25,25,17260.5,0.001448394
318394,2020,Morelos,17,26,26,17181,0.0015133
318396,2020,Morelos,17,27,26,17044,0.001525464
318398,2020,Morelos,17,28,27.5,16834,0.001633599
318400,2020,Morelos,17,29,27.5,16543,0.001662335
318402,2020,Morelos,17,30,28,16235.5,0.001724616
318404,2020,Morelos,17,31,28,15939.5,0.001756642
318406,2020,Morelos,17,32,28,15619,0.001792688
318408,2020,Morelos,17,33,28.5,15287,0.001864329
318410,2020,Morelos,17,34,28.5,14955.5,0.001905653
318412,2020,Morelos,17,35,29,14618.5,0.001983788
318414,2020,Morelos,17,36,29.5,14289,0.002064525
318416,2020,Morelos,17,37,30.5,13981.5,0.002181454
318418,2020,Morelos,17,38,31,13702,0.002262443
318420,2020,Morelos,17,39,32,13463.5,0.002376797
318422,2020,Morelos,17,40,33.5,13268.5,0.002524777
318424,2020,Morelos,17,41,35,13116.5,0.002668395
318426,2020,Morelos,17,42,37,13005.5,0.00284495
318428,2020,Morelos,17,43,39.5,12931,0.003054675
318430,2020,Morelos,17,44,42,12882.5,0.003260237
318432,2020,Morelos,17,45,45,12777,0.003521954
318434,2020,Morelos,17,46,48.5,12637.5,0.003837784
318436,2020,Morelos,17,47,51.5,12453.5,0.004135384
318438,2020,Morelos,17,48,54.5,12225,0.004458078
318440,2020,Morelos,17,49,58,11963,0.004848282
318442,2020,Morelos,17,50,61,11685.5,0.005220145
318444,2020,Morelos,17,51,65,11396.5,0.005703505
318446,2020,Morelos,17,52,68.5,11103.5,0.006169226
318448,2020,Morelos,17,53,72.5,10817,0.006702413
318450,2020,Morelos,17,54,77,10539.5,0.007305849
318452,2020,Morelos,17,55,81.5,10270,0.007935735
318454,2020,Morelos,17,56,86,9999,0.00860086
318456,2020,Morelos,17,57,91,9720,0.00936214
318458,2020,Morelos,17,58,96,9425.5,0.010185136
318460,2020,Morelos,17,59,101,9104,0.011094025
318462,2020,Morelos,17,60,105,8758,0.011989039
318464,2020,Morelos,17,61,110.5,8390,0.013170441
318466,2020,Morelos,17,62,114.5,8005,0.01430356
318468,2020,Morelos,17,63,118.5,7612,0.015567525
318470,2020,Morelos,17,64,122,7216,0.016906874
318472,2020,Morelos,17,65,126,6819.5,0.018476428
318474,2020,Morelos,17,66,128.5,6424,0.020003113
318476,2020,Morelos,17,67,131.5,6038.5,0.021776931
318478,2020,Morelos,17,68,134,5651.5,0.023710519
318480,2020,Morelos,17,69,136,5276,0.025777104
318482,2020,Morelos,17,70,139,4992,0.027844551
318484,2020,Morelos,17,71,142.5,4679.5,0.030451971
318486,2020,Morelos,17,72,144.5,4381,0.032983337
318488,2020,Morelos,17,73,147,4095.5,0.035893053
318490,2020,Morelos,17,74,149,3826.5,0.038938978
318492,2020,Morelos,17,75,151,3570.5,0.042290996
318494,2020,Morelos,17,76,153,3322,0.046056592
318496,2020,Morelos,17,77,154,3085.5,0.049910873
318498,2020,Morelos,17,78,155,2871.5,0.053978757
318500,2020,Morelos,17,79,155.5,2650.5,0.058668176
318502,2020,Morelos,17,80,155.5,2434.5,0.063873485
318504,2020,Morelos,17,81,154,2228.5,0.069104779
318506,2020,Morelos,17,82,152.5,2031.5,0.075067684
318508,2020,Morelos,17,83,150,1842.5,0.081411126
318510,2020,Morelos,17,84,147.5,1661,0.088801927
318512,2020,Morelos,17,85,143,1489.5,0.096005371
318514,2020,Morelos,17,86,139,1326,0.104826546
318516,2020,Morelos,17,87,133.5,1170.5,0.114053823
318518,2020,Morelos,17,88,127,1020.5,0.1244488
318520,2020,Morelos,17,89,119,875,0.136
318522,2020,Morelos,17,90,110,734.5,0.149761743
318524,2020,Morelos,17,91,99,605,0.163636364
318526,2020,Morelos,17,92,88,493.5,0.178318136
318528,2020,Morelos,17,93,77.5,392.5,0.197452229
318530,2020,Morelos,17,94,66.5,310,0.214516129
318532,2020,Morelos,17,95,56.5,241,0.234439834
318534,2020,Morelos,17,96,46.5,182.5,0.254794521
318536,2020,Morelos,17,97,38,135,0.281481481
318538,2020,Morelos,17,98,30.5,97.5,0.312820513
318540,2020,Morelos,17,99,23.5,68,0.345588235
318542,2020,Morelos,17,100,17,45.5,0.373626374
318544,2020,Morelos,17,101,12,30,0.4
318546,2020,Morelos,17,102,9,19,0.473684211
318548,2020,Morelos,17,103,6,11.5,0.52173913
318550,2020,Morelos,17,104,3.5,6.5,0.538461538
318552,2020,Morelos,17,105,2,4,0.5
318554,2020,Morelos,17,106,1.5,2.5,0.6
318556,2020,Morelos,17,107,1,1,1
318558,2020,Morelos,17,108,0,0,0
318560,2020,Morelos,17,109,0,0,0
336162,2020,Nayarit,18,0,111.5,11319.5,0.009850258
336164,2020,Nayarit,18,1,8,11408.5,0.000701232
336166,2020,Nayarit,18,2,4.5,11609,0.00038763
336168,2020,Nayarit,18,3,3,11707,0.000256257
336170,2020,Nayarit,18,4,3,12124,0.000247443
336172,2020,Nayarit,18,5,3,12188,0.000246144
336174,2020,Nayarit,18,6,3,12161,0.00024669
336176,2020,Nayarit,18,7,3,12095,0.000248036
336178,2020,Nayarit,18,8,3,12002.5,0.000249948
336180,2020,Nayarit,18,9,3,11915.5,0.000251773
336182,2020,Nayarit,18,10,3.5,11839,0.000295633
336184,2020,Nayarit,18,11,3.5,11758.5,0.000297657
336186,2020,Nayarit,18,12,3.5,11663.5,0.000300081
336188,2020,Nayarit,18,13,5,11571.5,0.000432096
336190,2020,Nayarit,18,14,5,11485,0.00043535
336192,2020,Nayarit,18,15,6,11390,0.000526778
336194,2020,Nayarit,18,16,7.5,11251.5,0.000666578
336196,2020,Nayarit,18,17,8.5,11119,0.000764457
336198,2020,Nayarit,18,18,9.5,11009,0.00086293
336200,2020,Nayarit,18,19,10.5,10906.5,0.000962729
336202,2020,Nayarit,18,20,11.5,10819.5,0.001062896
336204,2020,Nayarit,18,21,12,10751.5,0.001116123
336206,2020,Nayarit,18,22,13,10703.5,0.001214556
336208,2020,Nayarit,18,23,14.5,10677,0.001358059
336210,2020,Nayarit,18,24,14.5,10666,0.00135946
336212,2020,Nayarit,18,25,15.5,10652.5,0.001455057
336214,2020,Nayarit,18,26,15.5,10599,0.001462402
336216,2020,Nayarit,18,27,17,10517.5,0.001616354
336218,2020,Nayarit,18,28,17,10397,0.001635087
336220,2020,Nayarit,18,29,17,10220,0.001663405
336222,2020,Nayarit,18,30,17,10034,0.00169424
336224,2020,Nayarit,18,31,17,9868,0.00172274
336226,2020,Nayarit,18,32,17.5,9684,0.001807105
336228,2020,Nayarit,18,33,17.5,9497,0.001842687
336230,2020,Nayarit,18,34,18,9300.5,0.00193538
336232,2020,Nayarit,18,35,18,9102.5,0.001977479
336234,2020,Nayarit,18,36,18,8905.5,0.002021223
336236,2020,Nayarit,18,37,19,8722,0.002178399
336238,2020,Nayarit,18,38,19,8556.5,0.002220534
336240,2020,Nayarit,18,39,20,8408.5,0.002378546
336242,2020,Nayarit,18,40,21,8282.5,0.002535466
336244,2020,Nayarit,18,41,21.5,8177,0.002629326
336246,2020,Nayarit,18,42,23,8095,0.00284126
336248,2020,Nayarit,18,43,25,8029,0.003113713
336250,2020,Nayarit,18,44,26,7980,0.003258145
336252,2020,Nayarit,18,45,28,7889.5,0.003549021
336254,2020,Nayarit,18,46,30,7767.5,0.003862247
336256,2020,Nayarit,18,47,31.5,7613,0.004137659
336258,2020,Nayarit,18,48,33,7424.5,0.004444744
336260,2020,Nayarit,18,49,35,7220.5,0.00484731
336262,2020,Nayarit,18,50,37,7005.5,0.005281564
336264,2020,Nayarit,18,51,39,6777.5,0.005754334
336266,2020,Nayarit,18,52,40.5,6550,0.006183206
336268,2020,Nayarit,18,53,42.5,6324,0.00672043
336270,2020,Nayarit,18,54,44.5,6111,0.007281951
336272,2020,Nayarit,18,55,47,5902.5,0.007962728
336274,2020,Nayarit,18,56,49.5,5695.5,0.008691072
336276,2020,Nayarit,18,57,51.5,5488.5,0.009383256
336278,2020,Nayarit,18,58,53.5,5282.5,0.01012778
336280,2020,Nayarit,18,59,56,5073.5,0.011037745
336282,2020,Nayarit,18,60,59,4861.5,0.012136172
336284,2020,Nayarit,18,61,61,4644.5,0.013133814
336286,2020,Nayarit,18,62,63,4423,0.014243726
336288,2020,Nayarit,18,63,65,4200,0.01547619
336290,2020,Nayarit,18,64,67,3979.5,0.016836286
336292,2020,Nayarit,18,65,69,3761,0.018346185
336294,2020,Nayarit,18,66,71,3546,0.020022561
336296,2020,Nayarit,18,67,72,3337.5,0.021573034
336298,2020,Nayarit,18,68,74,3129.5,0.02364595
336300,2020,Nayarit,18,69,75,2927.5,0.025619129
336302,2020,Nayarit,18,70,77,2775,0.027747748
336304,2020,Nayarit,18,71,79.5,2607,0.030494822
336306,2020,Nayarit,18,72,80.5,2443.5,0.032944547
336308,2020,Nayarit,18,73,81.5,2290.5,0.035581751
336310,2020,Nayarit,18,74,83,2138.5,0.038812252
336312,2020,Nayarit,18,75,84.5,1998,0.042292292
336314,2020,Nayarit,18,76,85,1859,0.045723507
336316,2020,Nayarit,18,77,86,1726,0.049826188
336318,2020,Nayarit,18,78,86.5,1604.5,0.053910876
336320,2020,Nayarit,18,79,86.5,1481.5,0.05838677
336322,2020,Nayarit,18,80,86.5,1358.5,0.063673169
336324,2020,Nayarit,18,81,85.5,1242,0.06884058
336326,2020,Nayarit,18,82,84.5,1129,0.074844996
336328,2020,Nayarit,18,83,83,1021,0.08129285
336330,2020,Nayarit,18,84,81,919,0.088139282
336332,2020,Nayarit,18,85,79,822.5,0.096048632
336334,2020,Nayarit,18,86,76,729,0.104252401
336336,2020,Nayarit,18,87,73,640.5,0.113973458
336338,2020,Nayarit,18,88,69,556.5,0.123989218
336340,2020,Nayarit,18,89,64.5,478.5,0.134796238
336342,2020,Nayarit,18,90,59.5,404.5,0.147095179
336344,2020,Nayarit,18,91,55,336.5,0.163447251
336346,2020,Nayarit,18,92,49,277.5,0.176576577
336348,2020,Nayarit,18,93,43.5,223,0.195067265
336350,2020,Nayarit,18,94,37.5,178,0.210674157
336352,2020,Nayarit,18,95,32,138,0.231884058
336354,2020,Nayarit,18,96,27,106,0.254716981
336356,2020,Nayarit,18,97,22,79,0.278481013
336358,2020,Nayarit,18,98,17.5,57,0.307017544
336360,2020,Nayarit,18,99,14,40.5,0.345679012
336362,2020,Nayarit,18,100,10,27,0.37037037
336364,2020,Nayarit,18,101,7,18,0.388888889
336366,2020,Nayarit,18,102,5.5,11.5,0.47826087
336368,2020,Nayarit,18,103,3.5,7,0.5
336370,2020,Nayarit,18,104,2,4.5,0.444444444
336372,2020,Nayarit,18,105,2,2,1
336374,2020,Nayarit,18,106,0,1,0
336376,2020,Nayarit,18,107,0,0,0
336378,2020,Nayarit,18,108,0,0,0
336380,2020,Nayarit,18,109,0,0,0
353982,2020,Nuevo León,19,0,417.5,45125,0.009252078
353984,2020,Nuevo León,19,1,30.5,45265,0.00067381
353986,2020,Nuevo León,19,2,16,45436,0.000352144
353988,2020,Nuevo León,19,3,11.5,45655.5,0.000251886
353990,2020,Nuevo León,19,4,10,45966.5,0.00021755
353992,2020,Nuevo León,19,5,9,46131,0.000195097
353994,2020,Nuevo León,19,6,9,46099.5,0.00019523
353996,2020,Nuevo León,19,7,8.5,46028.5,0.000184668
353998,2020,Nuevo León,19,8,9,45917,0.000196006
354000,2020,Nuevo León,19,9,9.5,45862,0.000207143
354002,2020,Nuevo León,19,10,10.5,45930,0.000228609
354004,2020,Nuevo León,19,11,11.5,46096.5,0.000249477
354006,2020,Nuevo León,19,12,14,46236,0.000302794
354008,2020,Nuevo León,19,13,17,46424,0.00036619
354010,2020,Nuevo León,19,14,19.5,46612.5,0.000418343
354012,2020,Nuevo León,19,15,23.5,46853.5,0.000501563
354014,2020,Nuevo León,19,16,28,47091,0.000594593
354016,2020,Nuevo León,19,17,33,47328.5,0.000697254
354018,2020,Nuevo León,19,18,38,47636.5,0.000797708
354020,2020,Nuevo León,19,19,42.5,47787,0.000889363
354022,2020,Nuevo León,19,20,48,47807,0.001004037
354024,2020,Nuevo León,19,21,52,47869.5,0.001086287
354026,2020,Nuevo León,19,22,56.5,47988.5,0.001177365
354028,2020,Nuevo León,19,23,60,48168,0.00124564
354030,2020,Nuevo León,19,24,64,48385.5,0.00132271
354032,2020,Nuevo León,19,25,67,48408.5,0.001384054
354034,2020,Nuevo León,19,26,69.5,48090.5,0.001445192
354036,2020,Nuevo León,19,27,71,47629,0.001490688
354038,2020,Nuevo León,19,28,72,46984,0.001532437
354040,2020,Nuevo León,19,29,74,46233,0.001600588
354042,2020,Nuevo León,19,30,74,45503.5,0.001626249
354044,2020,Nuevo León,19,31,75,44792,0.001674406
354046,2020,Nuevo León,19,32,75,44019,0.00170381
