"","year","state","CVE_GEO","population","deaths","mort_rate"
"898",1997,"Coahuila",5,2230794,10447,0.00468308593263206
"899",1997,"Colima",6,506899,2531,0.00499310513534254
"900",1997,"Durango",10,1460475,7289,0.0049908420205755
"901",1997,"Guanajuato",11,4529715,21687,0.00478771843261662
"902",1997,"Guerrero",12,3004475,15666,0.00521422211867298
"903",1997,"Hidalgo",13,2180554,11267,0.00516703553317185
"904",1997,"Jalisco",14,6163647,30902,0.00501359016828835
"905",1997,"Mexico City",9,8597556,45433,0.00528440873196988
"906",1997,"Michoacan",16,3974592,21016,0.00528758675104262
"907",1997,"Morelos",17,1488549,7547,0.00507003800345168
"908",1997,"National",0,94012406,459882,0.00489171609968157
"909",1997,"Nayarit",18,914790,4995,0.00546026957006526
"910",1997,"Nuevo Leon",19,3660495,17242,0.00471029191407173
"911",1997,"Oaxaca",20,3342648,19157,0.00573108505591974
"912",1997,"Puebla",21,4830676,24947,0.00516428756554983
"913",1997,"Queretaro",22,1306446,5607,0.00429179621660597
"914",1997,"Quintana Roo",23,755251,2515,0.0033300187619745
"915",1997,"San Luis Potosi",24,2260535,12192,0.0053934135060948
"916",1997,"Sinaloa",25,2484503,12216,0.004916878747983
"917",1997,"Sonora",26,2146607,10268,0.00478336276738127
"918",1997,"State of Mexico",15,12196729,49227,0.00403608213316866
"919",1997,"Tabasco",27,1812660,7727,0.00426279611179151
"920",1997,"Tamaulipas",28,2615473,13227,0.0050572114489425
"921",1997,"Tlaxcala",29,919653,4558,0.00495621718191535
"922",1997,"Veracruz",30,6882510,37424,0.00543755112597003
"923",1997,"Yucatan",31,1603511,9269,0.00578044054577736
"924",1997,"Zacatecas",32,1362077,7522,0.00552244843720289
"925",1998,"Aguascalientes",1,913977,3816,0.00417515976879068
"926",1998,"Baja California",2,2296911,9437,0.00410856145492794
"927",1998,"Baja California Sur",3,403246,1730,0.00429018514752781
"928",1998,"Campeche",4,674902,3223,0.00477550814784961
"929",1998,"Chiapas",7,3796880,16552,0.0043593687448642
"930",1998,"Chihuahua",8,2947654,13465,0.0045680395324553
"931",1998,"Coahuila",5,2259682,10322,0.00456789937699198
"932",1998,"Colima",6,518219,2539,0.00489947300272665
"933",1998,"Durango",10,1462350,7174,0.00490580230450986
"934",1998,"Guanajuato",11,4588809,21605,0.00470819334602944
"935",1998,"Guerrero",12,3043132,15788,0.00518807596910026
"936",1998,"Hidalgo",13,2210197,11273,0.00510045032184914
"937",1998,"Jalisco",14,6236660,30724,0.00492635481171011
"938",1998,"Mexico City",9,8610037,44827,0.00520636554755804
"939",1998,"Michoacan",16,3997104,20917,0.0052330387200333
"940",1998,"Morelos",17,1513643,7617,0.00503223018902079
"941",1998,"National",0,95425199,460080,0.00482136799106911
"942",1998,"Nayarit",18,920174,4956,0.00538593787696675
"943",1998,"Nuevo Leon",19,3723105,17178,0.00461389082499688
"944",1998,"Oaxaca",20,3392826,19278,0.00568198899678321
"945",1998,"Puebla",21,4933788,25113,0.00509000386721116
"946",1998,"Queretaro",22,1343464,5683,0.00423010962705365
"947",1998,"Quintana Roo",23,797615,2598,0.00325721055897896
"948",1998,"San Luis Potosi",24,2283229,12165,0.00532798067999312
"949",1998,"Sinaloa",25,2509073,12148,0.00484162876090094
"950",1998,"Sonora",26,2175639,10212,0.00469379340966033
"951",1998,"State of Mexico",15,12508854,50021,0.00399884753631308
"952",1998,"Tabasco",27,1846925,7779,0.00421186566861134
"953",1998,"Tamaulipas",28,2668431,13191,0.00494335435317608
"954",1998,"Tlaxcala",29,938559,4563,0.00486170821440101
"955",1998,"Veracruz",30,6917652,37497,0.00542048082210554
"956",1998,"Yucatan",31,1627790,9256,0.00568623716818509
"957",1998,"Zacatecas",32,1364672,7433,0.00544673005674624
"958",1999,"Aguascalientes",1,933349,3787,0.00405743189310751
"959",1999,"Baja California",2,2377592,9360,0.00393675618020249
"960",1999,"Baja California Sur",3,414896,1725,0.00415766842775057
"961",1999,"Campeche",4,686537,3199,0.00465961776277171
"962",1999,"Chiapas",7,3869496,16607,0.00429177339891293
"963",1999,"Chihuahua",8,3002868,13231,0.00440612108157934
"964",1999,"Coahuila",5,2287517,10068,0.00440127876645288
"965",1999,"Colima",6,529539,2526,0.00477018689841541
"966",1999,"Durango",10,1463139,6973,0.00476578096817869
"967",1999,"Guanajuato",11,4645779,21318,0.004588681467629
"968",1999,"Guerrero",12,3080190,15711,0.00510065937490869
"969",1999,"Hidalgo",13,2239086,11158,0.0049832833575843
"970",1999,"Jalisco",14,6306841,30208,0.0047897196076451
"971",1999,"Mexico City",9,8616615,43832,0.00508691638189707
"972",1999,"Michoacan",16,4017124,20606,0.00512954043738754
"973",1999,"Morelos",17,1538390,7597,0.0049382796300028
"974",1999,"National",0,96805382,455410,0.00470438720029017
"975",1999,"Nayarit",18,925051,4869,0.00526349358035395
"976",1999,"Nuevo Leon",19,3784772,16946,0.00447741634106361
"977",1999,"Oaxaca",20,3441680,19191,0.00557605587968666
"978",1999,"Puebla",21,5035793,24989,0.004962277043556
"979",1999,"Queretaro",22,1380520,5692,0.00412308405528352
"980",1999,"Quintana Roo",23,840513,2652,0.00315521592170496
"981",1999,"San Luis Potosi",24,2304776,12015,0.00521308795301582
"982",1999,"Sinaloa",25,2532455,11961,0.00472308491167661
"983",1999,"Sonora",26,2203838,10029,0.00455069746505868
"984",1999,"State of Mexico",15,12821655,50329,0.00392531229392773
"985",1999,"Tabasco",27,1880853,7749,0.00411993919780015
"986",1999,"Tamaulipas",28,2720690,12986,0.00477305389441649
"987",1999,"Tlaxcala",29,957256,4514,0.00471556198132997
"988",1999,"Veracruz",30,6948867,37174,0.00534964908667845
"989",1999,"Yucatan",31,1651404,9151,0.00554134542486272
"990",1999,"Zacatecas",32,1366301,7257,0.00531142112901915
"991",2000,"Aguascalientes",1,952583,3717,0.00390202218599324
"992",2000,"Baja California",2,2458559,9177,0.00373267430230472
"993",2000,"Baja California Sur",3,426573,1698,0.00398056135761054
"994",2000,"Campeche",4,697960,3146,0.00450742162874663
"995",2000,"Chiapas",7,3941395,16446,0.00417263430841111
"996",2000,"Chihuahua",8,3057325,12896,0.00421806644697571
"997",2000,"Coahuila",5,2314295,9773,0.00422288429089636
"998",2000,"Colima",6,540850,2475,0.00457613016548026
"999",2000,"Durango",10,1462982,6740,0.00460702865790557
"1000",2000,"Guanajuato",11,4701030,20830,0.00443094385698453
"1001",2000,"Guerrero",12,3116018,15425,0.00495022814373986
"1002",2000,"Hidalgo",13,2267428,10882,0.00479927036271935
"1003",2000,"Jalisco",14,6374520,29446,0.00461932820039783
"1004",2000,"Mexico City",9,8616773,42630,0.00494732772930191
"1005",2000,"Michoacan",16,4035153,20083,0.004977010784969
"1006",2000,"Morelos",17,1562835,7477,0.00478425425588754
"1007",2000,"National",0,98156442,445872,0.00454246293890726
"1008",2000,"Nayarit",18,929461,4735,0.00509435038156523
"1009",2000,"Nuevo Leon",19,3845327,16571,0.00430938643189513
"1010",2000,"Oaxaca",20,3489684,18808,0.00538959974599419
"1011",2000,"Puebla",21,5137141,24482,0.00476568581629354
"1012",2000,"Queretaro",22,1417648,5635,0.00397489362662664
"1013",2000,"Quintana Roo",23,883880,2673,0.00302416617640404
"1014",2000,"San Luis Potosi",24,2325412,11749,0.00505243801958535
"1015",2000,"Sinaloa",25,2554713,11663,0.00456528776422244
"1016",2000,"Sonora",26,2231118,9782,0.00438434901246819
"1017",2000,"State of Mexico",15,13135036,49702,0.00378392567785882
"1018",2000,"Tabasco",27,1914531,7608,0.00397381917555788
"1019",2000,"Tamaulipas",28,2772174,12676,0.00457258454916611
"1020",2000,"Tlaxcala",29,975779,4420,0.0045297142078278
"1021",2000,"Veracruz",30,6976685,36502,0.00523199771811397
"1022",2000,"Yucatan",31,1674435,8975,0.00536001696094503
"1023",2000,"Zacatecas",32,1367139,7050,0.00515675436074898
"1024",2001,"Aguascalientes",1,975321,3777,0.00387257118425626
"1025",2001,"Baja California",2,2528681,9262,0.00366277913267826
"1026",2001,"Baja California Sur",3,441949,1733,0.00392126693351495
"1027",2001,"Campeche",4,710651,3188,0.00448602760004559
"1028",2001,"Chiapas",7,4016247,16703,0.00415885775949537
"1029",2001,"Chihuahua",8,3099129,12933,0.0041731079926005
"1030",2001,"Coahuila",5,2355571,9816,0.00416714248901859
"1031",2001,"Colima",6,547400,2489,0.0045469492144684
"1032",2001,"Durango",10,1477765,6755,0.00457109215606
"1033",2001,"Guanajuato",11,4755186,20985,0.00441307658627864
"1034",2001,"Guerrero",12,3130958,15509,0.00495343597710349
"1035",2001,"Hidalgo",13,2291202,10903,0.00475863760593784
"1036",2001,"Jalisco",14,6464748,29616,0.00458115304726495
"1037",2001,"Mexico City",9,8665110,42850,0.00494511898867989
"1038",2001,"Michoacan",16,4043235,20161,0.0049863537489164
"1039",2001,"Morelos",17,1576909,7544,0.00478404270633245
"1040",2001,"National",0,99410672,449111,0.0045177342730366
"1041",2001,"Nayarit",18,937332,4745,0.00506224048682857
"1042",2001,"Nuevo Leon",19,3920854,16708,0.00426131653971303
"1043",2001,"Oaxaca",20,3509538,18876,0.0053784857152138
"1044",2001,"Puebla",21,5202605,24603,0.00472897711819367
"1045",2001,"Queretaro",22,1452445,5742,0.00395333386117891
"1046",2001,"Quintana Roo",23,923859,2765,0.00299288094828323
"1047",2001,"San Luis Potosi",24,2350795,11839,0.00503616861529823
"1048",2001,"Sinaloa",25,2573445,11717,0.00455304076830863
"1049",2001,"Sonora",26,2267911,9868,0.00435114076346029
"1050",2001,"State of Mexico",15,13323465,50139,0.00376321024598331
"1051",2001,"Tabasco",27,1935565,7661,0.00395801742643621
"1052",2001,"Tamaulipas",28,2825012,12776,0.0045224586656623
"1053",2001,"Tlaxcala",29,995523,4459,0.00447905271902307
"1054",2001,"Veracruz",30,7032878,36837,0.00523782724511928
"1055",2001,"Yucatan",31,1705363,9076,0.00532203407720233
"1056",2001,"Zacatecas",32,1374020,7076,0.00514985225833685
"1057",2002,"Aguascalientes",1,999609,3919,0.00392053292837499
"1058",2002,"Baja California",2,2603014,9606,0.00369033743191546
"1059",2002,"Baja California Sur",3,458126,1795,0.00391813605863889
"1060",2002,"Campeche",4,724411,3290,0.00454162070979044
"1061",2002,"Chiapas",7,4096967,17274,0.00421628975776471
"1062",2002,"Chihuahua",8,3144895,13304,0.00423034791304638
"1063",2002,"Coahuila",5,2400100,10097,0.0042069080454981
"1064",2002,"Colima",6,554715,2562,0.0046185879235283
"1065",2002,"Durango",10,1494398,6928,0.00463598050853922
"1066",2002,"Guanajuato",11,4815592,21606,0.00448667578150308
"1067",2002,"Guerrero",12,3149504,15865,0.0050373011115401
"1068",2002,"Hidalgo",13,2317937,11161,0.0048150575274479
"1069",2002,"Jalisco",14,6563547,30450,0.00463925983923022
"1070",2002,"Mexico City",9,8723089,44145,0.0050607072792677
"1071",2002,"Michoacan",16,4055885,20650,0.00509136723551087
"1072",2002,"Morelos",17,1592959,7773,0.00487959828219056
"1073",2002,"National",0,100796507,462211,0.00458558549057657
"1074",2002,"Nayarit",18,946342,4854,0.00512922389580088
"1075",2002,"Nuevo Leon",19,4001963,17258,0.00431238369770035
"1076",2002,"Oaxaca",20,3533511,19328,0.00546991363547474
"1077",2002,"Puebla",21,5274809,25208,0.00477894081093742
"1078",2002,"Queretaro",22,1489730,5971,0.00400810885193961
"1079",2002,"Quintana Roo",23,965860,2933,0.00303667198144659
"1080",2002,"San Luis Potosi",24,2379140,12164,0.00511277184192607
"1081",2002,"Sinaloa",25,2595471,12027,0.00463384102538614
"1082",2002,"Sonora",26,2307796,10175,0.00440896855701284
"1083",2002,"State of Mexico",15,13530266,51793,0.00382793656828328
"1084",2002,"Tabasco",27,1959319,7884,0.00402384706114727
"1085",2002,"Tamaulipas",28,2881957,13152,0.00456356566041756
"1086",2002,"Tlaxcala",29,1016747,4602,0.00452619973307027
"1087",2002,"Veracruz",30,7097590,37856,0.00533364141912959
"1088",2002,"Yucatan",31,1738774,9347,0.00537562673469928
"1089",2002,"Zacatecas",32,1382484,7234,0.00523261028699066
"1090",2003,"Aguascalientes",1,1024187,4092,0.00399536412783994
"1091",2003,"Baja California",2,2678343,10008,0.00373663866054497
"1092",2003,"Baja California Sur",3,474562,1875,0.00395101166970807
"1093",2003,"Campeche",4,738377,3391,0.004592504912802
"1094",2003,"Chiapas",7,4178392,17750,0.00424804565967004
"1095",2003,"Chihuahua",8,3190745,13740,0.00430620435039466
"1096",2003,"Coahuila",5,2444923,10463,0.00427948037627361
"1097",2003,"Colima",6,562036,2641,0.00469898725348554
"1098",2003,"Durango",10,1511005,7118,0.00471077196964934
"1099",2003,"Guanajuato",11,4876159,22269,0.00456691424541324
"1100",2003,"Guerrero",12,3167795,16209,0.0051168083793301
"1101",2003,"Hidalgo",13,2344752,11457,0.00488623103850642
"1102",2003,"Jalisco",14,6662706,31379,0.00470964800187792
"1103",2003,"Mexico City",9,8779904,45692,0.00520415712973627
"1104",2003,"Michoacan",16,4067955,21170,0.00520408903244997
"1105",2003,"Morelos",17,1608975,8029,0.00499013347006635
"1106",2003,"National",0,102188066,476496,0.00466293197094072
"1107",2003,"Nayarit",18,955302,4983,0.00521615154160674
"1108",2003,"Nuevo Leon",19,4083677,17907,0.00438501869761002
"1109",2003,"Oaxaca",20,3557268,19763,0.00555566800139883
"1110",2003,"Puebla",21,5347110,25856,0.00483550927510375
"1111",2003,"Queretaro",22,1527639,6209,0.00406444192639753
"1112",2003,"Quintana Roo",23,1008744,3113,0.00308601587717003
"1113",2003,"San Luis Potosi",24,2407585,12498,0.00519109398006716
"1114",2003,"Sinaloa",25,2617495,12383,0.0047308590847356
"1115",2003,"Sonora",26,2347968,10536,0.00448728432414752
"1116",2003,"State of Mexico",15,13738250,53639,0.00390435463032046
"1117",2003,"Tabasco",27,1983290,8129,0.00409874501459696
"1118",2003,"Tamaulipas",28,2939400,13594,0.00462475335102402
"1119",2003,"Tlaxcala",29,1038218,4758,0.00458285254156642
"1120",2003,"Veracruz",30,7162027,38820,0.00542025323277893
"1121",2003,"Yucatan",31,1772468,9619,0.00542689628247167
"1122",2003,"Zacatecas",32,1390809,7406,0.00532495835157811
"1123",2004,"Aguascalientes",1,1049136,4171,0.00397565234631163
"1124",2004,"Baja California",2,2754781,10227,0.00371245481945752
"1125",2004,"Baja California Sur",3,491301,1912,0.00389170793464699
"1126",2004,"Campeche",4,752579,3408,0.00452842824474241
"1127",2004,"Chiapas",7,4260661,17706,0.00415569321286063
"1128",2004,"Chihuahua",8,3236800,13873,0.00428602323282254
"1129",2004,"Coahuila",5,2490157,10601,0.00425716129545246
"1130",2004,"Colima",6,569400,2662,0.00467509659290481
"1131",2004,"Durango",10,1527622,7145,0.00467720417747322
"1132",2004,"Guanajuato",11,4937187,22385,0.00453395830459733
"1133",2004,"Guerrero",12,3185898,16105,0.00505508964819338
"1134",2004,"Hidalgo",13,2371835,11492,0.00484519370023631
"1135",2004,"Jalisco",14,6762484,31591,0.00467150828009353
"1136",2004,"Mexico City",9,8835750,46257,0.00523520923520924
"1137",2004,"Michoacan",16,4079615,21138,0.00518137128135866
"1138",2004,"Morelos",17,1625072,8083,0.00497393346264042
"1139",2004,"National",0,103589484,479260,0.00462653139579303
"1140",2004,"Nayarit",18,964238,4991,0.00517610797334268
"1141",2004,"Nuevo Leon",19,4166124,18157,0.00435824761816979
"1142",2004,"Oaxaca",20,3580895,19676,0.00549471570654822
"1143",2004,"Puebla",21,5419804,25839,0.00476751557805411
"1144",2004,"Queretaro",22,1566258,6307,0.00402679507463011
"1145",2004,"Quintana Roo",23,1052561,3216,0.00305540486489619
"1146",2004,"San Luis Potosi",24,2436194,12513,0.00513629045962678
"1147",2004,"Sinaloa",25,2639554,12441,0.00471329626141386
"1148",2004,"Sonora",26,2388471,10669,0.00446687441463597
"1149",2004,"State of Mexico",15,13947995,54216,0.00388701028355688
"1150",2004,"Tabasco",27,2007515,8185,0.00407717999616441
"1151",2004,"Tamaulipas",28,2997452,13708,0.00457321751941315
"1152",2004,"Tlaxcala",29,1059947,4809,0.00453701930379538
"1153",2004,"Veracruz",30,7226590,38747,0.00536172662348355
"1154",2004,"Yucatan",31,1806567,9633,0.00533221297632471
"1155",2004,"Zacatecas",32,1399041,7397,0.00528719315588321
"1156",2005,"Aguascalientes",1,1073883,4407,0.00410379901721137
"1157",2005,"Baja California",2,2830938,10851,0.00383300517355025
"1158",2005,"Baja California Sur",3,508034,2033,0.00400170067357697
"1159",2005,"Campeche",4,766586,3559,0.00464266240187011
"1160",2005,"Chiapas",7,4341519,18323,0.00422041225663184
"1161",2005,"Chihuahua",8,3281538,14570,0.00443999124800627
"1162",2005,"Coahuila",5,2534641,11182,0.00441167013395585
"1163",2005,"Colima",6,576556,2790,0.00483907894462984
"1164",2005,"Durango",10,1543560,7449,0.00482585710953899
"1165",2005,"Guanajuato",11,4996174,23358,0.00467517744578151
"1166",2005,"Guerrero",12,3202346,16623,0.00519088193468164
"1167",2005,"Hidalgo",13,2398009,11980,0.00499581110829859
"1168",2005,"Jalisco",14,6859707,33023,0.0048140540113448
"1169",2005,"Mexico City",9,8887333,48580,0.00546620679117121
"1170",2005,"Michoacan",16,4088959,21916,0.0053597994012657
"1171",2005,"Morelos",17,1640511,8446,0.00514839583520013
"1172",2005,"National",0,104951968,500593,0.00476973428454434
"1173",2005,"Nayarit",18,972738,5193,0.00533853925723062
"1174",2005,"Nuevo Leon",19,4247394,19151,0.00450888238764758
"1175",2005,"Oaxaca",20,3602793,20348,0.00564784043934803
"1176",2005,"Puebla",21,5490201,26804,0.00488215276635591
"1177",2005,"Queretaro",22,1604740,6653,0.00414584294028939
"1178",2005,"Quintana Roo",23,1096657,3460,0.00315504300797788
"1179",2005,"San Luis Potosi",24,2463851,13000,0.00527629308752843
"1180",2005,"Sinaloa",25,2660502,12987,0.00488140959863965
"1181",2005,"Sonora",26,2428282,11229,0.0046242569849795
"1182",2005,"State of Mexico",15,14152498,56937,0.00402310602693602
"1183",2005,"Tabasco",27,2030991,8550,0.00420976754697584
"1184",2005,"Tamaulipas",28,3054787,14388,0.00470998468960356
"1185",2005,"Tlaxcala",29,1081432,5032,0.00465308960711353
"1186",2005,"Veracruz",30,7288106,40092,0.00550101768552763
"1187",2005,"Yucatan",31,1840175,10015,0.00544241716141128
"1188",2005,"Zacatecas",32,1406527,7664,0.0054488822468392
"1189",2006,"Aguascalientes",1,1099618,4495,0.00408778321198816
"1190",2006,"Baja California",2,2909809,11116,0.00382018201194649
"1191",2006,"Baja California Sur",3,525338,2094,0.00398600520046142
"1192",2006,"Campeche",4,781270,3569,0.00456820305400182
"1193",2006,"Chiapas",7,4425857,18289,0.00413230703115803
"1194",2006,"Chihuahua",8,3328351,14704,0.00441780329057843
"1195",2006,"Coahuila",5,2580926,11373,0.0044065579563304
"1196",2006,"Colima",6,584078,2834,0.00485209167268755
"1197",2006,"Durango",10,1560401,7500,0.00480645680180928
"1198",2006,"Guanajuato",11,5058487,23571,0.00465969369892618
"1199",2006,"Guerrero",12,3220480,16574,0.00514643779809221
"1200",2006,"Hidalgo",13,2425748,12110,0.00499227454789203
"1201",2006,"Jalisco",14,6961383,33294,0.00478267034007467
"1202",2006,"Mexico City",9,8942569,48920,0.00547046380072661
"1203",2006,"Michoacan",16,4100260,21944,0.00535185573597772
"1204",2006,"Morelos",17,1656910,8545,0.00515719019138034
"1205",2006,"National",0,106383395,504174,0.00473921705544366
"1206",2006,"Nayarit",18,981754,5228,0.00532516292268735
"1207",2006,"Nuevo Leon",19,4331735,19474,0.00449565820623838
"1208",2006,"Oaxaca",20,3626598,20321,0.00560332300409364
"1209",2006,"Puebla",21,5564049,26773,0.00481178364892186
"1210",2006,"Queretaro",22,1644857,6786,0.00412558660114527
"1211",2006,"Quintana Roo",23,1142339,3588,0.00314092401642595
"1212",2006,"San Luis Potosi",24,2493093,12998,0.00521360414553328
"1213",2006,"Sinaloa",25,2683052,13065,0.00486945463598916
"1214",2006,"Sonora",26,2469806,11403,0.00461696181805373
"1215",2006,"State of Mexico",15,14366887,57719,0.00401750219097568
"1216",2006,"Tabasco",27,2055975,8655,0.00420968153795644
"1217",2006,"Tamaulipas",28,3114388,14528,0.00466480091754785
"1218",2006,"Tlaxcala",29,1103817,5083,0.00460492998386508
"1219",2006,"Veracruz",30,7353736,39962,0.00543424457989789
"1220",2006,"Yucatan",31,1875138,10000,0.00533294082888833
"1221",2006,"Zacatecas",32,1414686,7659,0.00541392224140198
"1222",2007,"Aguascalientes",1,1120283,4737,0.00422839586068877
"1223",2007,"Baja California",2,2969369,11801,0.00397424503320402
"1224",2007,"Baja California Sur",3,550163,2252,0.00409333233968842
"1225",2007,"Campeche",4,791831,3708,0.00468281741937358
"1226",2007,"Chiapas",7,4518708,19021,0.00420938905545567
"1227",2007,"Chihuahua",8,3354748,15321,0.00456696002203444
"1228",2007,"Coahuila",5,2624284,12003,0.00457381899215176
"1229",2007,"Colima",6,599535,3000,0.00500387800545423
"1230",2007,"Durango",10,1580004,7828,0.00495441783691687
"1231",2007,"Guanajuato",11,5163426,24784,0.00479991385564546
"1232",2007,"Guerrero",12,3264971,17247,0.00528243589299874
"1233",2007,"Hidalgo",13,2483191,12792,0.00515143619641018
"1234",2007,"Jalisco",14,7066764,34815,0.00492658308668579
"1235",2007,"Mexico City",9,8940912,50767,0.00567805610881753
"1236",2007,"Michoacan",16,4163468,22916,0.00550406536089625
"1237",2007,"Morelos",17,1686723,8981,0.00532452572236224
"1238",2007,"National",0,107923967,527242,0.00488530967361494
"1239",2007,"Nayarit",18,1006383,5489,0.00545418593120114
"1240",2007,"Nuevo Leon",19,4411440,20541,0.00465630270387901
"1241",2007,"Oaxaca",20,3672720,21175,0.00576548171382518
"1242",2007,"Puebla",21,5625385,27798,0.00494152844649744
"1243",2007,"Queretaro",22,1687103,7196,0.00426529974755542
"1244",2007,"Quintana Roo",23,1184153,3837,0.00324029073945681
"1245",2007,"San Luis Potosi",24,2518943,13507,0.00536216976723967
"1246",2007,"Sinaloa",25,2706818,13615,0.0050298911858869
"1247",2007,"Sonora",26,2516469,12019,0.00477613672173192
"1248",2007,"State of Mexico",15,14578117,60779,0.00416919414215155
"1249",2007,"Tabasco",27,2098896,9126,0.00434800009147666
"1250",2007,"Tamaulipas",28,3155338,15179,0.00481057813774626
"1251",2007,"Tlaxcala",29,1120734,5320,0.00474688909232699
"1252",2007,"Veracruz",30,7432831,41383,0.00556759598058936
"1253",2007,"Yucatan",31,1895953,10349,0.00545846864347376
"1254",2007,"Zacatecas",32,1434304,7956,0.00554694123421534
"1255",2008,"Aguascalientes",1,1142153,4991,0.00436981735371706
"1256",2008,"Baja California",2,3032395,12520,0.00412874971763243
"1257",2008,"Baja California Sur",3,575968,2418,0.00419814989721651
"1258",2008,"Campeche",4,803154,3875,0.00482472850785777
"1259",2008,"Chiapas",7,4616485,19928,0.00431670415911673
"1260",2008,"Chihuahua",8,3383348,15961,0.00471751649549499
"1261",2008,"Coahuila",5,2670170,12668,0.00474426721894112
"1262",2008,"Colima",6,615722,3184,0.00517116490883873
"1263",2008,"Durango",10,1600996,8189,0.00511494094925909
"1264",2008,"Guanajuato",11,5274092,26050,0.00493923883011521
"1265",2008,"Guerrero",12,3312421,18052,0.00544979034971702
"1266",2008,"Hidalgo",13,2543465,13510,0.00531165162485035
"1267",2008,"Jalisco",14,7178493,36429,0.00507474201061421
"1268",2008,"Mexico City",9,8942485,52457,0.00586604282814005
"1269",2008,"Michoacan",16,4230517,23943,0.00565959196003704
"1270",2008,"Morelos",17,1718205,9460,0.0055057458219479
"1271",2008,"National",0,109562333,551934,0.00503762547663165
"1272",2008,"Nayarit",18,1032101,5773,0.00559344482758955
"1273",2008,"Nuevo Leon",19,4495654,21653,0.00481642937823952
"1274",2008,"Oaxaca",20,3722033,22100,0.00593761527638256
"1275",2008,"Puebla",21,5691445,28908,0.00507920220611813
"1276",2008,"Queretaro",22,1731612,7641,0.0044126513329776
"1277",2008,"Quintana Roo",23,1227836,4132,0.00336527028039575
"1278",2008,"San Luis Potosi",24,2546864,14071,0.00552483367780926
"1279",2008,"Sinaloa",25,2732607,14224,0.00520528564846683
"1280",2008,"Sonora",26,2565685,12668,0.00493747283863764
"1281",2008,"State of Mexico",15,14803168,64016,0.00432447973298688
"1282",2008,"Tabasco",27,2144255,9661,0.00450552756085447
"1283",2008,"Tamaulipas",28,3198942,15893,0.00496820511281542
"1284",2008,"Tlaxcala",29,1138762,5568,0.0048895203738797
"1285",2008,"Veracruz",30,7517864,42989,0.00571824656577985
"1286",2008,"Yucatan",31,1918346,10732,0.00559440267814044
"1287",2008,"Zacatecas",32,1455090,8270,0.00568349724072051
"1288",2009,"Aguascalientes",1,1164682,5257,0.00451367841178966
"1289",2009,"Baja California",2,3097359,13261,0.00428138940303659
"1290",2009,"Baja California Sur",3,602505,2607,0.00432693504618219
"1291",2009,"Campeche",4,814839,4082,0.00500957857932671
"1292",2009,"Chiapas",7,4717053,21081,0.00446910390873285
"1293",2009,"Chihuahua",8,3412520,16668,0.00488436697806899
"1294",2009,"Coahuila",5,2717261,13386,0.00492628422518117
"1295",2009,"Colima",6,632381,3382,0.00534804176596071
"1296",2009,"Durango",10,1622520,8584,0.00529053570988339
"1297",2009,"Guanajuato",11,5388002,27525,0.00510857271396707
"1298",2009,"Guerrero",12,3361245,19111,0.00568569086752081
"1299",2009,"Hidalgo",13,2605433,14358,0.00551079225602808
"1300",2009,"Jalisco",14,7293177,38280,0.00524874139212582
"1301",2009,"Mexico City",9,8942734,54270,0.00606861391605744
"1302",2009,"Michoacan",16,4299464,25189,0.00585863726269135
"1303",2009,"Morelos",17,1750624,10015,0.00572081726287312
"1304",2009,"National",0,111245216,580721,0.00522018852478115
"1305",2009,"Nayarit",18,1058446,6103,0.0057660003439004
"1306",2009,"Nuevo Leon",19,4582130,22874,0.00499200153640338
"1307",2009,"Oaxaca",20,3772713,23252,0.00616320403910926
"1308",2009,"Puebla",21,5759437,30278,0.00525711106832143
"1309",2009,"Queretaro",22,1777517,8138,0.00457829657887941
"1310",2009,"Quintana Roo",23,1272843,4450,0.00349611067507933
"1311",2009,"San Luis Potosi",24,2575646,14750,0.00572671865621285
"1312",2009,"Sinaloa",25,2759059,14931,0.00541162766001017
"1313",2009,"Sonora",26,2616182,13400,0.00512196781416583
"1314",2009,"State of Mexico",15,15034546,67702,0.00450309573697802
"1315",2009,"Tabasco",27,2191009,10272,0.00468825093826634
"1316",2009,"Tamaulipas",28,3243609,16709,0.00515136072196125
"1317",2009,"Tlaxcala",29,1157354,5862,0.00506500171943934
"1318",2009,"Veracruz",30,7605144,45075,0.00592690947074769
"1319",2009,"Yucatan",31,1941390,11210,0.00577421332138313
"1320",2009,"Zacatecas",32,1476392,8659,0.00586497353006519
"1321",2010,"Aguascalientes",1,1187549,5466,0.00460275744411389
"1322",2010,"Baja California",2,3163386,13784,0.00435735632641733
"1323",2010,"Baja California Sur",3,629630,2734,0.00434223273986309
"1324",2010,"Campeche",4,826659,4267,0.00516174141937607
"1325",2010,"Chiapas",7,4819000,22113,0.00458871135090268
"1326",2010,"Chihuahua",8,3441209,17176,0.00499126905689251
"1327",2010,"Coahuila",5,2764843,13896,0.00502596349955495
"1328",2010,"Colima",6,649295,3523,0.00542588499834436
"1329",2010,"Durango",10,1644169,8883,0.00540272928147897
"1330",2010,"Guanajuato",11,5503686,28598,0.00519615399570397
"1331",2010,"Guerrero",12,3410424,20117,0.00589868004682116
"1332",2010,"Hidalgo",13,2668364,14981,0.0056143014970971
"1333",2010,"Jalisco",14,7408820,39664,0.00535361906484433
"1334",2010,"Mexico City",9,8939412,55323,0.00618866207307595
"1335",2010,"Michoacan",16,4369051,26122,0.00597887275749356
