"","year","state","CVE_GEO","age_group","ferty_rate","births"
"8640",2007,"14",14,"20-24",133.6,44150
"8641",2007,"14",14,"25-29",136.12,41490
"8642",2007,"14",14,"30-34",108.44,30857
"8643",2007,"14",14,"35-39",57.51,14649
"8644",2007,"14",14,"40-44",17.41,3847
"8645",2007,"14",14,"45-49",1.94,368
"8646",2007,"15",15,"15-19",71.36,51547
"8647",2007,"15",15,"20-24",131.04,90572
"8648",2007,"15",15,"25-29",113.41,74643
"8649",2007,"15",15,"30-34",77.13,48778
"8650",2007,"15",15,"35-39",38.25,21888
"8651",2007,"15",15,"40-44",9.79,4804
"8652",2007,"15",15,"45-49",1.97,807
"8653",2007,"16",16,"15-19",78.6,17358
"8654",2007,"16",16,"20-24",136.8,27273
"8655",2007,"16",16,"25-29",133.64,23537
"8656",2007,"16",16,"30-34",94.29,15139
"8657",2007,"16",16,"35-39",56.43,8089
"8658",2007,"16",16,"40-44",18.63,2333
"8659",2007,"16",16,"45-49",2.05,222
"8660",2007,"17",17,"15-19",69.48,5821
"8661",2007,"17",17,"20-24",129.56,10143
"8662",2007,"17",17,"25-29",120.07,8716
"8663",2007,"17",17,"30-34",85.23,5890
"8664",2007,"17",17,"35-39",37.38,2370
"8665",2007,"17",17,"40-44",9.17,515
"8666",2007,"17",17,"45-49",1.13,55
"8667",2007,"18",18,"15-19",97.47,4846
"8668",2007,"18",18,"20-24",144.84,6589
"8669",2007,"18",18,"25-29",137.34,5665
"8670",2007,"18",18,"30-34",89.32,3443
"8671",2007,"18",18,"35-39",52.84,1843
"8672",2007,"18",18,"40-44",9.81,301
"8673",2007,"18",18,"45-49",1.38,37
"8674",2007,"19",19,"15-19",70.45,14180
"8675",2007,"19",19,"20-24",123.65,24354
"8676",2007,"19",19,"25-29",118.34,22813
"8677",2007,"19",19,"30-34",87.29,16455
"8678",2007,"19",19,"35-39",37.07,6375
"8679",2007,"19",19,"40-44",10.51,1559
"8680",2007,"19",19,"45-49",1.1,138
"8681",2007,"20",20,"15-19",72.57,14180
"8682",2007,"20",20,"20-24",147.56,25222
"8683",2007,"20",20,"25-29",133.98,20001
"8684",2007,"20",20,"30-34",94.56,12907
"8685",2007,"20",20,"35-39",50.68,6200
"8686",2007,"20",20,"40-44",15.22,1640
"8687",2007,"20",20,"45-49",2.29,217
"8688",2007,"21",21,"15-19",79.41,23450
"8689",2007,"21",21,"20-24",150.02,40389
"8690",2007,"21",21,"25-29",135.67,32896
"8691",2007,"21",21,"30-34",97.32,21651
"8692",2007,"21",21,"35-39",50.64,9939
"8693",2007,"21",21,"40-44",14.23,2395
"8694",2007,"21",21,"45-49",2.07,297
"8695",2007,"22",22,"15-19",60.74,5415
"8696",2007,"22",22,"20-24",127.08,10653
"8697",2007,"22",22,"25-29",119.99,9316
"8698",2007,"22",22,"30-34",92.53,6696
"8699",2007,"22",22,"35-39",58.68,3746
"8700",2007,"22",22,"40-44",14.54,782
"8701",2007,"22",22,"45-49",1.2,53
"8702",2007,"23",23,"15-19",77.64,4664
"8703",2007,"23",23,"20-24",145.67,8677
"8704",2007,"23",23,"25-29",118.53,6848
"8705",2007,"23",23,"30-34",88.91,4822
"8706",2007,"23",23,"35-39",47.35,2194
"8707",2007,"23",23,"40-44",9.49,349
"8708",2007,"23",23,"45-49",1.17,33
"8709",2007,"33",0,"15-19",74.95,403147
"8710",2007,"33",0,"20-24",135.59,681206
"8711",2007,"33",0,"25-29",123.22,574746
"8712",2007,"33",0,"30-34",87.7,386797
"8713",2007,"33",0,"35-39",44.51,177256
"8714",2007,"33",0,"40-44",12.05,41635
"8715",2007,"33",0,"45-49",1.62,4771
"8716",2007,"24",24,"15-19",75.55,9764
"8717",2007,"24",24,"20-24",139.99,16170
"8718",2007,"24",24,"25-29",136.15,14064
"8719",2007,"24",24,"30-34",103.42,9939
"8720",2007,"24",24,"35-39",51.39,4463
"8721",2007,"24",24,"40-44",16.11,1224
"8722",2007,"24",24,"45-49",1.81,118
"8723",2007,"25",25,"15-19",78.74,10384
"8724",2007,"25",25,"20-24",128.21,15540
"8725",2007,"25",25,"25-29",131.11,14597
"8726",2007,"25",25,"30-34",82.49,8733
"8727",2007,"25",25,"35-39",37.09,3605
"8728",2007,"25",25,"40-44",8.6,740
"8729",2007,"25",25,"45-49",0.7,52
"8730",2007,"26",26,"15-19",78.7,9304
"8731",2007,"26",26,"20-24",141.31,15579
"8732",2007,"26",26,"25-29",131.22,13637
"8733",2007,"26",26,"30-34",85.68,8592
"8734",2007,"26",26,"35-39",36.47,3357
"8735",2007,"26",26,"40-44",7.63,618
"8736",2007,"26",26,"45-49",0.97,68
"8737",2007,"27",27,"15-19",79.46,8764
"8738",2007,"27",27,"20-24",130.59,13565
"8739",2007,"27",27,"25-29",122.08,11658
"8740",2007,"27",27,"30-34",84.97,7470
"8741",2007,"27",27,"35-39",38.74,2982
"8742",2007,"27",27,"40-44",11.53,748
"8743",2007,"27",27,"45-49",2.81,151
"8744",2007,"28",28,"15-19",76.56,11310
"8745",2007,"28",28,"20-24",129.2,18410
"8746",2007,"28",28,"25-29",121.11,16634
"8747",2007,"28",28,"30-34",92.26,12249
"8748",2007,"28",28,"35-39",36.41,4384
"8749",2007,"28",28,"40-44",12.99,1347
"8750",2007,"28",28,"45-49",0.63,55
"8751",2007,"29",29,"15-19",71.47,4136
"8752",2007,"29",29,"20-24",147.87,8031
"8753",2007,"29",29,"25-29",123.8,6224
"8754",2007,"29",29,"30-34",89.23,4163
"8755",2007,"29",29,"35-39",46.75,1917
"8756",2007,"29",29,"40-44",10.86,376
"8757",2007,"29",29,"45-49",1.5,43
"8758",2007,"30",30,"15-19",80.13,29419
"8759",2007,"30",30,"20-24",135.75,45702
"8760",2007,"30",30,"25-29",116.11,35901
"8761",2007,"30",30,"30-34",82.04,24244
"8762",2007,"30",30,"35-39",42.38,11596
"8763",2007,"30",30,"40-44",9.41,2299
"8764",2007,"30",30,"45-49",1.41,301
"8765",2007,"31",31,"15-19",63.64,5994
"8766",2007,"31",31,"20-24",131.71,11756
"8767",2007,"31",31,"25-29",123.57,10167
"8768",2007,"31",31,"30-34",81.35,6193
"8769",2007,"31",31,"35-39",37.07,2498
"8770",2007,"31",31,"40-44",10.4,606
"8771",2007,"31",31,"45-49",1.7,86
"8772",2007,"32",32,"15-19",73.39,5434
"8773",2007,"32",32,"20-24",146.66,9813
"8774",2007,"32",32,"25-29",143.15,8545
"8775",2007,"32",32,"30-34",106.06,5848
"8776",2007,"32",32,"35-39",58.34,2894
"8777",2007,"32",32,"40-44",17.32,747
"8778",2007,"32",32,"45-49",1.55,57
"8779",2008,"01",1,"15-19",76.94,4509
"8780",2008,"01",1,"20-24",140.62,7584
"8781",2008,"01",1,"25-29",121.61,6014
"8782",2008,"01",1,"30-34",101.66,4720
"8783",2008,"01",1,"35-39",47.73,2016
"8784",2008,"01",1,"40-44",14.86,540
"8785",2008,"01",1,"45-49",1.02,31
"8786",2008,"02",2,"15-19",81.58,11892
"8787",2008,"02",2,"20-24",134.81,18902
"8788",2008,"02",2,"25-29",122.37,16442
"8789",2008,"02",2,"30-34",71.27,9201
"8790",2008,"02",2,"35-39",35.79,4192
"8791",2008,"02",2,"40-44",10.21,1009
"8792",2008,"02",2,"45-49",0.27,22
"8793",2008,"03",3,"15-19",75.31,2046
"8794",2008,"03",3,"20-24",134.15,3580
"8795",2008,"03",3,"25-29",106.5,2775
"8796",2008,"03",3,"30-34",88.85,2230
"8797",2008,"03",3,"35-39",38.22,864
"8798",2008,"03",3,"40-44",7.63,145
"8799",2008,"03",3,"45-49",0.19,3
"8800",2008,"04",4,"15-19",76.55,3122
"8801",2008,"04",4,"20-24",158.4,6115
"8802",2008,"04",4,"25-29",111.95,4000
"8803",2008,"04",4,"30-34",79.33,2634
"8804",2008,"04",4,"35-39",31.71,939
"8805",2008,"04",4,"40-44",6.05,152
"8806",2008,"04",4,"45-49",1.09,23
"8807",2008,"07",7,"15-19",90.01,23029
"8808",2008,"07",7,"20-24",162.69,37034
"8809",2008,"07",7,"25-29",149.79,29608
"8810",2008,"07",7,"30-34",99.09,17315
"8811",2008,"07",7,"35-39",57.73,8737
"8812",2008,"07",7,"40-44",17.87,2256
"8813",2008,"07",7,"45-49",3.33,349
"8814",2008,"08",8,"15-19",88.22,14149
"8815",2008,"08",8,"20-24",147.07,21927
"8816",2008,"08",8,"25-29",114.88,16027
"8817",2008,"08",8,"30-34",78.59,10610
"8818",2008,"08",8,"35-39",44.98,5688
"8819",2008,"08",8,"40-44",7.91,876
"8820",2008,"08",8,"45-49",1.61,151
"8821",2008,"09",9,"15-19",51.27,19570
"8822",2008,"09",9,"20-24",91.61,35989
"8823",2008,"09",9,"25-29",82.85,32674
"8824",2008,"09",9,"30-34",65.45,25778
"8825",2008,"09",9,"35-39",33.92,12755
"8826",2008,"09",9,"40-44",8.6,2936
"8827",2008,"09",9,"45-49",0.75,231
"8828",2008,"05",5,"15-19",96.26,12151
"8829",2008,"05",5,"20-24",145.07,17111
"8830",2008,"05",5,"25-29",126.65,14140
"8831",2008,"05",5,"30-34",88.81,9634
"8832",2008,"05",5,"35-39",36.24,3654
"8833",2008,"05",5,"40-44",8.92,783
"8834",2008,"05",5,"45-49",0.53,40
"8835",2008,"06",6,"15-19",69.39,2079
"8836",2008,"06",6,"20-24",125.14,3605
"8837",2008,"06",6,"25-29",131.37,3543
"8838",2008,"06",6,"30-34",76.67,1952
"8839",2008,"06",6,"35-39",44.74,1043
"8840",2008,"06",6,"40-44",10.16,207
"8841",2008,"06",6,"45-49",1.43,25
"8842",2008,"10",10,"15-19",86.2,6953
"8843",2008,"10",10,"20-24",145.46,10602
"8844",2008,"10",10,"25-29",135.95,8891
"8845",2008,"10",10,"30-34",96.78,5914
"8846",2008,"10",10,"35-39",45.55,2564
"8847",2008,"10",10,"40-44",10.5,519
"8848",2008,"10",10,"45-49",1.53,65
"8849",2008,"11",11,"15-19",69.46,19346
"8850",2008,"11",11,"20-24",141.99,36411
"8851",2008,"11",11,"25-29",130.44,30293
"8852",2008,"11",11,"30-34",96.15,20597
"8853",2008,"11",11,"35-39",54.16,10399
"8854",2008,"11",11,"40-44",15.04,2467
"8855",2008,"11",11,"45-49",2.19,303
"8856",2008,"12",12,"15-19",86.55,15445
"8857",2008,"12",12,"20-24",153.63,23731
"8858",2008,"12",12,"25-29",143.75,19010
"8859",2008,"12",12,"30-34",107.13,12725
"8860",2008,"12",12,"35-39",59.74,6382
"8861",2008,"12",12,"40-44",15.7,1467
"8862",2008,"12",12,"45-49",2.88,235
"8863",2008,"13",13,"15-19",79.56,10280
"8864",2008,"13",13,"20-24",144.18,17236
"8865",2008,"13",13,"25-29",129.23,14180
"8866",2008,"13",13,"30-34",81.54,8429
"8867",2008,"13",13,"35-39",36.54,3458
"8868",2008,"13",13,"40-44",9.77,805
"8869",2008,"13",13,"45-49",0.96,68
"8870",2008,"14",14,"15-19",71.72,25442
"8871",2008,"14",14,"20-24",133.27,44565
"8872",2008,"14",14,"25-29",133.87,41315
"8873",2008,"14",14,"30-34",106.57,30687
"8874",2008,"14",14,"35-39",55.15,14398
"8875",2008,"14",14,"40-44",15.88,3599
"8876",2008,"14",14,"45-49",1.68,328
"8877",2008,"15",15,"15-19",71.65,52128
"8878",2008,"15",15,"20-24",131.5,91732
"8879",2008,"15",15,"25-29",111.19,73707
"8880",2008,"15",15,"30-34",75.7,48216
"8881",2008,"15",15,"35-39",37.18,21770
"8882",2008,"15",15,"40-44",9.37,4732
"8883",2008,"15",15,"45-49",1.75,745
"8884",2008,"16",16,"15-19",78.76,17482
"8885",2008,"16",16,"20-24",135.29,27364
"8886",2008,"16",16,"25-29",131.05,23470
"8887",2008,"16",16,"30-34",90.88,14810
"8888",2008,"16",16,"35-39",53.62,7884
"8889",2008,"16",16,"40-44",16.98,2182
"8890",2008,"16",16,"45-49",1.92,215
"8891",2008,"17",17,"15-19",69.02,5844
"8892",2008,"17",17,"20-24",128.69,10237
"8893",2008,"17",17,"25-29",117.07,8620
"8894",2008,"17",17,"30-34",83.89,5870
"8895",2008,"17",17,"35-39",35.9,2335
"8896",2008,"17",17,"40-44",8.69,502
"8897",2008,"17",17,"45-49",1.07,54
"8898",2008,"18",18,"15-19",98.52,4972
"8899",2008,"18",18,"20-24",143.69,6691
"8900",2008,"18",18,"25-29",136.39,5768
"8901",2008,"18",18,"30-34",88.03,3472
"8902",2008,"18",18,"35-39",52.81,1904
"8903",2008,"18",18,"40-44",9.34,296
"8904",2008,"18",18,"45-49",1.37,38
"8905",2008,"19",19,"15-19",72.88,14870
"8906",2008,"19",19,"20-24",122.95,24524
"8907",2008,"19",19,"25-29",116.56,22691
"8908",2008,"19",19,"30-34",86.6,16508
"8909",2008,"19",19,"35-39",36.97,6538
"8910",2008,"19",19,"40-44",10.4,1594
"8911",2008,"19",19,"45-49",1.09,142
"8912",2008,"20",20,"15-19",70.68,13869
"8913",2008,"20",20,"20-24",144.42,25026
"8914",2008,"20",20,"25-29",132.8,20153
"8915",2008,"20",20,"30-34",92.11,12773
"8916",2008,"20",20,"35-39",49.3,6192
"8917",2008,"20",20,"40-44",14.48,1600
"8918",2008,"20",20,"45-49",2.26,220
"8919",2008,"21",21,"15-19",79.08,23491
"8920",2008,"21",21,"20-24",146.57,39897
"8921",2008,"21",21,"25-29",133.46,32750
"8922",2008,"21",21,"30-34",93.51,21074
"8923",2008,"21",21,"35-39",47.38,9550
"8924",2008,"21",21,"40-44",12.9,2231
"8925",2008,"21",21,"45-49",1.91,283
"8926",2008,"22",22,"15-19",60.28,5455
"8927",2008,"22",22,"20-24",125.57,10756
"8928",2008,"22",22,"25-29",116.39,9252
"8929",2008,"22",22,"30-34",90.37,6705
"8930",2008,"22",22,"35-39",57.79,3839
"8931",2008,"22",22,"40-44",14.13,793
"8932",2008,"22",22,"45-49",1.14,53
"8933",2008,"23",23,"15-19",76.87,4756
"8934",2008,"23",23,"20-24",143.48,8864
"8935",2008,"23",23,"25-29",115.68,6932
"8936",2008,"23",23,"30-34",86.91,4884
"8937",2008,"23",23,"35-39",45.61,2220
"8938",2008,"23",23,"40-44",9.18,356
"8939",2008,"23",23,"45-49",1.07,32
"8940",2008,"33",0,"15-19",75.24,407780
"8941",2008,"33",0,"20-24",134.47,683731
"8942",2008,"33",0,"25-29",121.57,573474
"8943",2008,"33",0,"30-34",85.96,383171
"8944",2008,"33",0,"35-39",43.33,176789
"8945",2008,"33",0,"40-44",11.42,40538
"8946",2008,"33",0,"45-49",1.49,4545
"8947",2008,"24",24,"15-19",76.02,9869
"8948",2008,"24",24,"20-24",137.12,16020
"8949",2008,"24",24,"25-29",133.35,13935
"8950",2008,"24",24,"30-34",99.04,9611
"8951",2008,"24",24,"35-39",49.49,4393
"8952",2008,"24",24,"40-44",14.85,1156
"8953",2008,"24",24,"45-49",1.59,107
"8954",2008,"25",25,"15-19",79.3,10486
"8955",2008,"25",25,"20-24",126.39,15433
"8956",2008,"25",25,"25-29",129.09,14452
"8957",2008,"25",25,"30-34",81.34,8647
"8958",2008,"25",25,"35-39",36.36,3596
"8959",2008,"25",25,"40-44",7.48,656
"8960",2008,"25",25,"45-49",0.65,50
"8961",2008,"26",26,"15-19",78.36,9405
"8962",2008,"26",26,"20-24",140.84,15788
"8963",2008,"26",26,"25-29",130.64,13752
"8964",2008,"26",26,"30-34",83.85,8499
"8965",2008,"26",26,"35-39",35.45,3343
"8966",2008,"26",26,"40-44",7.15,595
"8967",2008,"26",26,"45-49",1.04,75
"8968",2008,"27",27,"15-19",77.82,8650
"8969",2008,"27",27,"20-24",127.91,13484
"8970",2008,"27",27,"25-29",121.02,11784
"8971",2008,"27",27,"30-34",84.19,7571
"8972",2008,"27",27,"35-39",37.61,3003
"8973",2008,"27",27,"40-44",10.71,722
"8974",2008,"27",27,"45-49",2.67,150
"8975",2008,"28",28,"15-19",76.83,11430
"8976",2008,"28",28,"20-24",128.17,18405
"8977",2008,"28",28,"25-29",119.59,16521
"8978",2008,"28",28,"30-34",91.8,12275
"8979",2008,"28",28,"35-39",36.02,4439
"8980",2008,"28",28,"40-44",13.32,1420
"8981",2008,"28",28,"45-49",0.55,50
"8982",2008,"29",29,"15-19",70.56,4114
"8983",2008,"29",29,"20-24",145.84,8001
"8984",2008,"29",29,"25-29",122.01,6204
"8985",2008,"29",29,"30-34",87.49,4143
"8986",2008,"29",29,"35-39",44.54,1884
"8987",2008,"29",29,"40-44",9.74,349
"8988",2008,"29",29,"45-49",1.37,41
"8989",2008,"30",30,"15-19",80.02,29475
"8990",2008,"30",30,"20-24",133.79,45515
"8991",2008,"30",30,"25-29",115.17,35975
"8992",2008,"30",30,"30-34",80.01,23829
"8993",2008,"30",30,"35-39",41.27,11519
"8994",2008,"30",30,"40-44",9.23,2305
"8995",2008,"30",30,"45-49",1.29,284
"8996",2008,"31",31,"15-19",62.84,5932
"8997",2008,"31",31,"20-24",130.03,11708
"8998",2008,"31",31,"25-29",120.59,10041
"8999",2008,"31",31,"30-34",79.11,6113
"9000",2008,"31",31,"35-39",35.15,2438
"9001",2008,"31",31,"40-44",9.52,570
"9002",2008,"31",31,"45-49",1.5,78
"9003",2008,"32",32,"15-19",74.57,5539
"9004",2008,"32",32,"20-24",146.25,9894
"9005",2008,"32",32,"25-29",141.46,8555
"9006",2008,"32",32,"30-34",102.99,5745
"9007",2008,"32",32,"35-39",56.18,2853
"9008",2008,"32",32,"40-44",16.22,718
"9009",2008,"32",32,"45-49",1.42,54
"9010",2009,"01",1,"15-19",78.3,4655
"9011",2009,"01",1,"20-24",139.4,7663
"9012",2009,"01",1,"25-29",118.24,5952
"9013",2009,"01",1,"30-34",98.53,4635
"9014",2009,"01",1,"35-39",46.05,1996
"9015",2009,"01",1,"40-44",14.02,526
"9016",2009,"01",1,"45-49",0.76,24
"9017",2009,"02",2,"15-19",82.69,12260
"9018",2009,"02",2,"20-24",135.07,19268
"9019",2009,"02",2,"25-29",120.51,16413
"9020",2009,"02",2,"30-34",69.48,9073
"9021",2009,"02",2,"35-39",34.97,4215
"9022",2009,"02",2,"40-44",9.77,1002
"9023",2009,"02",2,"45-49",0.22,19
"9024",2009,"03",3,"15-19",74.75,2109
"9025",2009,"03",3,"20-24",133.64,3720
"9026",2009,"03",3,"25-29",105.17,2860
"9027",2009,"03",3,"30-34",88.85,2321
"9028",2009,"03",3,"35-39",37.88,902
"9029",2009,"03",3,"40-44",7.87,158
"9030",2009,"03",3,"45-49",0.18,3
"9031",2009,"04",4,"15-19",75.14,3076
"9032",2009,"04",4,"20-24",157.31,6148
"9033",2009,"04",4,"25-29",110.81,4022
"9034",2009,"04",4,"30-34",78.3,2637
"9035",2009,"04",4,"35-39",30.15,917
"9036",2009,"04",4,"40-44",5.49,142
"9037",2009,"04",4,"45-49",0.73,16
"9038",2009,"07",7,"15-19",88.2,22879
"9039",2009,"07",7,"20-24",160.48,37336
"9040",2009,"07",7,"25-29",149.7,30357
"9041",2009,"07",7,"30-34",98.63,17640
"9042",2009,"07",7,"35-39",56.99,8919
"9043",2009,"07",7,"40-44",18.13,2369
"9044",2009,"07",7,"45-49",2.87,312
"9045",2009,"08",8,"15-19",88.24,14223
"9046",2009,"08",8,"20-24",147.66,22182
"9047",2009,"08",8,"25-29",113.3,15858
"9048",2009,"08",8,"30-34",76.67,10325
"9049",2009,"08",8,"35-39",44.82,5736
"9050",2009,"08",8,"40-44",8.02,907
"9051",2009,"08",8,"45-49",1.59,153
"9052",2009,"09",9,"15-19",52.37,19752
"9053",2009,"09",9,"20-24",90.48,35238
"9054",2009,"09",9,"25-29",81.8,31954
"9055",2009,"09",9,"30-34",63.85,24826
"9056",2009,"09",9,"35-39",34.39,12942
"9057",2009,"09",9,"40-44",8.66,2978
"9058",2009,"09",9,"45-49",0.7,216
"9059",2009,"05",5,"15-19",98.28,12578
"9060",2009,"05",5,"20-24",144.56,17292
"9061",2009,"05",5,"25-29",126.37,14255
"9062",2009,"05",5,"30-34",88.28,9651
"9063",2009,"05",5,"35-39",35.47,3661
"9064",2009,"05",5,"40-44",8.55,774
"9065",2009,"05",5,"45-49",0.45,35
"9066",2009,"06",6,"15-19",69.72,2122
"9067",2009,"06",6,"20-24",122.27,3606
"9068",2009,"06",6,"25-29",131.15,3628
"9069",2009,"06",6,"30-34",74.75,1943
"9070",2009,"06",6,"35-39",44.43,1068
"9071",2009,"06",6,"40-44",10.06,212
"9072",2009,"06",6,"45-49",1.32,24
"9073",2009,"10",10,"15-19",87.24,7084
"9074",2009,"10",10,"20-24",143.08,10573
"9075",2009,"10",10,"25-29",134.26,8895
"9076",2009,"10",10,"30-34",94.74,5833
"9077",2009,"10",10,"35-39",43.14,2476
"9078",2009,"10",10,"40-44",9.71,492
"9079",2009,"10",10,"45-49",1.41,62
"9080",2009,"11",11,"15-19",70.34,19836
"9081",2009,"11",11,"20-24",141.86,37077
"9082",2009,"11",11,"25-29",128.24,30405
"9083",2009,"11",11,"30-34",93.93,20486
"9084",2009,"11",11,"35-39",52.06,10305
"9085",2009,"11",11,"40-44",13.96,2370
"9086",2009,"11",11,"45-49",1.95,280
"9087",2009,"12",12,"15-19",87.3,15709
"9088",2009,"12",12,"20-24",150.19,23589
"9089",2009,"12",12,"25-29",141.34,19035
"9090",2009,"12",12,"30-34",105.17,12663
"9091",2009,"12",12,"35-39",58.1,6348
"9092",2009,"12",12,"40-44",14.95,1430
"9093",2009,"12",12,"45-49",2.73,229
"9094",2009,"13",13,"15-19",78.33,10238
"9095",2009,"13",13,"20-24",141.56,17260
"9096",2009,"13",13,"25-29",127.95,14368
"9097",2009,"13",13,"30-34",79.54,8396
"9098",2009,"13",13,"35-39",35.66,3488
"9099",2009,"13",13,"40-44",8.96,766
"9100",2009,"13",13,"45-49",0.83,61
"9101",2009,"14",14,"15-19",74.32,26529
"9102",2009,"14",14,"20-24",132.87,44962
"9103",2009,"14",14,"25-29",131.55,41155
"9104",2009,"14",14,"30-34",104.57,30429
"9105",2009,"14",14,"35-39",52.81,14098
"9106",2009,"14",14,"40-44",14.59,3392
"9107",2009,"14",14,"45-49",1.39,279
"9108",2009,"15",15,"15-19",72.06,52762
"9109",2009,"15",15,"20-24",131.94,92905
"9110",2009,"15",15,"25-29",108.94,72815
"9111",2009,"15",15,"30-34",74.2,47530
"9112",2009,"15",15,"35-39",36.12,21600
"9113",2009,"15",15,"40-44",9.1,4729
"9114",2009,"15",15,"45-49",1.51,664
"9115",2009,"16",16,"15-19",79.01,17617
"9116",2009,"16",16,"20-24",133.67,27435
"9117",2009,"16",16,"25-29",128.39,23409
"9118",2009,"16",16,"30-34",87.36,14429
"9119",2009,"16",16,"35-39",50.84,7651
"9120",2009,"16",16,"40-44",15.59,2056
"9121",2009,"16",16,"45-49",1.75,201
"9122",2009,"17",17,"15-19",68.63,5869
"9123",2009,"17",17,"20-24",127.8,10331
"9124",2009,"17",17,"25-29",114.03,8527
"9125",2009,"17",17,"30-34",82.47,5835
"9126",2009,"17",17,"35-39",34.41,2292
"9127",2009,"17",17,"40-44",8.36,497
"9128",2009,"17",17,"45-49",0.98,51
"9129",2009,"18",18,"15-19",99.76,5106
"9130",2009,"18",18,"20-24",142.49,6792
"9131",2009,"18",18,"25-29",135.44,5878
"9132",2009,"18",18,"30-34",86.66,3492
"9133",2009,"18",18,"35-39",52.81,1964
"9134",2009,"18",18,"40-44",9.02,295
"9135",2009,"18",18,"45-49",1.33,38
"9136",2009,"19",19,"15-19",75.55,15614
"9137",2009,"19",19,"20-24",122.2,24686
"9138",2009,"19",19,"25-29",114.73,22584
"9139",2009,"19",19,"30-34",85.81,16521
"9140",2009,"19",19,"35-39",36.88,6694
"9141",2009,"19",19,"40-44",10.44,1655
"9142",2009,"19",19,"45-49",1.05,141
"9143",2009,"20",20,"15-19",68.78,13544
"9144",2009,"20",20,"20-24",141.2,24808
"9145",2009,"20",20,"25-29",131.64,20331
"9146",2009,"20",20,"30-34",89.59,12604
"9147",2009,"20",20,"35-39",47.95,6170
"9148",2009,"20",20,"40-44",13.98,1584
"9149",2009,"20",20,"45-49",2.15,215
"9150",2009,"21",21,"15-19",78.82,23537
"9151",2009,"21",21,"20-24",143,39359
"9152",2009,"21",21,"25-29",131.2,32623
"9153",2009,"21",21,"30-34",89.6,20429
"9154",2009,"21",21,"35-39",44.15,9117
"9155",2009,"21",21,"40-44",11.77,2093
"9156",2009,"21",21,"45-49",1.71,261
"9157",2009,"22",22,"15-19",59.87,5496
"9158",2009,"22",22,"20-24",124.03,10855
"9159",2009,"22",22,"25-29",112.73,9184
"9160",2009,"22",22,"30-34",88.14,6695
"9161",2009,"22",22,"35-39",56.97,3928
"9162",2009,"22",22,"40-44",13.92,816
"9163",2009,"22",22,"45-49",1.07,52
"9164",2009,"23",23,"15-19",76.17,4848
"9165",2009,"23",23,"20-24",141.21,9043
"9166",2009,"23",23,"25-29",112.81,7016
"9167",2009,"23",23,"30-34",84.83,4930
"9168",2009,"23",23,"35-39",43.92,2239
"9169",2009,"23",23,"40-44",8.98,367
"9170",2009,"23",23,"45-49",0.95,30
"9171",2009,"33",0,"15-19",75.65,412789
"9172",2009,"33",0,"20-24",133.29,685975
"9173",2009,"33",0,"25-29",119.89,572661
"9174",2009,"33",0,"30-34",84.13,378529
"9175",2009,"33",0,"35-39",42.16,175871
"9176",2009,"33",0,"40-44",10.97,40012
"9177",2009,"33",0,"45-49",1.33,4179
"9178",2009,"24",24,"15-19",76.6,9982
"9179",2009,"24",24,"20-24",134.1,15849
"9180",2009,"24",24,"25-29",130.49,13813
"9181",2009,"24",24,"30-34",94.54,9252
"9182",2009,"24",24,"35-39",47.59,4309
"9183",2009,"24",24,"40-44",13.81,1102
"9184",2009,"24",24,"45-49",1.31,91
"9185",2009,"25",25,"15-19",80.01,10600
"9186",2009,"25",25,"20-24",124.5,15318
"9187",2009,"25",25,"25-29",127.06,14319
"9188",2009,"25",25,"30-34",80.13,8541
"9189",2009,"25",25,"35-39",35.63,3578
"9190",2009,"25",25,"40-44",6.49,580
"9191",2009,"25",25,"45-49",0.61,48
"9192",2009,"26",26,"15-19",78.09,9509
"9193",2009,"26",26,"20-24",140.34,15998
"9194",2009,"26",26,"25-29",130.06,13884
"9195",2009,"26",26,"30-34",81.94,8385
"9196",2009,"26",26,"35-39",34.45,3321
"9197",2009,"26",26,"40-44",6.8,581
"9198",2009,"26",26,"45-49",1.07,80
"9199",2009,"27",27,"15-19",76.22,8531
"9200",2009,"27",27,"20-24",125.17,13392
"9201",2009,"27",27,"25-29",119.98,11925
"9202",2009,"27",27,"30-34",83.33,7655
"9203",2009,"27",27,"35-39",36.51,3017
"9204",2009,"27",27,"40-44",10.07,705
"9205",2009,"27",27,"45-49",2.46,144
"9206",2009,"28",28,"15-19",77.22,11561
"9207",2009,"28",28,"20-24",127.12,18396
"9208",2009,"28",28,"25-29",118.06,16425
"9209",2009,"28",28,"30-34",91.26,12273
"9210",2009,"28",28,"35-39",35.65,4487
"9211",2009,"28",28,"40-44",13.86,1520
"9212",2009,"28",28,"45-49",0.46,43
"9213",2009,"29",29,"15-19",69.71,4092
"9214",2009,"29",29,"20-24",143.79,7969
"9215",2009,"29",29,"25-29",120.26,6192
"9216",2009,"29",29,"30-34",85.67,4112
"9217",2009,"29",29,"35-39",42.35,1844
"9218",2009,"29",29,"40-44",8.78,326
"9219",2009,"29",29,"45-49",1.16,36
"9220",2009,"30",30,"15-19",80.01,29552
"9221",2009,"30",30,"20-24",131.75,45299
"9222",2009,"30",30,"25-29",114.23,36090
"9223",2009,"30",30,"30-34",77.89,23350
"9224",2009,"30",30,"35-39",40.18,11418
"9225",2009,"30",30,"40-44",9.2,2349
"9226",2009,"30",30,"45-49",1.14,257
