"","year","state","CVE_GEO","age_group","ferty_rate","births"
"3612",1985,"21",21,"45-49",16.78,1115
"3613",1985,"22",22,"15-19",93.82,4949
"3614",1985,"22",22,"20-24",240.63,10290
"3615",1985,"22",22,"25-29",240.6,8211
"3616",1985,"22",22,"30-34",180.56,4756
"3617",1985,"22",22,"35-39",138.01,2838
"3618",1985,"22",22,"40-44",58.89,979
"3619",1985,"22",22,"45-49",7.34,101
"3620",1985,"23",23,"15-19",127.57,2676
"3621",1985,"23",23,"20-24",206.51,3764
"3622",1985,"23",23,"25-29",170.67,2570
"3623",1985,"23",23,"30-34",122.23,1387
"3624",1985,"23",23,"35-39",80.8,666
"3625",1985,"23",23,"40-44",28.32,171
"3626",1985,"23",23,"45-49",7.76,35
"3627",1985,"33",0,"15-19",95.07,413452
"3628",1985,"33",0,"20-24",209.34,756840
"3629",1985,"33",0,"25-29",205.29,607446
"3630",1985,"33",0,"30-34",152.57,358296
"3631",1985,"33",0,"35-39",100.44,189150
"3632",1985,"33",0,"40-44",36.34,56462
"3633",1985,"33",0,"45-49",8.54,11122
"3634",1985,"24",24,"15-19",99.56,10372
"3635",1985,"24",24,"20-24",247.93,20578
"3636",1985,"24",24,"25-29",233.76,15532
"3637",1985,"24",24,"30-34",190.86,10123
"3638",1985,"24",24,"35-39",142.26,6229
"3639",1985,"24",24,"40-44",57.01,2143
"3640",1985,"24",24,"45-49",12.54,409
"3641",1985,"25",25,"15-19",79.15,9475
"3642",1985,"25",25,"20-24",199.12,19233
"3643",1985,"25",25,"25-29",198.12,15383
"3644",1985,"25",25,"30-34",139.31,8562
"3645",1985,"25",25,"35-39",84.88,4181
"3646",1985,"25",25,"40-44",25.27,1019
"3647",1985,"25",25,"45-49",6.67,222
"3648",1985,"26",26,"15-19",90.08,8734
"3649",1985,"26",26,"20-24",190.49,15594
"3650",1985,"26",26,"25-29",185.81,12577
"3651",1985,"26",26,"30-34",119.66,6429
"3652",1985,"26",26,"35-39",69.57,2978
"3653",1985,"26",26,"40-44",21.72,764
"3654",1985,"26",26,"45-49",3.53,104
"3655",1985,"27",27,"15-19",121.21,9327
"3656",1985,"27",27,"20-24",216.9,13613
"3657",1985,"27",27,"25-29",195.57,9824
"3658",1985,"27",27,"30-34",151.12,5834
"3659",1985,"27",27,"35-39",90.81,2708
"3660",1985,"27",27,"40-44",43.14,1018
"3661",1985,"27",27,"45-49",4.25,80
"3662",1985,"28",28,"15-19",80.74,9945
"3663",1985,"28",28,"20-24",191.09,19807
"3664",1985,"28",28,"25-29",168.77,14322
"3665",1985,"28",28,"30-34",119.92,8095
"3666",1985,"28",28,"35-39",75.59,4148
"3667",1985,"28",28,"40-44",28.61,1325
"3668",1985,"28",28,"45-49",4.75,188
"3669",1985,"29",29,"15-19",111.23,4242
"3670",1985,"29",29,"20-24",212.11,6497
"3671",1985,"29",29,"25-29",229.02,5585
"3672",1985,"29",29,"30-34",164.24,3126
"3673",1985,"29",29,"35-39",114.34,1743
"3674",1985,"29",29,"40-44",52.56,672
"3675",1985,"29",29,"45-49",23.86,263
"3676",1985,"30",30,"15-19",103.41,34537
"3677",1985,"30",30,"20-24",196.22,54436
"3678",1985,"30",30,"25-29",195.32,44773
"3679",1985,"30",30,"30-34",152.94,28367
"3680",1985,"30",30,"35-39",98.53,14986
"3681",1985,"30",30,"40-44",32.31,4112
"3682",1985,"30",30,"45-49",12.33,1316
"3683",1985,"31",31,"15-19",93.61,6270
"3684",1985,"31",31,"20-24",220.31,12310
"3685",1985,"31",31,"25-29",218.21,10180
"3686",1985,"31",31,"30-34",166.86,6387
"3687",1985,"31",31,"35-39",98.27,3109
"3688",1985,"31",31,"40-44",31.95,849
"3689",1985,"31",31,"45-49",2.79,63
"3690",1985,"32",32,"15-19",89.54,6453
"3691",1985,"32",32,"20-24",226.85,12452
"3692",1985,"32",32,"25-29",262.32,10942
"3693",1985,"32",32,"30-34",215.4,6989
"3694",1985,"32",32,"35-39",150.4,4035
"3695",1985,"32",32,"40-44",63.66,1481
"3696",1985,"32",32,"45-49",10.82,220
"3697",1986,"01",1,"15-19",76.17,2947
"3698",1986,"01",1,"20-24",217.6,6893
"3699",1986,"01",1,"25-29",203.94,5228
"3700",1986,"01",1,"30-34",156.45,3141
"3701",1986,"01",1,"35-39",122.71,1922
"3702",1986,"01",1,"40-44",50.86,641
"3703",1986,"01",1,"45-49",6.05,63
"3704",1986,"02",2,"15-19",77.41,6872
"3705",1986,"02",2,"20-24",169.7,13103
"3706",1986,"02",2,"25-29",150.61,9699
"3707",1986,"02",2,"30-34",106.37,5385
"3708",1986,"02",2,"35-39",66.51,2612
"3709",1986,"02",2,"40-44",22.49,709
"3710",1986,"02",2,"45-49",3.39,88
"3711",1986,"03",3,"15-19",82.67,1335
"3712",1986,"03",3,"20-24",187,2603
"3713",1986,"03",3,"25-29",167.19,1967
"3714",1986,"03",3,"30-34",117.44,1090
"3715",1986,"03",3,"35-39",72.9,515
"3716",1986,"03",3,"40-44",24.06,132
"3717",1986,"03",3,"45-49",0.69,3
"3718",1986,"04",4,"15-19",128.55,3639
"3719",1986,"04",4,"20-24",246.74,5823
"3720",1986,"04",4,"25-29",175.06,3456
"3721",1986,"04",4,"30-34",127.26,2022
"3722",1986,"04",4,"35-39",81.78,1024
"3723",1986,"04",4,"40-44",34.44,344
"3724",1986,"04",4,"45-49",10.66,86
"3725",1986,"07",7,"15-19",137.13,22210
"3726",1986,"07",7,"20-24",240.17,31699
"3727",1986,"07",7,"25-29",235.34,25209
"3728",1986,"07",7,"30-34",176.63,14830
"3729",1986,"07",7,"35-39",123.8,8119
"3730",1986,"07",7,"40-44",50.81,2653
"3731",1986,"07",7,"45-49",7.19,299
"3732",1986,"08",8,"15-19",92.85,12623
"3733",1986,"08",8,"20-24",186.8,21362
"3734",1986,"08",8,"25-29",172.62,16158
"3735",1986,"08",8,"30-34",126.92,9418
"3736",1986,"08",8,"35-39",79.9,4759
"3737",1986,"08",8,"40-44",25.38,1266
"3738",1986,"08",8,"45-49",4.2,178
"3739",1986,"09",9,"15-19",60.95,31136
"3740",1986,"09",9,"20-24",148.03,69021
"3741",1986,"09",9,"25-29",157.19,63589
"3742",1986,"09",9,"30-34",109.32,35547
"3743",1986,"09",9,"35-39",60.48,15402
"3744",1986,"09",9,"40-44",17.52,3618
"3745",1986,"09",9,"45-49",10.18,1772
"3746",1986,"05",5,"15-19",94.64,10152
"3747",1986,"05",5,"20-24",195.05,17402
"3748",1986,"05",5,"25-29",182,13383
"3749",1986,"05",5,"30-34",121.51,7147
"3750",1986,"05",5,"35-39",70.7,3325
"3751",1986,"05",5,"40-44",19.23,747
"3752",1986,"05",5,"45-49",3.07,100
"3753",1986,"06",6,"15-19",89.88,2122
"3754",1986,"06",6,"20-24",186.21,3613
"3755",1986,"06",6,"25-29",189.08,2998
"3756",1986,"06",6,"30-34",128.37,1619
"3757",1986,"06",6,"35-39",82.26,821
"3758",1986,"06",6,"40-44",31.55,255
"3759",1986,"06",6,"45-49",10.7,71
"3760",1986,"10",10,"15-19",106.15,8049
"3761",1986,"10",10,"20-24",234.69,14015
"3762",1986,"10",10,"25-29",205.72,9772
"3763",1986,"10",10,"30-34",156.14,5899
"3764",1986,"10",10,"35-39",109.43,3366
"3765",1986,"10",10,"40-44",44.63,1167
"3766",1986,"10",10,"45-49",9.05,204
"3767",1986,"11",11,"15-19",78.18,16982
"3768",1986,"11",11,"20-24",217.22,37867
"3769",1986,"11",11,"25-29",223.03,31053
"3770",1986,"11",11,"30-34",169.96,18521
"3771",1986,"11",11,"35-39",123.24,10623
"3772",1986,"11",11,"40-44",48.57,3450
"3773",1986,"11",11,"45-49",13.16,789
"3774",1986,"12",12,"15-19",129.27,18044
"3775",1986,"12",12,"20-24",249.84,27634
"3776",1986,"12",12,"25-29",242.3,21787
"3777",1986,"12",12,"30-34",192.74,14107
"3778",1986,"12",12,"35-39",132.86,8008
"3779",1986,"12",12,"40-44",43.55,2205
"3780",1986,"12",12,"45-49",13.51,573
"3781",1986,"13",13,"15-19",101.27,10029
"3782",1986,"13",13,"20-24",231.4,18626
"3783",1986,"13",13,"25-29",220.06,14728
"3784",1986,"13",13,"30-34",157.53,8576
"3785",1986,"13",13,"35-39",94.85,4173
"3786",1986,"13",13,"40-44",28.2,1027
"3787",1986,"13",13,"45-49",7.76,237
"3788",1986,"14",14,"15-19",81.22,23899
"3789",1986,"14",14,"20-24",217.47,52538
"3790",1986,"14",14,"25-29",232.9,45994
"3791",1986,"14",14,"30-34",178.12,28134
"3792",1986,"14",14,"35-39",117.43,14841
"3793",1986,"14",14,"40-44",47.36,4918
"3794",1986,"14",14,"45-49",7.37,641
"3795",1986,"15",15,"15-19",90.44,49007
"3796",1986,"15",15,"20-24",201.18,91974
"3797",1986,"15",15,"25-29",195.17,74368
"3798",1986,"15",15,"30-34",136.99,41423
"3799",1986,"15",15,"35-39",83.21,19492
"3800",1986,"15",15,"40-44",24.67,4545
"3801",1986,"15",15,"45-49",1.56,229
"3802",1986,"16",16,"15-19",98.73,19513
"3803",1986,"16",16,"20-24",230.49,35969
"3804",1986,"16",16,"25-29",241.5,29763
"3805",1986,"16",16,"30-34",185.19,17988
"3806",1986,"16",16,"35-39",139.02,10920
"3807",1986,"16",16,"40-44",60.08,3982
"3808",1986,"16",16,"45-49",4.97,283
"3809",1986,"17",17,"15-19",88.51,5768
"3810",1986,"17",17,"20-24",194.47,10490
"3811",1986,"17",17,"25-29",176.38,7843
"3812",1986,"17",17,"30-34",121.31,4334
"3813",1986,"17",17,"35-39",81.59,2344
"3814",1986,"17",17,"40-44",34.89,834
"3815",1986,"17",17,"45-49",14.69,299
"3816",1986,"18",18,"15-19",106.11,4793
"3817",1986,"18",18,"20-24",230.1,8194
"3818",1986,"18",18,"25-29",194.25,5579
"3819",1986,"18",18,"30-34",142.19,3309
"3820",1986,"18",18,"35-39",95.24,1817
"3821",1986,"18",18,"40-44",32.24,518
"3822",1986,"18",18,"45-49",20.48,280
"3823",1986,"19",19,"15-19",58.61,10079
"3824",1986,"19",19,"20-24",163.04,23859
"3825",1986,"19",19,"25-29",176.54,21434
"3826",1986,"19",19,"30-34",113.32,10959
"3827",1986,"19",19,"35-39",58.16,4470
"3828",1986,"19",19,"40-44",16.78,1059
"3829",1986,"19",19,"45-49",4.69,247
"3830",1986,"20",20,"15-19",136.78,20809
"3831",1986,"20",20,"20-24",252.72,30852
"3832",1986,"20",20,"25-29",232.92,23597
"3833",1986,"20",20,"30-34",185.59,15536
"3834",1986,"20",20,"35-39",130.21,9093
"3835",1986,"20",20,"40-44",51.29,3075
"3836",1986,"20",20,"45-49",8.87,461
"3837",1986,"21",21,"15-19",117.93,25828
"3838",1986,"21",21,"20-24",250.03,44361
"3839",1986,"21",21,"25-29",239.78,34902
"3840",1986,"21",21,"30-34",187.26,21977
"3841",1986,"21",21,"35-39",126.35,12029
"3842",1986,"21",21,"40-44",46.56,3722
"3843",1986,"21",21,"45-49",15.86,1086
"3844",1986,"22",22,"15-19",90.41,4998
"3845",1986,"22",22,"20-24",235.32,10573
"3846",1986,"22",22,"25-29",235.95,8543
"3847",1986,"22",22,"30-34",174.39,4905
"3848",1986,"22",22,"35-39",130.37,2839
"3849",1986,"22",22,"40-44",55.02,962
"3850",1986,"22",22,"45-49",7.43,107
"3851",1986,"23",23,"15-19",122.75,2810
"3852",1986,"23",23,"20-24",208.14,4149
"3853",1986,"23",23,"25-29",166.89,2769
"3854",1986,"23",23,"30-34",118.99,1496
"3855",1986,"23",23,"35-39",75.87,688
"3856",1986,"23",23,"40-44",27.42,181
"3857",1986,"23",23,"45-49",7.33,36
"3858",1986,"33",0,"15-19",92.28,412193
"3859",1986,"33",0,"20-24",203.35,756017
"3860",1986,"33",0,"25-29",200,614115
"3861",1986,"33",0,"30-34",147.69,362450
"3862",1986,"33",0,"35-39",95.49,186696
"3863",1986,"33",0,"40-44",34.18,54875
"3864",1986,"33",0,"45-49",8.11,10889
"3865",1986,"24",24,"15-19",96.22,10280
"3866",1986,"24",24,"20-24",240.83,20560
"3867",1986,"24",24,"25-29",225.36,15562
"3868",1986,"24",24,"30-34",184.44,10225
"3869",1986,"24",24,"35-39",135.25,6135
"3870",1986,"24",24,"40-44",54.32,2103
"3871",1986,"24",24,"45-49",11.88,399
"3872",1986,"25",25,"15-19",77.79,9549
"3873",1986,"25",25,"20-24",193.77,19220
"3874",1986,"25",25,"25-29",193.64,15601
"3875",1986,"25",25,"30-34",132.84,8547
"3876",1986,"25",25,"35-39",80.22,4115
"3877",1986,"25",25,"40-44",24.64,1031
"3878",1986,"25",25,"45-49",6.69,231
"3879",1986,"26",26,"15-19",86.71,8612
"3880",1986,"26",26,"20-24",185.92,15638
"3881",1986,"26",26,"25-29",180.09,12670
"3882",1986,"26",26,"30-34",114.95,6474
"3883",1986,"26",26,"35-39",65.57,2921
"3884",1986,"26",26,"40-44",20.91,761
"3885",1986,"26",26,"45-49",3.29,100
"3886",1986,"27",27,"15-19",117.1,9402
"3887",1986,"27",27,"20-24",209.25,13721
"3888",1986,"27",27,"25-29",191.04,10130
"3889",1986,"27",27,"30-34",146.87,6033
"3890",1986,"27",27,"35-39",85.82,2703
"3891",1986,"27",27,"40-44",39.5,978
"3892",1986,"27",27,"45-49",4.05,80
"3893",1986,"28",28,"15-19",77.49,9764
"3894",1986,"28",28,"20-24",182.3,19393
"3895",1986,"28",28,"25-29",165.41,14542
"3896",1986,"28",28,"30-34",115.89,8147
"3897",1986,"28",28,"35-39",72.55,4109
"3898",1986,"28",28,"40-44",26.53,1261
"3899",1986,"28",28,"45-49",4.28,174
"3900",1986,"29",29,"15-19",107.34,4266
"3901",1986,"29",29,"20-24",209.19,6700
"3902",1986,"29",29,"25-29",223.4,5763
"3903",1986,"29",29,"30-34",158.68,3215
"3904",1986,"29",29,"35-39",106.78,1714
"3905",1986,"29",29,"40-44",48.52,647
"3906",1986,"29",29,"45-49",22.62,259
"3907",1986,"30",30,"15-19",99.71,33980
"3908",1986,"30",30,"20-24",188.65,53495
"3909",1986,"30",30,"25-29",189.88,44902
"3910",1986,"30",30,"30-34",150.41,28966
"3911",1986,"30",30,"35-39",92.58,14515
"3912",1986,"30",30,"40-44",28.3,3695
"3913",1986,"30",30,"45-49",11.14,1219
"3914",1986,"31",31,"15-19",91.7,6338
"3915",1986,"31",31,"20-24",216.84,12484
"3916",1986,"31",31,"25-29",209.32,10143
"3917",1986,"31",31,"30-34",161.57,6478
"3918",1986,"31",31,"35-39",99.19,3273
"3919",1986,"31",31,"40-44",33.4,922
"3920",1986,"31",31,"45-49",2.91,68
"3921",1986,"32",32,"15-19",86.61,6358
"3922",1986,"32",32,"20-24",217.01,12186
"3923",1986,"32",32,"25-29",254.5,10983
"3924",1986,"32",32,"30-34",207.48,7002
"3925",1986,"32",32,"35-39",144.99,4009
"3926",1986,"32",32,"40-44",61.46,1467
"3927",1986,"32",32,"45-49",10.87,227
"3928",1987,"01",1,"15-19",74.41,2997
"3929",1987,"01",1,"20-24",210.73,6967
"3930",1987,"01",1,"25-29",198.52,5356
"3931",1987,"01",1,"30-34",149.59,3189
"3932",1987,"01",1,"35-39",113.2,1876
"3933",1987,"01",1,"40-44",49,649
"3934",1987,"01",1,"45-49",6.17,67
"3935",1987,"02",2,"15-19",80.91,7463
"3936",1987,"02",2,"20-24",167.36,13482
"3937",1987,"02",2,"25-29",144.88,9811
"3938",1987,"02",2,"30-34",102.08,5472
"3939",1987,"02",2,"35-39",61.75,2553
"3940",1987,"02",2,"40-44",21.94,722
"3941",1987,"02",2,"45-49",3.04,82
"3942",1987,"03",3,"15-19",82.72,1397
"3943",1987,"03",3,"20-24",182.36,2665
"3944",1987,"03",3,"25-29",161.56,2015
"3945",1987,"03",3,"30-34",112.45,1117
"3946",1987,"03",3,"35-39",70.07,528
"3947",1987,"03",3,"40-44",23.21,135
"3948",1987,"03",3,"45-49",0.65,3
"3949",1987,"04",4,"15-19",128.19,3736
"3950",1987,"04",4,"20-24",245.3,5965
"3951",1987,"04",4,"25-29",170.97,3500
"3952",1987,"04",4,"30-34",125.66,2087
"3953",1987,"04",4,"35-39",78.96,1031
"3954",1987,"04",4,"40-44",30.69,318
"3955",1987,"04",4,"45-49",9.82,82
"3956",1987,"07",7,"15-19",134.6,22887
"3957",1987,"07",7,"20-24",242.91,33604
"3958",1987,"07",7,"25-29",227.15,25650
"3959",1987,"07",7,"30-34",171.19,15274
"3960",1987,"07",7,"35-39",116.7,8109
"3961",1987,"07",7,"40-44",49.87,2747
"3962",1987,"07",7,"45-49",7.46,327
"3963",1987,"08",8,"15-19",90.16,12539
"3964",1987,"08",8,"20-24",182.9,21517
"3965",1987,"08",8,"25-29",167,16233
"3966",1987,"08",8,"30-34",124.25,9640
"3967",1987,"08",8,"35-39",77.08,4771
"3968",1987,"08",8,"40-44",23.58,1215
"3969",1987,"08",8,"45-49",4.62,202
"3970",1987,"09",9,"15-19",58.47,29708
"3971",1987,"09",9,"20-24",139.65,64748
"3972",1987,"09",9,"25-29",153.54,62194
"3973",1987,"09",9,"30-34",104.76,34498
"3974",1987,"09",9,"35-39",55.91,14435
"3975",1987,"09",9,"40-44",14.87,3102
"3976",1987,"09",9,"45-49",9.26,1621
"3977",1987,"05",5,"15-19",92.59,10239
"3978",1987,"05",5,"20-24",191.36,17652
"3979",1987,"05",5,"25-29",178.31,13668
"3980",1987,"05",5,"30-34",116.95,7228
"3981",1987,"05",5,"35-39",68.01,3347
"3982",1987,"05",5,"40-44",18.95,766
"3983",1987,"05",5,"45-49",3.16,107
"3984",1987,"06",6,"15-19",88.06,2133
"3985",1987,"06",6,"20-24",181.19,3616
"3986",1987,"06",6,"25-29",176.75,2911
"3987",1987,"06",6,"30-34",123.04,1628
"3988",1987,"06",6,"35-39",75.75,791
"3989",1987,"06",6,"40-44",28.77,242
"3990",1987,"06",6,"45-49",10.17,70
"3991",1987,"10",10,"15-19",104.8,8090
"3992",1987,"10",10,"20-24",226.56,13831
"3993",1987,"10",10,"25-29",198.97,9761
"3994",1987,"10",10,"30-34",153.67,6044
"3995",1987,"10",10,"35-39",106.92,3405
"3996",1987,"10",10,"40-44",42.66,1148
"3997",1987,"10",10,"45-49",8.85,205
"3998",1987,"11",11,"15-19",71.7,16156
"3999",1987,"11",11,"20-24",212.69,38530
"4000",1987,"11",11,"25-29",216.96,31632
"4001",1987,"11",11,"30-34",166.8,19190
"4002",1987,"11",11,"35-39",118.32,10722
"4003",1987,"11",11,"40-44",45.4,3367
"4004",1987,"11",11,"45-49",12.63,788
"4005",1987,"12",12,"15-19",126.25,18120
"4006",1987,"12",12,"20-24",241.3,27467
"4007",1987,"12",12,"25-29",232.73,21703
"4008",1987,"12",12,"30-34",190.18,14542
"4009",1987,"12",12,"35-39",130.75,8194
"4010",1987,"12",12,"40-44",42.29,2215
"4011",1987,"12",12,"45-49",13.02,571
"4012",1987,"13",13,"15-19",100,10172
"4013",1987,"13",13,"20-24",219.62,18216
"4014",1987,"13",13,"25-29",208.78,14536
"4015",1987,"13",13,"30-34",150.19,8579
"4016",1987,"13",13,"35-39",87.98,4044
"4017",1987,"13",13,"40-44",26.91,1018
"4018",1987,"13",13,"45-49",7.56,239
"4019",1987,"14",14,"15-19",79.33,23933
"4020",1987,"14",14,"20-24",213.54,52973
"4021",1987,"14",14,"25-29",226.98,46385
"4022",1987,"14",14,"30-34",169.67,28001
"4023",1987,"14",14,"35-39",112.07,14774
"4024",1987,"14",14,"40-44",46.04,4964
"4025",1987,"14",14,"45-49",6.91,621
"4026",1987,"15",15,"15-19",90.37,50692
"4027",1987,"15",15,"20-24",195.29,92696
"4028",1987,"15",15,"25-29",188.9,75264
"4029",1987,"15",15,"30-34",130.96,41711
"4030",1987,"15",15,"35-39",79.66,19577
"4031",1987,"15",15,"40-44",23.95,4605
"4032",1987,"15",15,"45-49",1.6,244
"4033",1987,"16",16,"15-19",94.04,19091
"4034",1987,"16",16,"20-24",229.11,36769
"4035",1987,"16",16,"25-29",231.8,29632
"4036",1987,"16",16,"30-34",179.21,18219
"4037",1987,"16",16,"35-39",133.67,10943
"4038",1987,"16",16,"40-44",59.91,4112
"4039",1987,"16",16,"45-49",5.07,298
"4040",1987,"17",17,"15-19",87.84,5893
"4041",1987,"17",17,"20-24",187.26,10417
"4042",1987,"17",17,"25-29",172.26,7973
"4043",1987,"17",17,"30-34",115.24,4328
"4044",1987,"17",17,"35-39",75.8,2279
"4045",1987,"17",17,"40-44",31.08,772
"4046",1987,"17",17,"45-49",13.84,292
"4047",1987,"18",18,"15-19",101.41,4654
"4048",1987,"18",18,"20-24",227.38,8252
"4049",1987,"18",18,"25-29",189.23,5599
"4050",1987,"18",18,"30-34",136.17,3300
"4051",1987,"18",18,"35-39",87.4,1731
"4052",1987,"18",18,"40-44",30.74,510
"4053",1987,"18",18,"45-49",19.8,279
"4054",1987,"19",19,"15-19",54.25,9601
"4055",1987,"19",19,"20-24",158.02,23863
"4056",1987,"19",19,"25-29",175.71,22170
"4057",1987,"19",19,"30-34",108.08,10945
"4058",1987,"19",19,"35-39",52.06,4176
"4059",1987,"19",19,"40-44",15.29,1003
"4060",1987,"19",19,"45-49",3.55,194
"4061",1987,"20",20,"15-19",134.53,21068
"4062",1987,"20",20,"20-24",242.23,30451
"4063",1987,"20",20,"25-29",225.91,23744
"4064",1987,"20",20,"30-34",182.95,16001
"4065",1987,"20",20,"35-39",125.42,9108
"4066",1987,"20",20,"40-44",48.16,2989
"4067",1987,"20",20,"45-49",8.5,457
"4068",1987,"21",21,"15-19",116.09,26156
"4069",1987,"21",21,"20-24",241.81,44153
"4070",1987,"21",21,"25-29",233.26,35198
"4071",1987,"21",21,"30-34",184.83,22671
"4072",1987,"21",21,"35-39",121.52,12040
"4073",1987,"21",21,"40-44",42.67,3527
"4074",1987,"21",21,"45-49",14.84,1048
"4075",1987,"22",22,"15-19",87.63,5068
"4076",1987,"22",22,"20-24",230.52,10868
"4077",1987,"22",22,"25-29",230.72,8838
"4078",1987,"22",22,"30-34",168.56,5055
"4079",1987,"22",22,"35-39",123.28,2848
"4080",1987,"22",22,"40-44",51.61,950
"4081",1987,"22",22,"45-49",7.42,112
"4082",1987,"23",23,"15-19",118.76,2953
"4083",1987,"23",23,"20-24",210.24,4563
"4084",1987,"23",23,"25-29",162.63,2956
"4085",1987,"23",23,"30-34",116.01,1609
"4086",1987,"23",23,"35-39",71.34,711
"4087",1987,"23",23,"40-44",26.76,193
"4088",1987,"23",23,"45-49",6.93,37
"4089",1987,"33",0,"15-19",90.12,412940
"4090",1987,"33",0,"20-24",197.8,755537
"4091",1987,"33",0,"25-29",194.23,617424
"4092",1987,"33",0,"30-34",143.09,366606
"4093",1987,"33",0,"35-39",90.99,185066
"4094",1987,"33",0,"40-44",32.33,53701
"4095",1987,"33",0,"45-49",7.62,10559
"4096",1987,"24",24,"15-19",93.52,10234
"4097",1987,"24",24,"20-24",234.14,20542
"4098",1987,"24",24,"25-29",216.43,15495
"4099",1987,"24",24,"30-34",178.35,10325
"4100",1987,"24",24,"35-39",128.83,6066
"4101",1987,"24",24,"40-44",52.16,2083
"4102",1987,"24",24,"45-49",11.17,386
"4103",1987,"25",25,"15-19",77.01,9681
"4104",1987,"25",25,"20-24",188.82,19216
"4105",1987,"25",25,"25-29",188.69,15737
"4106",1987,"25",25,"30-34",126.64,8521
"4107",1987,"25",25,"35-39",75.98,4067
"4108",1987,"25",25,"40-44",24.27,1055
"4109",1987,"25",25,"45-49",6.68,239
"4110",1987,"26",26,"15-19",83.92,8527
"4111",1987,"26",26,"20-24",181.74,15691
"4112",1987,"26",26,"25-29",173.96,12691
"4113",1987,"26",26,"30-34",110.5,6517
"4114",1987,"26",26,"35-39",61.88,2875
"4115",1987,"26",26,"40-44",20.34,767
"4116",1987,"26",26,"45-49",3.02,95
"4117",1987,"27",27,"15-19",113.72,9513
"4118",1987,"27",27,"20-24",201.94,13819
"4119",1987,"27",27,"25-29",186.02,10384
"4120",1987,"27",27,"30-34",142.88,6237
"4121",1987,"27",27,"35-39",81.26,2708
"4122",1987,"27",27,"40-44",36.14,940
"4123",1987,"27",27,"45-49",3.82,79
"4124",1987,"28",28,"15-19",74.75,9623
"4125",1987,"28",28,"20-24",173.87,18965
"4126",1987,"28",28,"25-29",161.69,14692
"4127",1987,"28",28,"30-34",112.08,8197
"4128",1987,"28",28,"35-39",69.88,4093
"4129",1987,"28",28,"40-44",24.66,1205
"4130",1987,"28",28,"45-49",3.74,156
"4131",1987,"29",29,"15-19",104.19,4309
"4132",1987,"29",29,"20-24",206.73,6916
"4133",1987,"29",29,"25-29",217.24,5912
"4134",1987,"29",29,"30-34",153.39,3304
"4135",1987,"29",29,"35-39",99.68,1688
"4136",1987,"29",29,"40-44",44.81,624
"4137",1987,"29",29,"45-49",21.19,252
"4138",1987,"30",30,"15-19",96.67,33571
"4139",1987,"30",30,"20-24",181.45,52543
"4140",1987,"30",30,"25-29",184.01,44783
"4141",1987,"30",30,"30-34",148.19,29599
"4142",1987,"30",30,"35-39",87.06,14100
"4143",1987,"30",30,"40-44",24.39,3272
"4144",1987,"30",30,"45-49",9.8,1101
"4145",1987,"31",31,"15-19",90.46,6444
"4146",1987,"31",31,"20-24",213.77,12669
"4147",1987,"31",31,"25-29",199.9,10038
"4148",1987,"31",31,"30-34",156.56,6568
"4149",1987,"31",31,"35-39",100.65,3471
"4150",1987,"31",31,"40-44",35.35,1015
"4151",1987,"31",31,"45-49",3.02,73
"4152",1987,"32",32,"15-19",84.26,6292
"4153",1987,"32",32,"20-24",207.53,11911
"4154",1987,"32",32,"25-29",246.11,10963
"4155",1987,"32",32,"30-34",199.91,7010
"4156",1987,"32",32,"35-39",140.26,4005
"4157",1987,"32",32,"40-44",59.98,1471
"4158",1987,"32",32,"45-49",10.82,232
"4159",1988,"01",1,"15-19",72.4,3029
"4160",1988,"01",1,"20-24",205.92,7099
"4161",1988,"01",1,"25-29",196.12,5553
"4162",1988,"01",1,"30-34",145.3,3284
"4163",1988,"01",1,"35-39",112.14,1969
"4164",1988,"01",1,"40-44",48.31,673
"4165",1988,"01",1,"45-49",6.35,72
"4166",1988,"02",2,"15-19",91.33,8734
"4167",1988,"02",2,"20-24",171.34,14390
"4168",1988,"02",2,"25-29",143.84,10215
"4169",1988,"02",2,"30-34",112.56,6380
"4170",1988,"02",2,"35-39",58.96,2570
"4171",1988,"02",2,"40-44",23.84,820
"4172",1988,"02",2,"45-49",2.64,74
