"","year","state","CVE_GEO","deaths"
"1710",2021,"Sonora",26,18502
"1711",2021,"State of Mexico",15,100375
"1712",2021,"Tabasco",27,14575
"1713",2021,"Tamaulipas",28,23078
"1714",2021,"Tlaxcala",29,8057
"1715",2021,"Veracruz",30,61522
"1716",2021,"Yucatan",31,15038
"1717",2021,"Zacatecas",32,10813
"1718",2022,"Aguascalientes",1,7713
"1719",2022,"Baja California",2,19581
"1720",2022,"Baja California Sur",3,4258
"1721",2022,"Campeche",4,6019
"1722",2022,"Chiapas",7,30970
"1723",2022,"Chihuahua",8,22660
"1724",2022,"Coahuila",5,18938
"1725",2022,"Colima",6,4765
"1726",2022,"Durango",10,11486
"1727",2022,"Guanajuato",11,36427
"1728",2022,"Guerrero",12,25733
"1729",2022,"Hidalgo",13,20281
"1730",2022,"Jalisco",14,51270
"1731",2022,"Mexico City",9,69409
"1732",2022,"Michoacan",16,31854
"1733",2022,"Morelos",17,14334
"1734",2022,"National",0,806380
"1735",2022,"Nayarit",18,8177
"1736",2022,"Nuevo Leon",19,33250
"1737",2022,"Oaxaca",20,29800
"1738",2022,"Puebla",21,41040
"1739",2022,"Queretaro",22,12405
"1740",2022,"Quintana Roo",23,8081
"1741",2022,"San Luis Potosi",24,19716
"1742",2022,"Sinaloa",25,21027
"1743",2022,"Sonora",26,18967
"1744",2022,"State of Mexico",15,102935
"1745",2022,"Tabasco",27,14882
"1746",2022,"Tamaulipas",28,23526
"1747",2022,"Tlaxcala",29,8206
"1748",2022,"Veracruz",30,62359
"1749",2022,"Yucatan",31,15325
"1750",2022,"Zacatecas",32,10929
"1751",2023,"Aguascalientes",1,7918
"1752",2023,"Baja California",2,20192
"1753",2023,"Baja California Sur",3,4401
"1754",2023,"Campeche",4,6154
"1755",2023,"Chiapas",7,31521
"1756",2023,"Chihuahua",8,23183
"1757",2023,"Coahuila",5,19402
"1758",2023,"Colima",6,4882
"1759",2023,"Durango",10,11688
"1760",2023,"Guanajuato",11,37039
"1761",2023,"Guerrero",12,25909
"1762",2023,"Hidalgo",13,20659
"1763",2023,"Jalisco",14,52271
"1764",2023,"Mexico City",9,70574
"1765",2023,"Michoacan",16,32209
"1766",2023,"Morelos",17,14604
"1767",2023,"National",0,821706
"1768",2023,"Nayarit",18,8325
"1769",2023,"Nuevo Leon",19,34107
"1770",2023,"Oaxaca",20,30040
"1771",2023,"Puebla",21,41678
"1772",2023,"Queretaro",22,12767
"1773",2023,"Quintana Roo",23,8386
"1774",2023,"San Luis Potosi",24,19972
"1775",2023,"Sinaloa",25,21422
"1776",2023,"Sonora",26,19448
"1777",2023,"State of Mexico",15,105536
"1778",2023,"Tabasco",27,15197
"1779",2023,"Tamaulipas",28,23989
"1780",2023,"Tlaxcala",29,8356
"1781",2023,"Veracruz",30,63188
"1782",2023,"Yucatan",31,15614
"1783",2023,"Zacatecas",32,11055
"1784",2024,"Aguascalientes",1,8115
"1785",2024,"Baja California",2,20795
"1786",2024,"Baja California Sur",3,4542
"1787",2024,"Campeche",4,6283
"1788",2024,"Chiapas",7,32099
"1789",2024,"Chihuahua",8,23730
"1790",2024,"Coahuila",5,19857
"1791",2024,"Colima",6,4998
"1792",2024,"Durango",10,11885
"1793",2024,"Guanajuato",11,37638
"1794",2024,"Guerrero",12,26058
"1795",2024,"Hidalgo",13,21047
"1796",2024,"Jalisco",14,53290
"1797",2024,"Mexico City",9,71725
"1798",2024,"Michoacan",16,32569
"1799",2024,"Morelos",17,14860
"1800",2024,"National",0,837090
"1801",2024,"Nayarit",18,8477
"1802",2024,"Nuevo Leon",19,34978
"1803",2024,"Oaxaca",20,30313
"1804",2024,"Puebla",21,42289
"1805",2024,"Queretaro",22,13131
"1806",2024,"Quintana Roo",23,8675
"1807",2024,"San Luis Potosi",24,20222
"1808",2024,"Sinaloa",25,21816
"1809",2024,"Sonora",26,19911
"1810",2024,"State of Mexico",15,108164
"1811",2024,"Tabasco",27,15514
"1812",2024,"Tamaulipas",28,24430
"1813",2024,"Tlaxcala",29,8519
"1814",2024,"Veracruz",30,64059
"1815",2024,"Yucatan",31,15899
"1816",2024,"Zacatecas",32,11177
"1817",2025,"Aguascalientes",1,8329
"1818",2025,"Baja California",2,21412
"1819",2025,"Baja California Sur",3,4683
"1820",2025,"Campeche",4,6430
"1821",2025,"Chiapas",7,32680
"1822",2025,"Chihuahua",8,24290
"1823",2025,"Coahuila",5,20333
"1824",2025,"Colima",6,5117
"1825",2025,"Durango",10,12097
"1826",2025,"Guanajuato",11,38252
"1827",2025,"Guerrero",12,26235
"1828",2025,"Hidalgo",13,21434
"1829",2025,"Jalisco",14,54316
"1830",2025,"Mexico City",9,72839
"1831",2025,"Michoacan",16,32946
"1832",2025,"Morelos",17,15122
"1833",2025,"National",0,852822
"1834",2025,"Nayarit",18,8626
"1835",2025,"Nuevo Leon",19,35867
"1836",2025,"Oaxaca",20,30581
"1837",2025,"Puebla",21,42943
"1838",2025,"Queretaro",22,13514
"1839",2025,"Quintana Roo",23,8973
"1840",2025,"San Luis Potosi",24,20464
"1841",2025,"Sinaloa",25,22226
"1842",2025,"Sonora",26,20400
"1843",2025,"State of Mexico",15,110845
"1844",2025,"Tabasco",27,15845
"1845",2025,"Tamaulipas",28,24902
"1846",2025,"Tlaxcala",29,8676
"1847",2025,"Veracruz",30,64918
"1848",2025,"Yucatan",31,16209
"1849",2025,"Zacatecas",32,11300
"1850",2026,"Aguascalientes",1,8534
"1851",2026,"Baja California",2,22024
"1852",2026,"Baja California Sur",3,4837
"1853",2026,"Campeche",4,6575
"1854",2026,"Chiapas",7,33271
"1855",2026,"Chihuahua",8,24846
"1856",2026,"Coahuila",5,20812
"1857",2026,"Colima",6,5241
"1858",2026,"Durango",10,12292
"1859",2026,"Guanajuato",11,38894
"1860",2026,"Guerrero",12,26406
"1861",2026,"Hidalgo",13,21831
"1862",2026,"Jalisco",14,55344
"1863",2026,"Mexico City",9,74012
"1864",2026,"Michoacan",16,33335
"1865",2026,"Morelos",17,15391
"1866",2026,"National",0,868782
"1867",2026,"Nayarit",18,8789
"1868",2026,"Nuevo Leon",19,36756
"1869",2026,"Oaxaca",20,30839
"1870",2026,"Puebla",21,43603
"1871",2026,"Queretaro",22,13907
"1872",2026,"Quintana Roo",23,9282
"1873",2026,"San Luis Potosi",24,20708
"1874",2026,"Sinaloa",25,22631
"1875",2026,"Sonora",26,20885
"1876",2026,"State of Mexico",15,113529
"1877",2026,"Tabasco",27,16187
"1878",2026,"Tamaulipas",28,25379
"1879",2026,"Tlaxcala",29,8860
"1880",2026,"Veracruz",30,65785
"1881",2026,"Yucatan",31,16509
"1882",2026,"Zacatecas",32,11437
"1883",2027,"Aguascalientes",1,8755
"1884",2027,"Baja California",2,22685
"1885",2027,"Baja California Sur",3,5002
"1886",2027,"Campeche",4,6704
"1887",2027,"Chiapas",7,33889
"1888",2027,"Chihuahua",8,25405
"1889",2027,"Coahuila",5,21277
"1890",2027,"Colima",6,5358
"1891",2027,"Durango",10,12498
"1892",2027,"Guanajuato",11,39545
"1893",2027,"Guerrero",12,26592
"1894",2027,"Hidalgo",13,22251
"1895",2027,"Jalisco",14,56435
"1896",2027,"Mexico City",9,75152
"1897",2027,"Michoacan",16,33721
"1898",2027,"Morelos",17,15665
"1899",2027,"National",0,885088
"1900",2027,"Nayarit",18,8954
"1901",2027,"Nuevo Leon",19,37679
"1902",2027,"Oaxaca",20,31120
"1903",2027,"Puebla",21,44282
"1904",2027,"Queretaro",22,14313
"1905",2027,"Quintana Roo",23,9607
"1906",2027,"San Luis Potosi",24,20981
"1907",2027,"Sinaloa",25,23042
"1908",2027,"Sonora",26,21376
"1909",2027,"State of Mexico",15,116300
"1910",2027,"Tabasco",27,16535
"1911",2027,"Tamaulipas",28,25855
"1912",2027,"Tlaxcala",29,9024
"1913",2027,"Veracruz",30,66681
"1914",2027,"Yucatan",31,16816
"1915",2027,"Zacatecas",32,11559
"1916",2028,"Aguascalientes",1,8980
"1917",2028,"Baja California",2,23352
"1918",2028,"Baja California Sur",3,5147
"1919",2028,"Campeche",4,6852
"1920",2028,"Chiapas",7,34520
"1921",2028,"Chihuahua",8,25974
"1922",2028,"Coahuila",5,21775
"1923",2028,"Colima",6,5492
"1924",2028,"Durango",10,12720
"1925",2028,"Guanajuato",11,40222
"1926",2028,"Guerrero",12,26786
"1927",2028,"Hidalgo",13,22657
"1928",2028,"Jalisco",14,57502
"1929",2028,"Mexico City",9,76302
"1930",2028,"Michoacan",16,34142
"1931",2028,"Morelos",17,15937
"1932",2028,"National",0,901716
"1933",2028,"Nayarit",18,9121
"1934",2028,"Nuevo Leon",19,38614
"1935",2028,"Oaxaca",20,31412
"1936",2028,"Puebla",21,44987
"1937",2028,"Queretaro",22,14727
"1938",2028,"Quintana Roo",23,9936
"1939",2028,"San Luis Potosi",24,21250
"1940",2028,"Sinaloa",25,23466
"1941",2028,"Sonora",26,21864
"1942",2028,"State of Mexico",15,119116
"1943",2028,"Tabasco",27,16887
"1944",2028,"Tamaulipas",28,26348
"1945",2028,"Tlaxcala",29,9188
"1946",2028,"Veracruz",30,67591
"1947",2028,"Yucatan",31,17131
"1948",2028,"Zacatecas",32,11695
"1949",2029,"Aguascalientes",1,9205
"1950",2029,"Baja California",2,24018
"1951",2029,"Baja California Sur",3,5302
"1952",2029,"Campeche",4,7014
"1953",2029,"Chiapas",7,35151
"1954",2029,"Chihuahua",8,26526
"1955",2029,"Coahuila",5,22277
"1956",2029,"Colima",6,5630
"1957",2029,"Durango",10,12948
"1958",2029,"Guanajuato",11,40921
"1959",2029,"Guerrero",12,26961
"1960",2029,"Hidalgo",13,23102
"1961",2029,"Jalisco",14,58632
"1962",2029,"Mexico City",9,77447
"1963",2029,"Michoacan",16,34560
"1964",2029,"Morelos",17,16229
"1965",2029,"National",0,918710
"1966",2029,"Nayarit",18,9306
"1967",2029,"Nuevo Leon",19,39535
"1968",2029,"Oaxaca",20,31684
"1969",2029,"Puebla",21,45699
"1970",2029,"Queretaro",22,15148
"1971",2029,"Quintana Roo",23,10272
"1972",2029,"San Luis Potosi",24,21517
"1973",2029,"Sinaloa",25,23874
"1974",2029,"Sonora",26,22380
"1975",2029,"State of Mexico",15,121992
"1976",2029,"Tabasco",27,17244
"1977",2029,"Tamaulipas",28,26848
"1978",2029,"Tlaxcala",29,9398
"1979",2029,"Veracruz",30,68511
"1980",2029,"Yucatan",31,17457
"1981",2029,"Zacatecas",32,11844
"1982",2030,"Aguascalientes",1,9445
"1983",2030,"Baja California",2,24701
"1984",2030,"Baja California Sur",3,5465
"1985",2030,"Campeche",4,7169
"1986",2030,"Chiapas",7,35830
"1987",2030,"Chihuahua",8,27109
"1988",2030,"Coahuila",5,22787
"1989",2030,"Colima",6,5767
"1990",2030,"Durango",10,13165
"1991",2030,"Guanajuato",11,41642
"1992",2030,"Guerrero",12,27174
"1993",2030,"Hidalgo",13,23542
"1994",2030,"Jalisco",14,59759
"1995",2030,"Mexico City",9,78631
"1996",2030,"Michoacan",16,35010
"1997",2030,"Morelos",17,16518
"1998",2030,"National",0,936086
"1999",2030,"Nayarit",18,9479
"2000",2030,"Nuevo Leon",19,40504
"2001",2030,"Oaxaca",20,31993
"2002",2030,"Puebla",21,46446
"2003",2030,"Queretaro",22,15575
"2004",2030,"Quintana Roo",23,10627
"2005",2030,"San Luis Potosi",24,21785
"2006",2030,"Sinaloa",25,24305
"2007",2030,"Sonora",26,22892
"2008",2030,"State of Mexico",15,124942
"2009",2030,"Tabasco",27,17620
"2010",2030,"Tamaulipas",28,27342
"2011",2030,"Tlaxcala",29,9583
"2012",2030,"Veracruz",30,69453
"2013",2030,"Yucatan",31,17780
"2014",2030,"Zacatecas",32,11986
"2015",2031,"Aguascalientes",1,9670
"2016",2031,"Baja California",2,25417
"2017",2031,"Baja California Sur",3,5629
"2018",2031,"Campeche",4,7330
"2019",2031,"Chiapas",7,36509
"2020",2031,"Chihuahua",8,27712
"2021",2031,"Coahuila",5,23317
"2022",2031,"Colima",6,5904
"2023",2031,"Durango",10,13410
"2024",2031,"Guanajuato",11,42376
"2025",2031,"Guerrero",12,27389
"2026",2031,"Hidalgo",13,23982
"2027",2031,"Jalisco",14,60932
"2028",2031,"Mexico City",9,79802
"2029",2031,"Michoacan",16,35448
"2030",2031,"Morelos",17,16806
"2031",2031,"National",0,953813
"2032",2031,"Nayarit",18,9658
"2033",2031,"Nuevo Leon",19,41491
"2034",2031,"Oaxaca",20,32317
"2035",2031,"Puebla",21,47187
"2036",2031,"Queretaro",22,16029
"2037",2031,"Quintana Roo",23,10987
"2038",2031,"San Luis Potosi",24,22092
"2039",2031,"Sinaloa",25,24732
"2040",2031,"Sonora",26,23424
"2041",2031,"State of Mexico",15,127884
"2042",2031,"Tabasco",27,17992
"2043",2031,"Tamaulipas",28,27879
"2044",2031,"Tlaxcala",29,9781
"2045",2031,"Veracruz",30,70400
"2046",2031,"Yucatan",31,18130
"2047",2031,"Zacatecas",32,12142
"2048",2032,"Aguascalientes",1,9922
"2049",2032,"Baja California",2,26143
"2050",2032,"Baja California Sur",3,5800
"2051",2032,"Campeche",4,7492
"2052",2032,"Chiapas",7,37207
"2053",2032,"Chihuahua",8,28304
"2054",2032,"Coahuila",5,23861
"2055",2032,"Colima",6,6052
"2056",2032,"Durango",10,13639
"2057",2032,"Guanajuato",11,43141
"2058",2032,"Guerrero",12,27614
"2059",2032,"Hidalgo",13,24449
"2060",2032,"Jalisco",14,62105
"2061",2032,"Mexico City",9,80952
"2062",2032,"Michoacan",16,35899
"2063",2032,"Morelos",17,17100
"2064",2032,"National",0,971907
"2065",2032,"Nayarit",18,9841
"2066",2032,"Nuevo Leon",19,42495
"2067",2032,"Oaxaca",20,32638
"2068",2032,"Puebla",21,47978
"2069",2032,"Queretaro",22,16500
"2070",2032,"Quintana Roo",23,11340
"2071",2032,"San Luis Potosi",24,22387
"2072",2032,"Sinaloa",25,25187
"2073",2032,"Sonora",26,23959
"2074",2032,"State of Mexico",15,130915
"2075",2032,"Tabasco",27,18395
"2076",2032,"Tamaulipas",28,28413
"2077",2032,"Tlaxcala",29,9994
"2078",2032,"Veracruz",30,71378
"2079",2032,"Yucatan",31,18481
"2080",2032,"Zacatecas",32,12290
"2081",2033,"Aguascalientes",1,10164
"2082",2033,"Baja California",2,26877
"2083",2033,"Baja California Sur",3,5962
"2084",2033,"Campeche",4,7663
"2085",2033,"Chiapas",7,37932
"2086",2033,"Chihuahua",8,28906
"2087",2033,"Coahuila",5,24399
"2088",2033,"Colima",6,6191
"2089",2033,"Durango",10,13862
"2090",2033,"Guanajuato",11,43933
"2091",2033,"Guerrero",12,27844
"2092",2033,"Hidalgo",13,24914
"2093",2033,"Jalisco",14,63324
"2094",2033,"Mexico City",9,82125
"2095",2033,"Michoacan",16,36382
"2096",2033,"Morelos",17,17429
"2097",2033,"National",0,990361
"2098",2033,"Nayarit",18,10026
"2099",2033,"Nuevo Leon",19,43504
"2100",2033,"Oaxaca",20,32977
"2101",2033,"Puebla",21,48783
"2102",2033,"Queretaro",22,16969
"2103",2033,"Quintana Roo",23,11727
"2104",2033,"San Luis Potosi",24,22697
"2105",2033,"Sinaloa",25,25636
"2106",2033,"Sonora",26,24500
"2107",2033,"State of Mexico",15,133986
"2108",2033,"Tabasco",27,18787
"2109",2033,"Tamaulipas",28,28948
"2110",2033,"Tlaxcala",29,10214
"2111",2033,"Veracruz",30,72368
"2112",2033,"Yucatan",31,18848
"2113",2033,"Zacatecas",32,12462
"2114",2034,"Aguascalientes",1,10413
"2115",2034,"Baja California",2,27623
"2116",2034,"Baja California Sur",3,6139
"2117",2034,"Campeche",4,7843
"2118",2034,"Chiapas",7,38692
"2119",2034,"Chihuahua",8,29503
"2120",2034,"Coahuila",5,24960
"2121",2034,"Colima",6,6349
"2122",2034,"Durango",10,14114
"2123",2034,"Guanajuato",11,44744
"2124",2034,"Guerrero",12,28057
"2125",2034,"Hidalgo",13,25405
"2126",2034,"Jalisco",14,64561
"2127",2034,"Mexico City",9,83299
"2128",2034,"Michoacan",16,36879
"2129",2034,"Morelos",17,17733
"2130",2034,"National",0,1009190
"2131",2034,"Nayarit",18,10223
"2132",2034,"Nuevo Leon",19,44540
"2133",2034,"Oaxaca",20,33316
"2134",2034,"Puebla",21,49594
"2135",2034,"Queretaro",22,17445
"2136",2034,"Quintana Roo",23,12110
"2137",2034,"San Luis Potosi",24,23020
"2138",2034,"Sinaloa",25,26094
"2139",2034,"Sonora",26,25051
"2140",2034,"State of Mexico",15,137139
"2141",2034,"Tabasco",27,19184
"2142",2034,"Tamaulipas",28,29502
"2143",2034,"Tlaxcala",29,10435
"2144",2034,"Veracruz",30,73367
"2145",2034,"Yucatan",31,19221
"2146",2034,"Zacatecas",32,12631
"2147",2035,"Aguascalientes",1,10670
"2148",2035,"Baja California",2,28388
"2149",2035,"Baja California Sur",3,6328
"2150",2035,"Campeche",4,8018
"2151",2035,"Chiapas",7,39442
"2152",2035,"Chihuahua",8,30132
"2153",2035,"Coahuila",5,25512
"2154",2035,"Colima",6,6497
"2155",2035,"Durango",10,14371
"2156",2035,"Guanajuato",11,45556
"2157",2035,"Guerrero",12,28308
"2158",2035,"Hidalgo",13,25886
"2159",2035,"Jalisco",14,65822
"2160",2035,"Mexico City",9,84445
"2161",2035,"Michoacan",16,37379
"2162",2035,"Morelos",17,18058
"2163",2035,"National",0,1028320
"2164",2035,"Nayarit",18,10419
"2165",2035,"Nuevo Leon",19,45603
"2166",2035,"Oaxaca",20,33683
"2167",2035,"Puebla",21,50458
"2168",2035,"Queretaro",22,17952
"2169",2035,"Quintana Roo",23,12513
"2170",2035,"San Luis Potosi",24,23353
"2171",2035,"Sinaloa",25,26549
"2172",2035,"Sonora",26,25608
"2173",2035,"State of Mexico",15,140277
"2174",2035,"Tabasco",27,19603
"2175",2035,"Tamaulipas",28,30069
"2176",2035,"Tlaxcala",29,10674
"2177",2035,"Veracruz",30,74363
"2178",2035,"Yucatan",31,19608
"2179",2035,"Zacatecas",32,12809
"2180",2036,"Aguascalientes",1,10938
"2181",2036,"Baja California",2,29152
"2182",2036,"Baja California Sur",3,6505
"2183",2036,"Campeche",4,8215
"2184",2036,"Chiapas",7,40209
"2185",2036,"Chihuahua",8,30752
"2186",2036,"Coahuila",5,26089
"2187",2036,"Colima",6,6649
"2188",2036,"Durango",10,14610
"2189",2036,"Guanajuato",11,46393
"2190",2036,"Guerrero",12,28548
"2191",2036,"Hidalgo",13,26396
"2192",2036,"Jalisco",14,67088
"2193",2036,"Mexico City",9,85616
"2194",2036,"Michoacan",16,37890
"2195",2036,"Morelos",17,18395
"2196",2036,"National",0,1047777
"2197",2036,"Nayarit",18,10623
"2198",2036,"Nuevo Leon",19,46657
"2199",2036,"Oaxaca",20,34049
"2200",2036,"Puebla",21,51325
"2201",2036,"Queretaro",22,18465
"2202",2036,"Quintana Roo",23,12920
"2203",2036,"San Luis Potosi",24,23685
"2204",2036,"Sinaloa",25,27019
"2205",2036,"Sonora",26,26161
"2206",2036,"State of Mexico",15,143511
"2207",2036,"Tabasco",27,20043
"2208",2036,"Tamaulipas",28,30634
"2209",2036,"Tlaxcala",29,10891
"2210",2036,"Veracruz",30,75380
"2211",2036,"Yucatan",31,19962
"2212",2036,"Zacatecas",32,12970
"2213",2037,"Aguascalientes",1,11210
"2214",2037,"Baja California",2,29943
"2215",2037,"Baja California Sur",3,6697
"2216",2037,"Campeche",4,8405
"2217",2037,"Chiapas",7,40999
"2218",2037,"Chihuahua",8,31380
"2219",2037,"Coahuila",5,26665
"2220",2037,"Colima",6,6812
"2221",2037,"Durango",10,14885
"2222",2037,"Guanajuato",11,47258
"2223",2037,"Guerrero",12,28810
"2224",2037,"Hidalgo",13,26902
"2225",2037,"Jalisco",14,68379
"2226",2037,"Mexico City",9,86749
"2227",2037,"Michoacan",16,38409
"2228",2037,"Morelos",17,18721
"2229",2037,"National",0,1067534
"2230",2037,"Nayarit",18,10836
"2231",2037,"Nuevo Leon",19,47741
"2232",2037,"Oaxaca",20,34422
"2233",2037,"Puebla",21,52207
"2234",2037,"Queretaro",22,18981
"2235",2037,"Quintana Roo",23,13331
"2236",2037,"San Luis Potosi",24,24032
"2237",2037,"Sinaloa",25,27490
"2238",2037,"Sonora",26,26741
"2239",2037,"State of Mexico",15,146734
"2240",2037,"Tabasco",27,20465
"2241",2037,"Tamaulipas",28,31203
"2242",2037,"Tlaxcala",29,11133
"2243",2037,"Veracruz",30,76411
"2244",2037,"Yucatan",31,20388
"2245",2037,"Zacatecas",32,13160
"2246",2038,"Aguascalientes",1,11478
"2247",2038,"Baja California",2,30749
"2248",2038,"Baja California Sur",3,6876
"2249",2038,"Campeche",4,8595
"2250",2038,"Chiapas",7,41806
"2251",2038,"Chihuahua",8,32013
"2252",2038,"Coahuila",5,27258
"2253",2038,"Colima",6,6962
"2254",2038,"Durango",10,15146
"2255",2038,"Guanajuato",11,48139
"2256",2038,"Guerrero",12,29047
"2257",2038,"Hidalgo",13,27419
"2258",2038,"Jalisco",14,69707
"2259",2038,"Mexico City",9,87887
"2260",2038,"Michoacan",16,38942
"2261",2038,"Morelos",17,19050
"2262",2038,"National",0,1087521
"2263",2038,"Nayarit",18,11058
"2264",2038,"Nuevo Leon",19,48853
"2265",2038,"Oaxaca",20,34805
"2266",2038,"Puebla",21,53125
"2267",2038,"Queretaro",22,19502
"2268",2038,"Quintana Roo",23,13743
"2269",2038,"San Luis Potosi",24,24378
"2270",2038,"Sinaloa",25,27977
"2271",2038,"Sonora",26,27320
"2272",2038,"State of Mexico",15,149999
"2273",2038,"Tabasco",27,20905
"2274",2038,"Tamaulipas",28,31795
"2275",2038,"Tlaxcala",29,11377
"2276",2038,"Veracruz",30,77438
"2277",2038,"Yucatan",31,20788
"2278",2038,"Zacatecas",32,13339
"2279",2039,"Aguascalientes",1,11757
"2280",2039,"Baja California",2,31556
"2281",2039,"Baja California Sur",3,7066
"2282",2039,"Campeche",4,8792
"2283",2039,"Chiapas",7,42621
"2284",2039,"Chihuahua",8,32656
"2285",2039,"Coahuila",5,27832
"2286",2039,"Colima",6,7130
"2287",2039,"Durango",10,15417
"2288",2039,"Guanajuato",11,49029
"2289",2039,"Guerrero",12,29321
"2290",2039,"Hidalgo",13,27936
"2291",2039,"Jalisco",14,71035
"2292",2039,"Mexico City",9,89006
"2293",2039,"Michoacan",16,39480
"2294",2039,"Morelos",17,19401
"2295",2039,"National",0,1107759
"2296",2039,"Nayarit",18,11275
"2297",2039,"Nuevo Leon",19,49971
"2298",2039,"Oaxaca",20,35184
"2299",2039,"Puebla",21,54033
"2300",2039,"Queretaro",22,20049
"2301",2039,"Quintana Roo",23,14183
"2302",2039,"San Luis Potosi",24,24740
"2303",2039,"Sinaloa",25,28457
"2304",2039,"Sonora",26,27899
"2305",2039,"State of Mexico",15,153313
"2306",2039,"Tabasco",27,21348
"2307",2039,"Tamaulipas",28,32388
"2308",2039,"Tlaxcala",29,11629
"2309",2039,"Veracruz",30,78479
"2310",2039,"Yucatan",31,21203
"2311",2039,"Zacatecas",32,13531
"2312",2040,"Aguascalientes",1,12047
"2313",2040,"Baja California",2,32373
"2314",2040,"Baja California Sur",3,7262
"2315",2040,"Campeche",4,9003
"2316",2040,"Chiapas",7,43489
"2317",2040,"Chihuahua",8,33307
"2318",2040,"Coahuila",5,28436
"2319",2040,"Colima",6,7305
"2320",2040,"Durango",10,15683
"2321",2040,"Guanajuato",11,49920
"2322",2040,"Guerrero",12,29580
"2323",2040,"Hidalgo",13,28471
"2324",2040,"Jalisco",14,72396
"2325",2040,"Mexico City",9,90103
"2326",2040,"Michoacan",16,40030
"2327",2040,"Morelos",17,19722
"2328",2040,"National",0,1128177
"2329",2040,"Nayarit",18,11494
"2330",2040,"Nuevo Leon",19,51104
"2331",2040,"Oaxaca",20,35598
"2332",2040,"Puebla",21,54978
"2333",2040,"Queretaro",22,20593
"2334",2040,"Quintana Roo",23,14616
"2335",2040,"San Luis Potosi",24,25097
"2336",2040,"Sinaloa",25,28942
"2337",2040,"Sonora",26,28479
"2338",2040,"State of Mexico",15,156607
"2339",2040,"Tabasco",27,21800
"2340",2040,"Tamaulipas",28,32992
"2341",2040,"Tlaxcala",29,11888
"2342",2040,"Veracruz",30,79524
"2343",2040,"Yucatan",31,21616
"2344",2040,"Zacatecas",32,13715
"2345",2041,"Aguascalientes",1,12328
"2346",2041,"Baja California",2,33210
"2347",2041,"Baja California Sur",3,7446
"2348",2041,"Campeche",4,9196
"2349",2041,"Chiapas",7,44326
"2350",2041,"Chihuahua",8,33948
"2351",2041,"Coahuila",5,29048
"2352",2041,"Colima",6,7463
"2353",2041,"Durango",10,15963
"2354",2041,"Guanajuato",11,50841
"2355",2041,"Guerrero",12,29855
"2356",2041,"Hidalgo",13,29008
"2357",2041,"Jalisco",14,73740
"2358",2041,"Mexico City",9,91160
"2359",2041,"Michoacan",16,40558
"2360",2041,"Morelos",17,20059
"2361",2041,"National",0,1148717
"2362",2041,"Nayarit",18,11730
"2363",2041,"Nuevo Leon",19,52242
"2364",2041,"Oaxaca",20,36013
"2365",2041,"Puebla",21,55915
"2366",2041,"Queretaro",22,21150
"2367",2041,"Quintana Roo",23,15060
"2368",2041,"San Luis Potosi",24,25498
"2369",2041,"Sinaloa",25,29431
"2370",2041,"Sonora",26,29077
"2371",2041,"State of Mexico",15,159926
"2372",2041,"Tabasco",27,22265
"2373",2041,"Tamaulipas",28,33576
"2374",2041,"Tlaxcala",29,12150
"2375",2041,"Veracruz",30,80556
"2376",2041,"Yucatan",31,22041
"2377",2041,"Zacatecas",32,13911
"2378",2042,"Aguascalientes",1,12615
"2379",2042,"Baja California",2,34040
"2380",2042,"Baja California Sur",3,7654
"2381",2042,"Campeche",4,9414
"2382",2042,"Chiapas",7,45203
"2383",2042,"Chihuahua",8,34592
"2384",2042,"Coahuila",5,29645
"2385",2042,"Colima",6,7628
"2386",2042,"Durango",10,16236
"2387",2042,"Guanajuato",11,51745
"2388",2042,"Guerrero",12,30127
"2389",2042,"Hidalgo",13,29547
"2390",2042,"Jalisco",14,75101
"2391",2042,"Mexico City",9,92225
"2392",2042,"Michoacan",16,41122
"2393",2042,"Morelos",17,20416
"2394",2042,"National",0,1169405
"2395",2042,"Nayarit",18,11950
"2396",2042,"Nuevo Leon",19,53388
"2397",2042,"Oaxaca",20,36420
"2398",2042,"Puebla",21,56887
"2399",2042,"Queretaro",22,21718
"2400",2042,"Quintana Roo",23,15517
"2401",2042,"San Luis Potosi",24,25844
"2402",2042,"Sinaloa",25,29919
"2403",2042,"Sonora",26,29680
"2404",2042,"State of Mexico",15,163250
"2405",2042,"Tabasco",27,22718
"2406",2042,"Tamaulipas",28,34190
"2407",2042,"Tlaxcala",29,12409
"2408",2042,"Veracruz",30,81591
"2409",2042,"Yucatan",31,22488
"2410",2042,"Zacatecas",32,14120
"2411",2043,"Aguascalientes",1,12903
"2412",2043,"Baja California",2,34884
"2413",2043,"Baja California Sur",3,7850
"2414",2043,"Campeche",4,9631
"2415",2043,"Chiapas",7,46086
"2416",2043,"Chihuahua",8,35238
"2417",2043,"Coahuila",5,30254
"2418",2043,"Colima",6,7788
"2419",2043,"Durango",10,16510
"2420",2043,"Guanajuato",11,52683
"2421",2043,"Guerrero",12,30390
"2422",2043,"Hidalgo",13,30081
"2423",2043,"Jalisco",14,76510
"2424",2043,"Mexico City",9,93256
"2425",2043,"Michoacan",16,41685
"2426",2043,"Morelos",17,20764
"2427",2043,"National",0,1190173
"2428",2043,"Nayarit",18,12179
"2429",2043,"Nuevo Leon",19,54561
"2430",2043,"Oaxaca",20,36834
"2431",2043,"Puebla",21,57850
"2432",2043,"Queretaro",22,22270
