"","year","state","CVE_GEO","population"
"2125",2034,"Hidalgo",13,3498316
"2126",2034,"Jalisco",14,9288771
"2127",2034,"Mexico City",9,8637513
"2128",2034,"Michoacan",16,5182377
"2129",2034,"Morelos",17,2280328
"2130",2034,"National",0,140872964
"2131",2034,"Nayarit",18,1501286
"2132",2034,"Nuevo Leon",19,6519205
"2133",2034,"Oaxaca",20,4375279
"2134",2034,"Puebla",21,7281104
"2135",2034,"Queretaro",22,2756440
"2136",2034,"Quintana Roo",23,2183264
"2137",2034,"San Luis Potosi",24,3074924
"2138",2034,"Sinaloa",25,3430829
"2139",2034,"Sonora",26,3512608
"2140",2034,"State of Mexico",15,19242764
"2141",2034,"Tabasco",27,2898384
"2142",2034,"Tamaulipas",28,3991641
"2143",2034,"Tlaxcala",29,1560433
"2144",2034,"Veracruz",30,8976224
"2145",2034,"Yucatan",31,2556404
"2146",2034,"Zacatecas",32,1796740
"2147",2035,"Aguascalientes",1,1665560
"2148",2035,"Baja California",2,4327379
"2149",2035,"Baja California Sur",3,1014614
"2150",2035,"Campeche",4,1218922
"2151",2035,"Chiapas",7,6840924
"2152",2035,"Chihuahua",8,4197539
"2153",2035,"Coahuila",5,3779010
"2154",2035,"Colima",6,938265
"2155",2035,"Durango",10,2059731
"2156",2035,"Guanajuato",11,6802634
"2157",2035,"Guerrero",12,3733589
"2158",2035,"Hidalgo",13,3523429
"2159",2035,"Jalisco",14,9335706
"2160",2035,"Mexico City",9,8594097
"2161",2035,"Michoacan",16,5202533
"2162",2035,"Morelos",17,2293887
"2163",2035,"National",0,141595592
"2164",2035,"Nayarit",18,1514985
"2165",2035,"Nuevo Leon",19,6575844
"2166",2035,"Oaxaca",20,4386584
"2167",2035,"Puebla",21,7319003
"2168",2035,"Queretaro",22,2786102
"2169",2035,"Quintana Roo",23,2212429
"2170",2035,"San Luis Potosi",24,3085239
"2171",2035,"Sinaloa",25,3445425
"2172",2035,"Sonora",26,3539827
"2173",2035,"State of Mexico",15,19329449
"2174",2035,"Tabasco",27,2919075
"2175",2035,"Tamaulipas",28,4012352
"2176",2035,"Tlaxcala",29,1571134
"2177",2035,"Veracruz",30,8991084
"2178",2035,"Yucatan",31,2574838
"2179",2035,"Zacatecas",32,1804403
"2180",2036,"Aguascalientes",1,1677899
"2181",2036,"Baja California",2,4366068
"2182",2036,"Baja California Sur",3,1026664
"2183",2036,"Campeche",4,1232347
"2184",2036,"Chiapas",7,6911186
"2185",2036,"Chihuahua",8,4215687
"2186",2036,"Coahuila",5,3813273
"2187",2036,"Colima",6,947053
"2188",2036,"Durango",10,2069936
"2189",2036,"Guanajuato",11,6828101
"2190",2036,"Guerrero",12,3731909
"2191",2036,"Hidalgo",13,3547752
"2192",2036,"Jalisco",14,9380884
"2193",2036,"Mexico City",9,8548452
"2194",2036,"Michoacan",16,5221469
"2195",2036,"Morelos",17,2306828
"2196",2036,"National",0,142283509
"2197",2036,"Nayarit",18,1528463
"2198",2036,"Nuevo Leon",19,6630825
"2199",2036,"Oaxaca",20,4396944
"2200",2036,"Puebla",21,7355171
"2201",2036,"Queretaro",22,2814887
"2202",2036,"Quintana Roo",23,2240919
"2203",2036,"San Luis Potosi",24,3094923
"2204",2036,"Sinaloa",25,3459229
"2205",2036,"Sonora",26,3566436
"2206",2036,"State of Mexico",15,19409609
"2207",2036,"Tabasco",27,2939022
"2208",2036,"Tamaulipas",28,4032183
"2209",2036,"Tlaxcala",29,1581438
"2210",2036,"Veracruz",30,9003472
"2211",2036,"Yucatan",31,2592695
"2212",2036,"Zacatecas",32,1811785
"2213",2037,"Aguascalientes",1,1689629
"2214",2037,"Baja California",2,4403428
"2215",2037,"Baja California Sur",3,1038437
"2216",2037,"Campeche",4,1245597
"2217",2037,"Chiapas",7,6980912
"2218",2037,"Chihuahua",8,4232424
"2219",2037,"Coahuila",5,3847295
"2220",2037,"Colima",6,955652
"2221",2037,"Durango",10,2079561
"2222",2037,"Guanajuato",11,6851569
"2223",2037,"Guerrero",12,3729035
"2224",2037,"Hidalgo",13,3571242
"2225",2037,"Jalisco",14,9422923
"2226",2037,"Mexico City",9,8501086
"2227",2037,"Michoacan",16,5239827
"2228",2037,"Morelos",17,2319294
"2229",2037,"National",0,142936585
"2230",2037,"Nayarit",18,1541494
"2231",2037,"Nuevo Leon",19,6684148
"2232",2037,"Oaxaca",20,4406430
"2233",2037,"Puebla",21,7389487
"2234",2037,"Queretaro",22,2842871
"2235",2037,"Quintana Roo",23,2268651
"2236",2037,"San Luis Potosi",24,3103851
"2237",2037,"Sinaloa",25,3472164
"2238",2037,"Sonora",26,3592002
"2239",2037,"State of Mexico",15,19483419
"2240",2037,"Tabasco",27,2958653
"2241",2037,"Tamaulipas",28,4051386
"2242",2037,"Tlaxcala",29,1591360
"2243",2037,"Veracruz",30,9013814
"2244",2037,"Yucatan",31,2610068
"2245",2037,"Zacatecas",32,1818876
"2246",2038,"Aguascalientes",1,1700950
"2247",2038,"Baja California",2,4439574
"2248",2038,"Baja California Sur",3,1049800
"2249",2038,"Campeche",4,1258533
"2250",2038,"Chiapas",7,7049318
"2251",2038,"Chihuahua",8,4248061
"2252",2038,"Coahuila",5,3880533
"2253",2038,"Colima",6,963979
"2254",2038,"Durango",10,2088810
"2255",2038,"Guanajuato",11,6873439
"2256",2038,"Guerrero",12,3725625
"2257",2038,"Hidalgo",13,3593888
"2258",2038,"Jalisco",14,9463172
"2259",2038,"Mexico City",9,8451585
"2260",2038,"Michoacan",16,5256983
"2261",2038,"Morelos",17,2331172
"2262",2038,"National",0,143554554
"2263",2038,"Nayarit",18,1554251
"2264",2038,"Nuevo Leon",19,6735728
"2265",2038,"Oaxaca",20,4414995
"2266",2038,"Puebla",21,7422095
"2267",2038,"Queretaro",22,2869995
"2268",2038,"Quintana Roo",23,2295678
"2269",2038,"San Luis Potosi",24,3112162
"2270",2038,"Sinaloa",25,3484308
"2271",2038,"Sonora",26,3616915
"2272",2038,"State of Mexico",15,19550735
"2273",2038,"Tabasco",27,2977504
"2274",2038,"Tamaulipas",28,4069680
"2275",2038,"Tlaxcala",29,1600887
"2276",2038,"Veracruz",30,9021703
"2277",2038,"Yucatan",31,2626823
"2278",2038,"Zacatecas",32,1825673
"2279",2039,"Aguascalientes",1,1711654
"2280",2039,"Baja California",2,4474323
"2281",2039,"Baja California Sur",3,1060881
"2282",2039,"Campeche",4,1271296
"2283",2039,"Chiapas",7,7117143
"2284",2039,"Chihuahua",8,4262269
"2285",2039,"Coahuila",5,3913469
"2286",2039,"Colima",6,972104
"2287",2039,"Durango",10,2097445
"2288",2039,"Guanajuato",11,6893280
"2289",2039,"Guerrero",12,3721013
"2290",2039,"Hidalgo",13,3615696
"2291",2039,"Jalisco",14,9500194
"2292",2039,"Mexico City",9,8400464
"2293",2039,"Michoacan",16,5273540
"2294",2039,"Morelos",17,2342598
"2295",2039,"National",0,144137031
"2296",2039,"Nayarit",18,1566522
"2297",2039,"Nuevo Leon",19,6785595
"2298",2039,"Oaxaca",20,4422676
"2299",2039,"Puebla",21,7452789
"2300",2039,"Queretaro",22,2896312
"2301",2039,"Quintana Roo",23,2321911
"2302",2039,"San Luis Potosi",24,3119725
"2303",2039,"Sinaloa",25,3495565
"2304",2039,"Sonora",26,3640731
"2305",2039,"State of Mexico",15,19611724
"2306",2039,"Tabasco",27,2996030
"2307",2039,"Tamaulipas",28,4087312
"2308",2039,"Tlaxcala",29,1610006
"2309",2039,"Veracruz",30,9027540
"2310",2039,"Yucatan",31,2643073
"2311",2039,"Zacatecas",32,1832151
"2312",2040,"Aguascalientes",1,1721934
"2313",2040,"Baja California",2,4507880
"2314",2040,"Baja California Sur",3,1071528
"2315",2040,"Campeche",4,1283737
"2316",2040,"Chiapas",7,7183535
"2317",2040,"Chihuahua",8,4275354
"2318",2040,"Coahuila",5,3945596
"2319",2040,"Colima",6,979946
"2320",2040,"Durango",10,2105673
"2321",2040,"Guanajuato",11,6911510
"2322",2040,"Guerrero",12,3715886
"2323",2040,"Hidalgo",13,3636628
"2324",2040,"Jalisco",14,9535345
"2325",2040,"Mexico City",9,8347322
"2326",2040,"Michoacan",16,5288843
"2327",2040,"Morelos",17,2353396
"2328",2040,"National",0,144683623
"2329",2040,"Nayarit",18,1578491
"2330",2040,"Nuevo Leon",19,6833706
"2331",2040,"Oaxaca",20,4429418
"2332",2040,"Puebla",21,7481713
"2333",2040,"Queretaro",22,2921725
"2334",2040,"Quintana Roo",23,2347412
"2335",2040,"San Luis Potosi",24,3126656
"2336",2040,"Sinaloa",25,3506035
"2337",2040,"Sonora",26,3663862
"2338",2040,"State of Mexico",15,19666158
"2339",2040,"Tabasco",27,3013758
"2340",2040,"Tamaulipas",28,4103984
"2341",2040,"Tlaxcala",29,1618709
"2342",2040,"Veracruz",30,9030911
"2343",2040,"Yucatan",31,2658694
"2344",2040,"Zacatecas",32,1838278
"2345",2041,"Aguascalientes",1,1731576
"2346",2041,"Baja California",2,4539994
"2347",2041,"Baja California Sur",3,1081873
"2348",2041,"Campeche",4,1295972
"2349",2041,"Chiapas",7,7249272
"2350",2041,"Chihuahua",8,4287006
"2351",2041,"Coahuila",5,3977391
"2352",2041,"Colima",6,987557
"2353",2041,"Durango",10,2113271
"2354",2041,"Guanajuato",11,6927674
"2355",2041,"Guerrero",12,3709571
"2356",2041,"Hidalgo",13,3656667
"2357",2041,"Jalisco",14,9567196
"2358",2041,"Mexico City",9,8292604
"2359",2041,"Michoacan",16,5303512
"2360",2041,"Morelos",17,2363743
"2361",2041,"National",0,145193960
"2362",2041,"Nayarit",18,1589957
"2363",2041,"Nuevo Leon",19,6880058
"2364",2041,"Oaxaca",20,4435240
"2365",2041,"Puebla",21,7508687
"2366",2041,"Queretaro",22,2946293
"2367",2041,"Quintana Roo",23,2372077
"2368",2041,"San Luis Potosi",24,3132846
"2369",2041,"Sinaloa",25,3515615
"2370",2041,"Sonora",26,3685925
"2371",2041,"State of Mexico",15,19714239
"2372",2041,"Tabasco",27,3031113
"2373",2041,"Tamaulipas",28,4119958
"2374",2041,"Tlaxcala",29,1626987
"2375",2041,"Veracruz",30,9032213
"2376",2041,"Yucatan",31,2673779
"2377",2041,"Zacatecas",32,1844094
"2378",2042,"Aguascalientes",1,1740798
"2379",2042,"Baja California",2,4570853
"2380",2042,"Baja California Sur",3,1091797
"2381",2042,"Campeche",4,1307879
"2382",2042,"Chiapas",7,7313536
"2383",2042,"Chihuahua",8,4297544
"2384",2042,"Coahuila",5,4008297
"2385",2042,"Colima",6,994882
"2386",2042,"Durango",10,2120452
"2387",2042,"Guanajuato",11,6942139
"2388",2042,"Guerrero",12,3702718
"2389",2042,"Hidalgo",13,3675796
"2390",2042,"Jalisco",14,9597125
"2391",2042,"Mexico City",9,8235951
"2392",2042,"Michoacan",16,5316881
"2393",2042,"Morelos",17,2373454
"2394",2042,"National",0,145667702
"2395",2042,"Nayarit",18,1601095
"2396",2042,"Nuevo Leon",19,6924599
"2397",2042,"Oaxaca",20,4440087
"2398",2042,"Puebla",21,7533863
"2399",2042,"Queretaro",22,2969935
"2400",2042,"Quintana Roo",23,2395983
"2401",2042,"San Luis Potosi",24,3138357
"2402",2042,"Sinaloa",25,3524399
"2403",2042,"Sonora",26,3707244
"2404",2042,"State of Mexico",15,19755802
"2405",2042,"Tabasco",27,3047636
"2406",2042,"Tamaulipas",28,4134961
"2407",2042,"Tlaxcala",29,1634840
"2408",2042,"Veracruz",30,9031027
"2409",2042,"Yucatan",31,2688231
"2410",2042,"Zacatecas",32,1849541
"2411",2043,"Aguascalientes",1,1749383
"2412",2043,"Baja California",2,4600232
"2413",2043,"Baja California Sur",3,1101378
"2414",2043,"Campeche",4,1319566
"2415",2043,"Chiapas",7,7377089
"2416",2043,"Chihuahua",8,4306689
"2417",2043,"Coahuila",5,4038837
"2418",2043,"Colima",6,1001975
"2419",2043,"Durango",10,2126998
"2420",2043,"Guanajuato",11,6954467
"2421",2043,"Guerrero",12,3694728
"2422",2043,"Hidalgo",13,3694007
"2423",2043,"Jalisco",14,9623732
"2424",2043,"Mexico City",9,8177783
"2425",2043,"Michoacan",16,5329566
"2426",2043,"Morelos",17,2382650
"2427",2043,"National",0,146104562
"2428",2043,"Nayarit",18,1611725
"2429",2043,"Nuevo Leon",19,6967348
"2430",2043,"Oaxaca",20,4444026
"2431",2043,"Puebla",21,7557059
"2432",2043,"Queretaro",22,2992692
"2433",2043,"Quintana Roo",23,2419019
"2434",2043,"San Luis Potosi",24,3143115
"2435",2043,"Sinaloa",25,3532304
"2436",2043,"Sonora",26,3727471
"2437",2043,"State of Mexico",15,19790978
"2438",2043,"Tabasco",27,3063768
"2439",2043,"Tamaulipas",28,4149233
"2440",2043,"Tlaxcala",29,1642263
"2441",2043,"Veracruz",30,9027758
"2442",2043,"Yucatan",31,2702101
"2443",2043,"Zacatecas",32,1854622
"2444",2044,"Aguascalientes",1,1757537
"2445",2044,"Baja California",2,4628348
"2446",2044,"Baja California Sur",3,1110523
"2447",2044,"Campeche",4,1330888
"2448",2044,"Chiapas",7,7439097
"2449",2044,"Chihuahua",8,4314718
"2450",2044,"Coahuila",5,4068464
"2451",2044,"Colima",6,1008773
"2452",2044,"Durango",10,2133137
"2453",2044,"Guanajuato",11,6965040
"2454",2044,"Guerrero",12,3686215
"2455",2044,"Hidalgo",13,3711266
"2456",2044,"Jalisco",14,9648321
"2457",2044,"Mexico City",9,8117736
"2458",2044,"Michoacan",16,5340941
"2459",2044,"Morelos",17,2391207
"2460",2044,"National",0,146504411
"2461",2044,"Nayarit",18,1622010
"2462",2044,"Nuevo Leon",19,7008270
"2463",2044,"Oaxaca",20,4446984
"2464",2044,"Puebla",21,7578409
"2465",2044,"Queretaro",22,3014502
"2466",2044,"Quintana Roo",23,2441289
"2467",2044,"San Luis Potosi",24,3147206
"2468",2044,"Sinaloa",25,3539421
"2469",2044,"Sonora",26,3746983
"2470",2044,"State of Mexico",15,19819640
"2471",2044,"Tabasco",27,3079064
"2472",2044,"Tamaulipas",28,4162541
"2473",2044,"Tlaxcala",29,1649255
"2474",2044,"Veracruz",30,9021991
"2475",2044,"Yucatan",31,2715315
"2476",2044,"Zacatecas",32,1859320
"2477",2045,"Aguascalientes",1,1765048
"2478",2045,"Baja California",2,4654973
"2479",2045,"Baja California Sur",3,1119331
"2480",2045,"Campeche",4,1341976
"2481",2045,"Chiapas",7,7500334
"2482",2045,"Chihuahua",8,4321362
"2483",2045,"Coahuila",5,4097688
"2484",2045,"Colima",6,1015342
"2485",2045,"Durango",10,2138612
"2486",2045,"Guanajuato",11,6973414
"2487",2045,"Guerrero",12,3676575
"2488",2045,"Hidalgo",13,3727598
"2489",2045,"Jalisco",14,9669552
"2490",2045,"Mexico City",9,8056314
"2491",2045,"Michoacan",16,5351611
"2492",2045,"Morelos",17,2399234
"2493",2045,"National",0,146867295
"2494",2045,"Nayarit",18,1631757
"2495",2045,"Nuevo Leon",19,7047402
"2496",2045,"Oaxaca",20,4449035
"2497",2045,"Puebla",21,7597794
"2498",2045,"Queretaro",22,3035409
"2499",2045,"Quintana Roo",23,2462681
"2500",2045,"San Luis Potosi",24,3150515
"2501",2045,"Sinaloa",25,3545656
"2502",2045,"Sonora",26,3765407
"2503",2045,"State of Mexico",15,19841984
"2504",2045,"Tabasco",27,3093941
"2505",2045,"Tamaulipas",28,4175165
"2506",2045,"Tlaxcala",29,1655798
"2507",2045,"Veracruz",30,9014165
"2508",2045,"Yucatan",31,2727960
"2509",2045,"Zacatecas",32,1863662
"2510",2046,"Aguascalientes",1,1772139
"2511",2046,"Baja California",2,4680306
"2512",2046,"Baja California Sur",3,1127692
"2513",2046,"Campeche",4,1352688
"2514",2046,"Chiapas",7,7560000
"2515",2046,"Chihuahua",8,4326932
"2516",2046,"Coahuila",5,4125964
"2517",2046,"Colima",6,1021598
"2518",2046,"Durango",10,2143688
"2519",2046,"Guanajuato",11,6980074
"2520",2046,"Guerrero",12,3666458
"2521",2046,"Hidalgo",13,3743005
"2522",2046,"Jalisco",14,9688810
"2523",2046,"Mexico City",9,7993107
"2524",2046,"Michoacan",16,5360963
"2525",2046,"Morelos",17,2406628
"2526",2046,"National",0,147193389
"2527",2046,"Nayarit",18,1641155
"2528",2046,"Nuevo Leon",19,7084718
"2529",2046,"Oaxaca",20,4450155
"2530",2046,"Puebla",21,7615355
"2531",2046,"Queretaro",22,3055354
"2532",2046,"Quintana Roo",23,2483258
"2533",2046,"San Luis Potosi",24,3153169
"2534",2046,"Sinaloa",25,3551104
"2535",2046,"Sonora",26,3783113
"2536",2046,"State of Mexico",15,19857867
"2537",2046,"Tabasco",27,3107960
"2538",2046,"Tamaulipas",28,4186827
"2539",2046,"Tlaxcala",29,1661893
"2540",2046,"Veracruz",30,9003899
"2541",2046,"Yucatan",31,2739912
"2542",2046,"Zacatecas",32,1867598
"2543",2047,"Aguascalientes",1,1778608
"2544",2047,"Baja California",2,4704149
"2545",2047,"Baja California Sur",3,1135697
"2546",2047,"Campeche",4,1363163
"2547",2047,"Chiapas",7,7618887
"2548",2047,"Chihuahua",8,4331157
"2549",2047,"Coahuila",5,4153810
"2550",2047,"Colima",6,1027607
"2551",2047,"Durango",10,2148141
"2552",2047,"Guanajuato",11,6984563
"2553",2047,"Guerrero",12,3655281
"2554",2047,"Hidalgo",13,3757474
"2555",2047,"Jalisco",14,9704759
"2556",2047,"Mexico City",9,7928599
"2557",2047,"Michoacan",16,5369626
"2558",2047,"Morelos",17,2413498
"2559",2047,"National",0,147482940
"2560",2047,"Nayarit",18,1650028
"2561",2047,"Nuevo Leon",19,7120223
"2562",2047,"Oaxaca",20,4450408
"2563",2047,"Puebla",21,7630977
"2564",2047,"Queretaro",22,3074373
"2565",2047,"Quintana Roo",23,2502937
"2566",2047,"San Luis Potosi",24,3155046
"2567",2047,"Sinaloa",25,3555705
"2568",2047,"Sonora",26,3799724
"2569",2047,"State of Mexico",15,19867550
"2570",2047,"Tabasco",27,3121555
"2571",2047,"Tamaulipas",28,4197797
"2572",2047,"Tlaxcala",29,1667543
"2573",2047,"Veracruz",30,8991609
"2574",2047,"Yucatan",31,2751274
"2575",2047,"Zacatecas",32,1871172
"2576",2048,"Aguascalientes",1,1784630
"2577",2048,"Baja California",2,4726695
"2578",2048,"Baja California Sur",3,1143254
"2579",2048,"Campeche",4,1373262
"2580",2048,"Chiapas",7,7676172
"2581",2048,"Chihuahua",8,4334320
"2582",2048,"Coahuila",5,4180694
"2583",2048,"Colima",6,1033312
"2584",2048,"Durango",10,2152198
"2585",2048,"Guanajuato",11,6987342
"2586",2048,"Guerrero",12,3643614
"2587",2048,"Hidalgo",13,3770995
"2588",2048,"Jalisco",14,9718714
"2589",2048,"Mexico City",9,7862475
"2590",2048,"Michoacan",16,5377067
"2591",2048,"Morelos",17,2419730
"2592",2048,"National",0,147736207
"2593",2048,"Nayarit",18,1658571
"2594",2048,"Nuevo Leon",19,7153910
"2595",2048,"Oaxaca",20,4449716
"2596",2048,"Puebla",21,7644823
"2597",2048,"Queretaro",22,3092403
"2598",2048,"Quintana Roo",23,2521792
"2599",2048,"San Luis Potosi",24,3156272
"2600",2048,"Sinaloa",25,3559532
"2601",2048,"Sonora",26,3815631
"2602",2048,"State of Mexico",15,19870944
"2603",2048,"Tabasco",27,3134295
"2604",2048,"Tamaulipas",28,4207822
"2605",2048,"Tlaxcala",29,1672761
"2606",2048,"Veracruz",30,8976968
"2607",2048,"Yucatan",31,2761939
"2608",2048,"Zacatecas",32,1874354
"2609",2049,"Aguascalientes",1,1790035
"2610",2049,"Baja California",2,4747759
"2611",2049,"Baja California Sur",3,1150481
"2612",2049,"Campeche",4,1383095
"2613",2049,"Chiapas",7,7732671
"2614",2049,"Chihuahua",8,4336185
"2615",2049,"Coahuila",5,4207130
"2616",2049,"Colima",6,1038748
"2617",2049,"Durango",10,2155647
"2618",2049,"Guanajuato",11,6987979
"2619",2049,"Guerrero",12,3630920
"2620",2049,"Hidalgo",13,3783631
"2621",2049,"Jalisco",14,9729400
"2622",2049,"Mexico City",9,7795136
"2623",2049,"Michoacan",16,5383826
"2624",2049,"Morelos",17,2425457
"2625",2049,"National",0,147953422
"2626",2049,"Nayarit",18,1666573
"2627",2049,"Nuevo Leon",19,7185804
"2628",2049,"Oaxaca",20,4448190
"2629",2049,"Puebla",21,7656739
"2630",2049,"Queretaro",22,3109505
"2631",2049,"Quintana Roo",23,2539741
"2632",2049,"San Luis Potosi",24,3156716
"2633",2049,"Sinaloa",25,3562528
"2634",2049,"Sonora",26,3830476
"2635",2049,"State of Mexico",15,19868218
"2636",2049,"Tabasco",27,3146599
"2637",2049,"Tamaulipas",28,4217202
"2638",2049,"Tlaxcala",29,1677533
"2639",2049,"Veracruz",30,8960342
"2640",2049,"Yucatan",31,2771983
"2641",2049,"Zacatecas",32,1877173
"2642",2050,"Aguascalientes",1,1795004
"2643",2050,"Baja California",2,4767528
"2644",2050,"Baja California Sur",3,1157238
"2645",2050,"Campeche",4,1392554
"2646",2050,"Chiapas",7,7787547
"2647",2050,"Chihuahua",8,4337029
"2648",2050,"Coahuila",5,4232602
"2649",2050,"Colima",6,1043892
"2650",2050,"Durango",10,2158693
"2651",2050,"Guanajuato",11,6986885
"2652",2050,"Guerrero",12,3617784
"2653",2050,"Hidalgo",13,3795322
"2654",2050,"Jalisco",14,9738084
"2655",2050,"Mexico City",9,7726285
"2656",2050,"Michoacan",16,5389362
"2657",2050,"Morelos",17,2430540
"2658",2050,"National",0,148134871
"2659",2050,"Nayarit",18,1674237
"2660",2050,"Nuevo Leon",19,7215915
"2661",2050,"Oaxaca",20,4445799
"2662",2050,"Puebla",21,7666887
"2663",2050,"Queretaro",22,3125604
"2664",2050,"Quintana Roo",23,2556873
"2665",2050,"San Luis Potosi",24,3156521
"2666",2050,"Sinaloa",25,3564762
"2667",2050,"Sonora",26,3844620
"2668",2050,"State of Mexico",15,19859358
"2669",2050,"Tabasco",27,3158067
"2670",2050,"Tamaulipas",28,4225678
"2671",2050,"Tlaxcala",29,1681852
"2672",2050,"Veracruz",30,8941419
"2673",2050,"Yucatan",31,2781311
"2674",2050,"Zacatecas",32,1879619
"2675",2051,"Aguascalientes",1,1799356
"2676",2051,"Baja California",2,4785815
"2677",2051,"Baja California Sur",3,1163662
"2678",2051,"Campeche",4,1401750
"2679",2051,"Chiapas",7,7841613
"2680",2051,"Chihuahua",8,4336601
"2681",2051,"Coahuila",5,4257624
"2682",2051,"Colima",6,1048771
"2683",2051,"Durango",10,2161129
"2684",2051,"Guanajuato",11,6983658
"2685",2051,"Guerrero",12,3603676
"2686",2051,"Hidalgo",13,3806089
"2687",2051,"Jalisco",14,9743534
"2688",2051,"Mexico City",9,7656308
"2689",2051,"Michoacan",16,5394251
"2690",2051,"Morelos",17,2435096
"2691",2051,"National",0,148280825
"2692",2051,"Nayarit",18,1681394
"2693",2051,"Nuevo Leon",19,7244252
"2694",2051,"Oaxaca",20,4442583
"2695",2051,"Puebla",21,7675104
"2696",2051,"Queretaro",22,3140760
"2697",2051,"Quintana Roo",23,2573085
"2698",2051,"San Luis Potosi",24,3155562
"2699",2051,"Sinaloa",25,3566176
"2700",2051,"Sonora",26,3857719
"2701",2051,"State of Mexico",15,19844579
"2702",2051,"Tabasco",27,3169112
"2703",2051,"Tamaulipas",28,4233521
"2704",2051,"Tlaxcala",29,1685717
"2705",2051,"Veracruz",30,8920597
"2706",2051,"Yucatan",31,2790022
"2707",2051,"Zacatecas",32,1881709
