"","year","state","CVE_GEO","age","population","births_grouped","births","ferty_rate","birth_rate"
"1716",2020,"MCMA",33,31,356379.8,44417,559.578070589912,12.432,0.00157017336726131
"1717",2020,"MCMA",33,31,356379.8,44417,236.137286225881,12.432,0.000662600086272793
"1718",2020,"MCMA",33,31,356379.8,44417,4.76718883959592,12.432,1.33767088920189e-05
"1719",2020,"MCMA",33,31,356379.8,44417,19.5625677481426,12.432,5.48924707521094e-05
"1720",2020,"MCMA",33,31,356379.8,44417,14.7637242681775,12.432,4.14269390918832e-05
"1721",2020,"MCMA",33,31,356379.8,44417,2.05755162399558,12.432,5.77347993347429e-06
"1722",2020,"MCMA",33,31,356379.8,44417,14.6624294189962,12.432,4.11427062336199e-05
"1723",2020,"MCMA",33,31,356379.8,44417,303.485699075311,12.432,0.000851579407910637
"1724",2020,"MCMA",33,31,356379.8,44417,7.90099823614303,12.432,2.21701629445413e-05
"1725",2020,"MCMA",33,31,356379.8,44417,19.6195461008071,12.432,5.50523517348826e-05
"1726",2020,"MCMA",33,31,356379.8,44417,6.75510025477934,12.432,1.89547787354371e-05
"1727",2020,"MCMA",33,31,356379.8,44417,35.3202477239118,12.432,9.91084447657018e-05
"1728",2020,"MCMA",33,31,356379.8,44417,30.6226990931281,12.432,8.59271459637389e-05
"1729",2020,"MCMA",33,31,356379.8,44417,16.10588101983,12.432,4.51930244638726e-05
"1730",2020,"MCMA",33,31,356379.8,44417,10.0851684216153,12.432,2.82989339508448e-05
"1731",2020,"MCMA",33,31,356379.8,44417,52.5213793005149,12.432,0.000147374737009547
"1732",2020,"MCMA",33,31,356379.8,44417,20.4109121100362,12.432,5.7272920940065e-05
"1733",2020,"MCMA",33,31,356379.8,44417,139.457683610384,12.432,0.000391317587614067
"1734",2020,"MCMA",33,31,356379.8,44417,24.0385338963422,12.432,6.74520101766212e-05
"1735",2020,"MCMA",33,31,356379.8,8897,96.8647456236914,14.554,0.000271802009046785
"1736",2020,"MCMA",33,31,356379.8,20485,163.150539200809,10.982,0.000457799626131474
"1737",2020,"MCMA",33,31,356379.8,44417,24.0005483278992,12.432,6.73454228547724e-05
"1738",2020,"MCMA",33,31,356379.8,44417,369.985767562849,12.432,0.00103817827936053
"1739",2020,"MCMA",33,31,356379.8,20485,306.417745405497,10.982,0.00085980671577204
"1740",2020,"MCMA",33,31,356379.8,44417,5.57754763304648,12.432,1.56505717581257e-05
"1741",2020,"MCMA",33,31,356379.8,44417,86.2778877901901,12.432,0.000242095337025808
"1742",2020,"MCMA",33,31,356379.8,44417,273.20487009817,12.432,0.000766611547843537
"1743",2020,"MCMA",33,31,356379.8,44417,221.614137224509,12.432,0.000621848200219285
"1744",2020,"MCMA",33,31,356379.8,20485,181.37048052605,10.982,0.000508924693616332
"1745",2020,"MCMA",33,31,356379.8,44417,22.9052977711262,12.432,6.42721550747999e-05
"1746",2020,"MCMA",33,31,356379.8,20485,191.096624515259,10.982,0.0005362162067414
"1747",2020,"MCMA",33,31,356379.8,44417,120.762453008356,12.432,0.000338858860710837
"1748",2020,"MCMA",33,32,356379.8,44417,104.029399390928,12.432,0.000291905992962922
"1749",2020,"MCMA",33,32,356379.8,20485,344.591123745274,10.982,0.000966921031285369
"1750",2020,"MCMA",33,32,356379.8,44417,27.5158371852463,12.432,7.72093064344451e-05
"1751",2020,"MCMA",33,32,356379.8,44417,15.7563831803419,12.432,4.42123352118775e-05
"1752",2020,"MCMA",33,32,356379.8,44417,35.5675289164732,12.432,9.98023145994054e-05
"1753",2020,"MCMA",33,32,356379.8,44417,286.782881303212,12.432,0.000804711381798891
"1754",2020,"MCMA",33,32,356379.8,44417,15.2487346194744,12.432,4.27878757984443e-05
"1755",2020,"MCMA",33,32,356379.8,44417,14.4005117076452,12.432,4.04077663987836e-05
"1756",2020,"MCMA",33,32,356379.8,44417,5.6355416187438,12.432,1.58133026022906e-05
"1757",2020,"MCMA",33,32,356379.8,20485,173.889291640597,10.982,0.000487932513685112
"1758",2020,"MCMA",33,32,356379.8,20485,224.175366556949,10.982,0.000629034997373445
"1759",2020,"MCMA",33,32,356379.8,44417,210.340004340184,12.432,0.000590213037720386
"1760",2020,"MCMA",33,32,356379.8,44417,15.730679455741,12.432,4.41402106846151e-05
"1761",2020,"MCMA",33,32,356379.8,44417,129.68814247376,12.432,0.000363904302302656
"1762",2020,"MCMA",33,32,356379.8,44417,14.0535114255333,12.432,3.94340852807407e-05
"1763",2020,"MCMA",33,32,356379.8,44417,371.650154004181,12.432,0.00104284853968766
"1764",2020,"MCMA",33,32,356379.8,44417,149.782029180501,12.432,0.00042028765149007
"1765",2020,"MCMA",33,32,356379.8,44417,7.78180262291762,12.432,2.18357006287046e-05
"1766",2020,"MCMA",33,32,356379.8,20485,269.178728815865,10.982,0.000755314214823244
"1767",2020,"MCMA",33,32,356379.8,44417,22.593573924177,12.432,6.33974594636873e-05
"1768",2020,"MCMA",33,32,356379.8,20485,92.4474715051277,10.982,0.000259407159174363
"1769",2020,"MCMA",33,32,356379.8,20485,276.305932918038,10.982,0.000775313115159833
"1770",2020,"MCMA",33,32,356379.8,44417,298.702983586872,12.432,0.000838159131316849
"1771",2020,"MCMA",33,32,356379.8,44417,103.624565728464,12.432,0.000290770031658539
"1772",2020,"MCMA",33,32,356379.8,44417,859.763884174967,12.432,0.00241249331240145
"1773",2020,"MCMA",33,32,356379.8,44417,4.83230022496618,12.432,1.35594111253393e-05
"1774",2020,"MCMA",33,32,356379.8,20485,500.185957944561,10.982,0.00140351938562332
"1775",2020,"MCMA",33,32,356379.8,44417,95.8042075186447,12.432,0.00026882614423894
"1776",2020,"MCMA",33,32,356379.8,44417,23.6795562885643,12.432,6.64447207405255e-05
"1777",2020,"MCMA",33,32,356379.8,44417,154.325162503707,12.432,0.000433035661683707
"1778",2020,"MCMA",33,32,356379.8,44417,6.33596811411789,12.432,1.77786959701922e-05
"1779",2020,"MCMA",33,32,356379.8,44417,272.75507360228,12.432,0.000765349421045413
"1780",2020,"MCMA",33,32,356379.8,20485,167.219031038329,10.982,0.000469215794605442
"1781",2020,"MCMA",33,32,356379.8,20485,826.989720083784,10.982,0.00232052916602957
"1782",2020,"MCMA",33,32,356379.8,44417,15.1844753079722,12.432,4.26075644802881e-05
"1783",2020,"MCMA",33,32,356379.8,44417,10.294341702654,12.432,2.88858731686084e-05
"1784",2020,"MCMA",33,32,356379.8,44417,13.9249928025289,12.432,3.90734626444284e-05
"1785",2020,"MCMA",33,32,356379.8,20485,109.906056690514,10.982,0.000308395865002771
"1786",2020,"MCMA",33,32,356379.8,44417,157.210405590156,12.432,0.000441131639868916
"1787",2020,"MCMA",33,32,356379.8,44417,33.0935454236381,12.432,9.28603288503952e-05
"1788",2020,"MCMA",33,32,356379.8,20485,190.350402600582,10.982,0.000534122311647804
"1789",2020,"MCMA",33,32,356379.8,20485,62.2056132858192,10.982,0.000174548650865788
"1790",2020,"MCMA",33,32,356379.8,44417,474.002385364901,12.432,0.00133004840724671
"1791",2020,"MCMA",33,32,356379.8,44417,25.0097240366601,12.432,7.01771650263569e-05
"1792",2020,"MCMA",33,32,356379.8,44417,567.975202505733,12.432,0.0015937356789182
"1793",2020,"MCMA",33,32,356379.8,44417,239.680805972093,12.432,0.000672543185590464
"1794",2020,"MCMA",33,32,356379.8,44417,4.8387261561164,12.432,1.35774422571549e-05
"1795",2020,"MCMA",33,32,356379.8,44417,19.8561272541829,12.432,5.57161973102371e-05
"1796",2020,"MCMA",33,32,356379.8,44417,14.9852714423153,12.432,4.20485993940042e-05
"1797",2020,"MCMA",33,32,356379.8,44417,2.08842762382182,12.432,5.86011784007349e-06
"1798",2020,"MCMA",33,32,356379.8,44417,14.8824565439118,12.432,4.17601012849544e-05
"1799",2020,"MCMA",33,32,356379.8,44417,308.039861548144,12.432,0.000864358365844931
"1800",2020,"MCMA",33,32,356379.8,44417,8.01956207547579,12.432,2.25028525058822e-05
"1801",2020,"MCMA",33,32,356379.8,44417,19.9139606345348,12.432,5.58784774965776e-05
"1802",2020,"MCMA",33,32,356379.8,44417,6.85646853728579,12.432,1.92392176472566e-05
"1803",2020,"MCMA",33,32,356379.8,44417,35.8502698870829,12.432,0.000100595684399292
"1804",2020,"MCMA",33,32,356379.8,44417,31.0822289736189,12.432,8.72165845921091e-05
"1805",2020,"MCMA",33,32,356379.8,44417,16.3475688461622,12.432,4.58711993389137e-05
"1806",2020,"MCMA",33,32,356379.8,44417,10.236508322302,12.432,2.87235929822679e-05
"1807",2020,"MCMA",33,32,356379.8,44417,53.3095248222333,12.432,0.000149586269542307
"1808",2020,"MCMA",33,32,356379.8,44417,20.7172020283125,12.432,5.8132368973529e-05
"1809",2020,"MCMA",33,32,356379.8,44417,141.550411377068,12.432,0.000397189771634273
"1810",2020,"MCMA",33,32,356379.8,44417,24.3992605773891,12.432,6.84642075038739e-05
"1811",2020,"MCMA",33,32,356379.8,8897,98.2818335121876,14.554,0.000275778350827369
"1812",2020,"MCMA",33,32,356379.8,20485,164.516377410843,10.982,0.000461632161561466
"1813",2020,"MCMA",33,32,356379.8,44417,24.3607049904878,12.432,6.83560207129803e-05
"1814",2020,"MCMA",33,32,356379.8,44417,375.537842350065,12.432,0.00105375737443611
"1815",2020,"MCMA",33,32,356379.8,20485,308.982965642937,10.982,0.000867004711386383
"1816",2020,"MCMA",33,32,356379.8,44417,5.66124534334469,12.432,1.5885427129553e-05
"1817",2020,"MCMA",33,32,356379.8,44417,87.5725897152116,12.432,0.000245728264383143
"1818",2020,"MCMA",33,32,356379.8,44417,277.304632856636,12.432,0.000778115462370865
"1819",2020,"MCMA",33,32,356379.8,44417,224.939719913486,12.432,0.000631179769205453
"1820",2020,"MCMA",33,32,356379.8,20485,182.888849596039,10.982,0.000513185229903713
"1821",2020,"MCMA",33,32,356379.8,44417,23.2490189014995,12.432,6.52366349088796e-05
"1822",2020,"MCMA",33,32,356379.8,20485,192.696417398874,10.982,0.000540705217857111
"1823",2020,"MCMA",33,32,356379.8,44417,122.574636690465,12.432,0.000343943839382775
"1824",2020,"MCMA",33,33,356379.8,44417,105.706645448899,12.432,0.000296612337312326
"1825",2020,"MCMA",33,33,356379.8,20485,348.214310650522,10.982,0.000977087676267066
"1826",2020,"MCMA",33,33,356379.8,44417,27.9594697518183,12.432,7.84541372766309e-05
"1827",2020,"MCMA",33,33,356379.8,44417,16.0104203249553,12.432,4.49251622144556e-05
"1828",2020,"MCMA",33,33,356379.8,44417,36.1409773648562,12.432,0.000101411408179858
"1829",2020,"MCMA",33,33,356379.8,44417,291.406626705721,12.432,0.000817685589098263
"1830",2020,"MCMA",33,33,356379.8,44417,15.4945870436863,12.432,4.34777365150502e-05
"1831",2020,"MCMA",33,33,356379.8,44417,14.6326883965027,12.432,4.10592530679425e-05
"1832",2020,"MCMA",33,33,356379.8,44417,5.72640237560594,12.432,1.60682574478294e-05
"1833",2020,"MCMA",33,33,356379.8,20485,175.717642288715,10.982,0.000493062856785695
"1834",2020,"MCMA",33,33,356379.8,20485,226.532447736988,10.982,0.000635648955796562
"1835",2020,"MCMA",33,33,356379.8,44417,213.731275895906,12.432,0.000599728929349827
"1836",2020,"MCMA",33,33,356379.8,44417,15.9843021841315,12.432,4.48518748372705e-05
"1837",2020,"MCMA",33,33,356379.8,44417,131.779079526202,12.432,0.000369771461587334
"1838",2020,"MCMA",33,33,356379.8,44417,14.2800934953822,12.432,4.00698734759439e-05
"1839",2020,"MCMA",33,33,356379.8,44417,377.642198170519,12.432,0.00105966218671911
"1840",2020,"MCMA",33,33,356379.8,44417,152.196936115164,12.432,0.000427063868701773
"1841",2020,"MCMA",33,33,356379.8,44417,7.90726713438858,12.432,2.21877534427838e-05
"1842",2020,"MCMA",33,33,356379.8,20485,272.008995698008,10.982,0.000763255930044319
"1843",2020,"MCMA",33,33,356379.8,44417,22.9578457840712,12.432,6.44196045456876e-05
"1844",2020,"MCMA",33,33,356379.8,20485,93.4195060269115,10.982,0.00026213468335442
"1845",2020,"MCMA",33,33,356379.8,20485,279.21113844716,10.982,0.000783465107862903
"1846",2020,"MCMA",33,33,356379.8,44417,303.518914512732,12.432,0.000851672610267845
"1847",2020,"MCMA",33,33,356379.8,44417,105.295284730925,12.432,0.00029545806112166
"1848",2020,"MCMA",33,33,356379.8,44417,873.625692413423,12.432,0.00245138947946383
"1849",2020,"MCMA",33,33,356379.8,44417,4.91021047486393,12.432,1.37780269107955e-05
"1850",2020,"MCMA",33,33,356379.8,20485,505.445139299311,10.982,0.00141827662314001
"1851",2020,"MCMA",33,33,356379.8,44417,97.3488403853009,12.432,0.000273160376613099
"1852",2020,"MCMA",33,33,356379.8,44417,24.0613372338744,12.432,6.75159962317573e-05
"1853",2020,"MCMA",33,33,356379.8,44417,156.813317505761,12.432,0.000440017412619236
"1854",2020,"MCMA",33,33,356379.8,44417,6.43812171305297,12.432,1.80653384761229e-05
"1855",2020,"MCMA",33,33,356379.8,44417,277.152651351163,12.432,0.000777689002999504
"1856",2020,"MCMA",33,33,356379.8,20485,168.977247550064,10.982,0.000474149341657591
"1857",2020,"MCMA",33,33,356379.8,20485,835.685063980098,10.982,0.00234492825906546
"1858",2020,"MCMA",33,33,356379.8,44417,15.4292916916269,12.432,4.32945180720875e-05
"1859",2020,"MCMA",33,33,356379.8,44417,10.4603153999096,12.432,2.93515945626256e-05
"1860",2020,"MCMA",33,33,356379.8,44417,14.1495027912635,12.432,3.97034365900185e-05
"1861",2020,"MCMA",33,33,356379.8,20485,111.061658672018,10.982,0.000311638478589465
"1862",2020,"MCMA",33,33,356379.8,44417,159.745078813226,12.432,0.000448243920708261
"1863",2020,"MCMA",33,33,356379.8,44417,33.6271063105708,12.432,9.43574981257938e-05
"1864",2020,"MCMA",33,33,356379.8,20485,192.351832813338,10.982,0.000539738315172009
"1865",2020,"MCMA",33,33,356379.8,20485,62.8596712343829,10.982,0.000176383934314972
"1866",2020,"MCMA",33,33,356379.8,44417,481.644634930669,12.432,0.00135149252267011
"1867",2020,"MCMA",33,33,356379.8,44417,25.4129510215032,12.432,7.13086180010854e-05
"1868",2020,"MCMA",33,33,356379.8,44417,577.132557782278,12.432,0.00161943117365877
"1869",2020,"MCMA",33,33,356379.8,44417,243.54513364621,12.432,0.000683386470406599
"1870",2020,"MCMA",33,33,356379.8,44417,4.91674001006986,12.432,1.37963487550918e-05
"1871",2020,"MCMA",33,33,356379.8,44417,20.1762637863425,12.432,5.66144988754763e-05
"1872",2020,"MCMA",33,33,356379.8,44417,15.2268761002429,12.432,4.27265408989032e-05
"1873",2020,"MCMA",33,33,356379.8,44417,2.12209894192922,12.432,5.95459939628796e-06
"1874",2020,"MCMA",33,33,356379.8,44417,15.1224035369479,12.432,4.24333913901628e-05
"1875",2020,"MCMA",33,33,356379.8,44417,313.006329166958,12.432,0.000878294250030326
"1876",2020,"MCMA",33,33,356379.8,44417,8.14885993700822,12.432,2.28656616817458e-05
"1877",2020,"MCMA",33,33,356379.8,44417,20.2350296031959,12.432,5.67793954741427e-05
"1878",2020,"MCMA",33,33,356379.8,44417,6.96701406473379,12.432,1.95494078641208e-05
"1879",2020,"MCMA",33,33,356379.8,44417,36.4282769139174,12.432,0.000102217569328894
"1880",2020,"MCMA",33,33,356379.8,44417,31.5833617911128,12.432,8.86227608610611e-05
"1881",2020,"MCMA",33,33,356379.8,44417,16.6111375639014,12.432,4.66107718897125e-05
"1882",2020,"MCMA",33,33,356379.8,44417,10.4015495830562,12.432,2.91866979639591e-05
"1883",2020,"MCMA",33,33,356379.8,44417,54.1690240684457,12.432,0.000151998020281861
"1884",2020,"MCMA",33,33,356379.8,44417,21.0512215039379,12.432,5.90696260111766e-05
"1885",2020,"MCMA",33,33,356379.8,44417,143.83260151636,12.432,0.00040359358615825
"1886",2020,"MCMA",33,33,356379.8,44417,24.7926451769393,12.432,6.95680427929396e-05
"1887",2020,"MCMA",33,33,356379.8,8897,99.7387829488376,14.554,0.000279866543919823
"1888",2020,"MCMA",33,33,356379.8,20485,166.246177000151,10.982,0.000466485970866338
"1889",2020,"MCMA",33,33,356379.8,44417,24.7534679657037,12.432,6.9458111727162e-05
"1890",2020,"MCMA",33,33,356379.8,44417,381.59256697011,12.432,0.00107074690251835
"1891",2020,"MCMA",33,33,356379.8,20485,312.231752271259,10.982,0.000876120790996738
"1892",2020,"MCMA",33,33,356379.8,44417,5.75252051642968,12.432,1.61415448250144e-05
"1893",2020,"MCMA",33,33,356379.8,44417,88.9845057864968,12.432,0.000249690094069576
"1894",2020,"MCMA",33,33,356379.8,44417,281.775562276965,12.432,0.000790660868761264
"1895",2020,"MCMA",33,33,356379.8,44417,228.566379883792,12.432,0.000641356159590954
"1896",2020,"MCMA",33,33,356379.8,20485,184.811825666259,10.982,0.000518581091482342
"1897",2020,"MCMA",33,33,356379.8,44417,23.6238583750767,12.432,6.62884326639072e-05
"1898",2020,"MCMA",33,33,356379.8,20485,194.722514672128,10.982,0.000546390437034107
"1899",2020,"MCMA",33,33,356379.8,44417,124.550884053231,12.432,0.000349489179951363
"1900",2020,"MCMA",33,34,356379.8,44417,107.44086826269,12.432,0.000301478558163763
"1901",2020,"MCMA",33,34,356379.8,20485,351.909610656592,10.982,0.000987456670261871
"1902",2020,"MCMA",33,34,356379.8,44417,28.4181727037395,12.432,7.97412555474231e-05
"1903",2020,"MCMA",33,34,356379.8,44417,16.2730872184889,12.432,4.56622042508831e-05
"1904",2020,"MCMA",33,34,356379.8,44417,36.7339060988319,12.432,0.000103075163347732
"1905",2020,"MCMA",33,34,356379.8,44417,296.187442689209,12.432,0.000831100535690319
"1906",2020,"MCMA",33,34,356379.8,44417,15.7487911784152,12.432,4.41910320910871e-05
"1907",2020,"MCMA",33,34,356379.8,44417,14.8727522253807,12.432,4.17328710139596e-05
"1908",2020,"MCMA",33,34,356379.8,44417,5.82034971069116,12.432,1.63318732169757e-05
"1909",2020,"MCMA",33,34,356379.8,20485,177.582383009459,10.982,0.000498295310254563
"1910",2020,"MCMA",33,34,356379.8,20485,228.936442431903,10.982,0.000642394553316162
"1911",2020,"MCMA",33,34,356379.8,44417,217.237750376344,12.432,0.000609568079830407
"1912",2020,"MCMA",33,34,356379.8,44417,16.2465405835484,12.432,4.55877145212732e-05
"1913",2020,"MCMA",33,34,356379.8,44417,133.941046591983,12.432,0.000375837930746869
"1914",2020,"MCMA",33,34,356379.8,44417,14.5143726536848,12.432,4.07272596642257e-05
"1915",2020,"MCMA",33,34,356379.8,44417,383.837794603802,12.432,0.00107704700042988
"1916",2020,"MCMA",33,34,356379.8,44417,154.693878456671,12.432,0.000434070276869427
"1917",2020,"MCMA",33,34,356379.8,44417,8.03699372821779,12.432,2.25517656394043e-05
"1918",2020,"MCMA",33,34,356379.8,20485,274.895594016085,10.982,0.000771355711002938
"1919",2020,"MCMA",33,34,356379.8,44417,23.3344921126455,12.432,6.54764723271228e-05
"1920",2020,"MCMA",33,34,356379.8,20485,94.4108871695859,10.982,0.000264916494059388
"1921",2020,"MCMA",33,34,356379.8,20485,282.174166932896,10.982,0.000791779351503358
"1922",2020,"MCMA",33,34,356379.8,44417,308.498444642837,12.432,0.000865645147796921
"1923",2020,"MCMA",33,34,356379.8,44417,107.022758762378,12.432,0.000300305344922407
"1924",2020,"MCMA",33,34,356379.8,44417,887.958392122731,12.432,0.00249160696572233
"1925",2020,"MCMA",33,34,356379.8,44417,4.99076736880246,12.432,1.40040691666656e-05
"1926",2020,"MCMA",33,34,356379.8,20485,510.808995318989,10.982,0.00143332757726164
"1927",2020,"MCMA",33,34,356379.8,44417,98.9459450817498,12.432,0.000277641844688587
"1928",2020,"MCMA",33,34,356379.8,44417,24.4560874388791,12.432,6.8623663403142e-05
"1929",2020,"MCMA",33,34,356379.8,44417,159.385996182393,12.432,0.000447236336577981
"1930",2020,"MCMA",33,34,356379.8,44417,6.54374551281812,12.432,1.83617183488461e-05
"1931",2020,"MCMA",33,34,356379.8,44417,281.699616670464,12.432,0.000790447765755703
"1932",2020,"MCMA",33,34,356379.8,20485,170.770458238995,10.982,0.000479181082202177
"1933",2020,"MCMA",33,34,356379.8,20485,844.553473254344,10.982,0.00236981297271715
"1934",2020,"MCMA",33,34,356379.8,44417,15.6824245910641,12.432,4.40048077670623e-05
"1935",2020,"MCMA",33,34,356379.8,44417,10.6319272936457,12.432,2.98331367087744e-05
"1936",2020,"MCMA",33,34,356379.8,44417,14.3816394789826,12.432,4.03548110161761e-05
"1937",2020,"MCMA",33,34,356379.8,20485,112.240260858695,10.982,0.000314945630640947
"1938",2020,"MCMA",33,34,356379.8,44417,162.365855954458,12.432,0.000455597808726695
"1939",2020,"MCMA",33,34,356379.8,44417,34.1787924858147,12.432,9.59055268727765e-05
"1940",2020,"MCMA",33,34,356379.8,20485,194.393097940078,10.982,0.000545466095272733
"1941",2020,"MCMA",33,34,356379.8,20485,63.5267470448516,10.982,0.000178255745821878
"1942",2020,"MCMA",33,34,356379.8,44417,489.546494936628,12.432,0.0013736651037366
"1943",2020,"MCMA",33,34,356379.8,44417,25.8298757970468,12.432,7.24785069104556e-05
"1944",2020,"MCMA",33,34,356379.8,44417,586.600992278872,12.432,0.00164599955519048
"1945",2020,"MCMA",33,34,356379.8,44417,247.540734160855,12.432,0.000694598106180134
"1946",2020,"MCMA",33,34,356379.8,44417,4.99740402753757,12.432,1.40226915990681e-05
"1947",2020,"MCMA",33,34,356379.8,44417,20.5072754914888,12.432,5.75433161236659e-05
"1948",2020,"MCMA",33,34,356379.8,44417,15.4766881702757,12.432,4.34275123625854e-05
"1949",2020,"MCMA",33,34,356379.8,44417,2.15691408891064,12.432,6.05229053080628e-06
"1950",2020,"MCMA",33,34,356379.8,44417,15.370501630514,12.432,4.31295534441457e-05
"1951",2020,"MCMA",33,34,356379.8,44417,318.141509784951,12.432,0.000892703542077726
"1952",2020,"MCMA",33,34,356379.8,44417,8.28255010141685,12.432,2.32407956382961e-05
"1953",2020,"MCMA",33,34,356379.8,44417,20.5670054201048,12.432,5.77109180152882e-05
"1954",2020,"MCMA",33,34,356379.8,44417,7.081314870362,12.432,1.98701353734471e-05
"1955",2020,"MCMA",33,34,356379.8,44417,37.0259190831768,12.432,0.000103894550373441
"1956",2020,"MCMA",33,34,356379.8,44417,32.1015183017254,12.432,9.00767055308e-05
"1957",2020,"MCMA",33,34,356379.8,44417,16.883659822119,12.432,4.73754680319113e-05
"1958",2020,"MCMA",33,34,356379.8,44417,10.5721973650297,12.432,2.9665534817152e-05
"1959",2020,"MCMA",33,34,356379.8,44417,55.0577208664697,12.432,0.000154491699210981
"1960",2020,"MCMA",33,34,356379.8,44417,21.3965877619935,12.432,6.00387220655983e-05
"1961",2020,"MCMA",33,34,356379.8,44417,146.192318616995,12.432,0.000410214940961849
"1962",2020,"MCMA",33,34,356379.8,44417,25.1993932172114,12.432,7.07093758322199e-05
"1963",2020,"MCMA",33,34,356379.8,8897,101.241862563732,14.554,0.000284084178069948
"1964",2020,"MCMA",33,34,356379.8,20485,168.010405178281,10.982,0.000471436386625396
"1965",2020,"MCMA",33,34,356379.8,44417,25.1595732648007,12.432,7.0597641237805e-05
"1966",2020,"MCMA",33,34,356379.8,44417,387.852973138543,12.432,0.00108831357203338
"1967",2020,"MCMA",33,34,356379.8,20485,315.5452002278,10.982,0.000885418309982216
"1968",2020,"MCMA",33,34,356379.8,44417,5.8468963456316,12.432,1.64063629465856e-05
"1969",2020,"MCMA",33,34,356379.8,44417,90.4443852420743,12.432,0.000253786508781009
"1970",2020,"MCMA",33,34,356379.8,44417,286.398371054922,12.432,0.00080363244789666
"1971",2020,"MCMA",33,34,356379.8,44417,232.316239022513,12.432,0.000651878246248843
"1972",2020,"MCMA",33,34,356379.8,20485,186.773075160085,10.982,0.000524084348103021
"1973",2020,"MCMA",33,34,356379.8,44417,24.0114313036267,12.432,6.73759604321758e-05
"1974",2020,"MCMA",33,34,356379.8,20485,196.788937813399,10.982,0.000552188810402269
"1975",2020,"MCMA",33,34,356379.8,44417,126.594265372217,12.432,0.000355222898077323
"1976",2020,"MCMA",33,35,334760.6,21722,50.8253070095446,6.414,0.00015182583317614
"1977",2020,"MCMA",33,35,334760.6,13056,219.791127027596,7.132,0.000656562113425524
"1978",2020,"MCMA",33,35,334760.6,21722,12.9580597604718,6.414,3.87084374937545e-05
"1979",2020,"MCMA",33,35,334760.6,21722,7.8441656027722,6.414,2.34321649643722e-05
"1980",2020,"MCMA",33,35,334760.6,21722,17.3555465377835,6.414,5.18446511859026e-05
"1981",2020,"MCMA",33,35,334760.6,21722,132.102879810323,6.414,0.000394618959968177
"1982",2020,"MCMA",33,35,334760.6,21722,7.08814122439054,6.414,2.1173761859641e-05
"1983",2020,"MCMA",33,35,334760.6,21722,6.84053498692929,6.414,2.04341101877858e-05
"1984",2020,"MCMA",33,35,334760.6,21722,2.64773603258557,6.414,7.90934187770475e-06
"1985",2020,"MCMA",33,35,334760.6,13056,111.826322308827,7.132,0.000334048637470558
"1986",2020,"MCMA",33,35,334760.6,13056,135.351142195071,7.132,0.00040432219979015
"1987",2020,"MCMA",33,35,334760.6,21722,100.415884248283,6.414,0.000299963270015296
"1988",2020,"MCMA",33,35,334760.6,21722,7.58335369931303,6.414,2.26530652033514e-05
"1989",2020,"MCMA",33,35,334760.6,21722,65.0114937078242,6.414,0.000194202942962297
"1990",2020,"MCMA",33,35,334760.6,21722,6.5632160009727,6.414,1.9605700315308e-05
"1991",2020,"MCMA",33,35,334760.6,21722,169.930510061402,6.414,0.000507618011383066
"1992",2020,"MCMA",33,35,334760.6,21722,76.0250191501003,6.414,0.000227102649326415
"1993",2020,"MCMA",33,35,334760.6,21722,3.81973888990212,6.414,1.14103597911526e-05
"1994",2020,"MCMA",33,35,334760.6,13056,169.426376237624,7.132,0.000506112058102488
"1995",2020,"MCMA",33,35,334760.6,21722,10.2376925648976,6.414,3.05821311256389e-05
"1996",2020,"MCMA",33,35,334760.6,13056,59.7233385295976,7.132,0.000178406116280105
"1997",2020,"MCMA",33,35,334760.6,13056,158.28554961028,7.132,0.000472832076445914
"1998",2020,"MCMA",33,35,334760.6,21722,143.420135570551,6.414,0.000428425972383104
"1999",2020,"MCMA",33,35,334760.6,21722,54.7771025594261,6.414,0.000163630673858949
"2000",2020,"MCMA",33,35,334760.6,21722,407.843788680163,6.414,0.00121831478579069
"2001",2020,"MCMA",33,35,334760.6,21722,2.08649522767341,6.414,6.23279808816633e-06
"2002",2020,"MCMA",33,35,334760.6,13056,314.986886875922,7.132,0.000940931778936714
"2003",2020,"MCMA",33,35,334760.6,21722,44.8464417289805,6.414,0.000133965710806411
"2004",2020,"MCMA",33,35,334760.6,21722,10.8286461183051,6.414,3.23474331158e-05
"2005",2020,"MCMA",33,35,334760.6,21722,73.8658927594382,6.414,0.000220652886747838
"2006",2020,"MCMA",33,35,334760.6,21722,3.05381026202201,6.414,9.12237061954724e-06
"2007",2020,"MCMA",33,35,334760.6,21722,142.482533284698,6.414,0.000425625158052346
"2008",2020,"MCMA",33,35,334760.6,13056,108.738575100063,7.132,0.00032482489008582
"2009",2020,"MCMA",33,35,334760.6,13056,508.231455656204,7.132,0.00151819376490604
"2010",2020,"MCMA",33,35,334760.6,21722,6.90656331691896,6.414,2.06313506336139e-05
"2011",2020,"MCMA",33,35,334760.6,21722,4.66160009727035,6.414,1.39251754754602e-05
"2012",2020,"MCMA",33,35,334760.6,21722,6.30240409751352,6.414,1.88266005542872e-05
"2013",2020,"MCMA",33,35,334760.6,13056,70.3837674320623,7.132,0.000210251049353067
"2014",2020,"MCMA",33,35,334760.6,21722,78.3723262812329,6.414,0.000234114547175602
"2015",2020,"MCMA",33,35,334760.6,21722,15.6322071250532,6.414,4.66966755497905e-05
